UNIVERSO,NIVEL_1,NIVEL_2,NIVEL_3,SKUS,SKUS_COM_CUSTO,LINHAS_VENDA,RECEITA_TOTAL,QTD_ARM_TOTAL,RECEITA_COM_CUSTO,QTD_ARM_COM_CUSTO,CMV,PRECO_PRATICADO_ARM,PRECO_PRATICADO_ARM_COM_CUSTO,CUSTO_MEDIO_ARM_PONDERADO,MARGEM_BRUTA_RS_UNIT,MARGEM_BRUTA_TOTAL,MARGEM_BRUTA_PCT,MARKUP_PONDERADO,COBERTURA_CUSTO_RECEITA_PCT,PART_RECEITA_UNIVERSO_PCT
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BD - ORGANIZAR,"BDL - ESCORREDORES DE PRATOS, COPOS E TALHERES - PRESENTES",4,0,1988,280200.144000,3450.000000,0.000000,0.000000,0.000000,81.217433,,,,0.000000,,,0.000000,0.085106
REDE_FISICA_SEM_LOJA93,A - AUTOMOTIVO,AA - PNEUS,AAB - PNEUS DE UTILITARIOS E SUVS,3,0,166,274737.424500,342.000000,0.000000,0.000000,0.000000,803.325803,,,,0.000000,,,0.000000,0.083447
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BB - SERVIR - PRESENTES,BBB - GARFOS,9,0,4433,267236.381125,56113.000000,0.000000,0.000000,0.000000,4.762468,,,,0.000000,,,0.000000,0.081169
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OA - SALA DE ESTAR E JANTAR,OAD - POLTRONAS RECLINAVEIS,3,0,189,263697.210000,196.000000,0.000000,0.000000,0.000000,1345.393929,,,,0.000000,,,0.000000,0.080094
REDE_FISICA_SEM_LOJA93,S - TINTAS E QUIMICOS,SA - TINTAS,SAE - TINTAS ESPECIAIS,1,0,1367,260102.986500,2308.000000,0.000000,0.000000,0.000000,112.696268,,,,0.000000,,,0.000000,0.079002
REDE_FISICA_SEM_LOJA93,F - FERRAMENTAS,"FA - GOLPE, PERFURACAO E FIXACAO ELETRICA",FAD - COMBOS DE FERRAMENTAS ELETRICAS,1,0,128,255670.380000,145.000000,0.000000,0.000000,0.000000,1763.244000,,,,0.000000,,,0.000000,0.077656
REDE_FISICA_SEM_LOJA93,U - METAIS E ACESSORIOS,UD - REGISTROS E VALVULAS,"UDC - VALVULAS PARA PIAS, TANQUES, LAVATORIOS E CUBAS",5,0,4440,253826.040000,9582.000000,0.000000,0.000000,0.000000,26.489881,,,,0.000000,,,0.000000,0.077096
REDE_FISICA_SEM_LOJA93,N - INDUSTRIAL E NEGOCIOS,NE - LIMPEZA E MANUTENCAO,NEJ - ACESSORIOS PARA LIMPEZA,4,0,5318,239464.064000,12555.000000,0.000000,0.000000,0.000000,19.073203,,,,0.000000,,,0.000000,0.072734
REDE_FISICA_SEM_LOJA93,N - INDUSTRIAL E NEGOCIOS,NB - REFRIGERACAO E CONSERVACAO INDUSTRIAL,NBD - VITRINES E ESTUFAS,7,0,356,236164.939500,370.000000,0.000000,0.000000,0.000000,638.283620,,,,0.000000,,,0.000000,0.071731
REDE_FISICA_SEM_LOJA93,D - ELETROS,DB - REFRIGERACAO,DBC - BEBEDOUROS,1,0,186,232789.221000,236.000000,0.000000,0.000000,0.000000,986.395004,,,,0.000000,,,0.000000,0.070706
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OC - QUARTO,OCB - ARARAS E CABIDEIROS,4,0,1411,229599.247500,1917.000000,0.000000,0.000000,0.000000,119.770082,,,,0.000000,,,0.000000,0.069737
REDE_FISICA_SEM_LOJA93,V - DECORACAO,VA - OBJETOS PARA SALA E QUARTO,VAS - ALMOFADAS,6,0,1662,227646.790000,3067.000000,0.000000,0.000000,0.000000,74.224581,,,,0.000000,,,0.000000,0.069144
REDE_FISICA_SEM_LOJA93,S - TINTAS E QUIMICOS,SC - ADERENTES E VEDADORES,SCB - VEDACAO,2,0,1053,212296.952000,4002.000000,0.000000,0.000000,0.000000,53.047714,,,,0.000000,,,0.000000,0.064482
REDE_FISICA_SEM_LOJA93,S - TINTAS E QUIMICOS,SE - IMPERMEABILIZANTES,SEA - IMPERMEABILIZANTES,4,0,749,211221.129000,947.000000,0.000000,0.000000,0.000000,223.042375,,,,0.000000,,,0.000000,0.064155
REDE_FISICA_SEM_LOJA93,C - PISOS E REVESTIMENTOS,CB - NAO CERAMICOS,CBE - PISOS VINILICOS,2,0,101,204112.332480,2639.920000,0.000000,0.000000,0.000000,77.317620,,,,0.000000,,,0.000000,0.061996
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OD - COZINHA E AREA DE SERVICO,ODO - BANQUETA BAIXA,3,0,2019,199311.896000,5396.000000,0.000000,0.000000,0.000000,36.936971,,,,0.000000,,,0.000000,0.060538
REDE_FISICA_SEM_LOJA93,E - MATERIAIS ELETRICOS,"EC - CAIXAS, DUTOS E CALHAS ELETRICAS",ECB - CANALETAS PARA FIOS,1,0,2956,198551.768090,25576.000000,0.000000,0.000000,0.000000,7.763206,,,,0.000000,,,0.000000,0.060307
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BF - UTENSILIOS PARA PREPARACAO,BFB - JOGOS DE FACAS PARA COZINHA,3,0,2543,196105.259000,3333.000000,0.000000,0.000000,0.000000,58.837461,,,,0.000000,,,0.000000,0.059564
REDE_FISICA_SEM_LOJA93,D - ELETROS,DB - REFRIGERACAO,DBD - FILTROS DE AGUA,4,0,198,194857.845000,222.000000,0.000000,0.000000,0.000000,877.738041,,,,0.000000,,,0.000000,0.059185
REDE_FISICA_SEM_LOJA93,F - FERRAMENTAS,"FA - GOLPE, PERFURACAO E FIXACAO ELETRICA",FAE - CHAVES DE IMPACTO A BATERIA,1,0,109,190319.881500,119.000000,0.000000,0.000000,0.000000,1599.326735,,,,0.000000,,,0.000000,0.057807
REDE_FISICA_SEM_LOJA93,"K - CAMA, MESA E BANHO",KA - CAMA,KAE - EDREDONS,1,0,1133,188842.180000,2219.000000,0.000000,0.000000,0.000000,85.102379,,,,0.000000,,,0.000000,0.057358
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BD - ORGANIZAR,"BDM - ESCORREDORES DE PRATOS, COPOS E TALHERES - PLASTICOS",2,0,2466,188193.519500,3702.000000,0.000000,0.000000,0.000000,50.835635,,,,0.000000,,,0.000000,0.057161
REDE_FISICA_SEM_LOJA93,"G - PORTAS, JANELAS E FECHADURAS",GA - PORTAS,GAC - PORTAS DE PVC,5,0,836,188080.935000,1033.000000,0.000000,0.000000,0.000000,182.072541,,,,0.000000,,,0.000000,0.057127
REDE_FISICA_SEM_LOJA93,M - MAQUINAS E MOTORES,MA - BOMBAS E FILTROS,MAB - BOMBAS VIBRATORIAS,3,0,394,185544.891000,454.000000,0.000000,0.000000,0.000000,408.689187,,,,0.000000,,,0.000000,0.056356
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BE - ARMAZENAR,BEB - JOGOS DE POTES - PRESENTES,3,0,1508,183604.324858,3407.000000,0.000000,0.000000,0.000000,53.890321,,,,0.000000,,,0.000000,0.055767
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OA - SALA DE ESTAR E JANTAR,OAT - PAINEL HOME,3,0,170,183237.915000,178.000000,0.000000,0.000000,0.000000,1029.426489,,,,0.000000,,,0.000000,0.055656
REDE_FISICA_SEM_LOJA93,I - ILUMINACAO,IE - ACESSORIOS E COMPONENTES,IEE - DRIVERS,7,0,1144,178646.690250,1902.000000,0.000000,0.000000,0.000000,93.925705,,,,0.000000,,,0.000000,0.054261
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BB - SERVIR - PRESENTES,BBY - PANOS AMERICANOS,9,0,2633,176979.717250,11365.000000,0.000000,0.000000,0.000000,15.572346,,,,0.000000,,,0.000000,0.053755
REDE_FISICA_SEM_LOJA93,W - LOUCAS E PIAS,WB - CUBAS E PIAS,WBC - COLUNAS PARA CUBAS E PIAS,6,0,455,175921.158000,631.000000,0.000000,0.000000,0.000000,278.797398,,,,0.000000,,,0.000000,0.053433
REDE_FISICA_SEM_LOJA93,E - MATERIAIS ELETRICOS,EO - INSTRUMENTOS DE MEDICAO ELETRICA,EOC - MULTIMETROS E FASIMETROS,1,0,2891,171761.262750,5194.000000,0.000000,0.000000,0.000000,33.069169,,,,0.000000,,,0.000000,0.052170
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BL - LAVANDERIA,BLC - BALDES,2,0,3487,166664.867500,8586.000000,0.000000,0.000000,0.000000,19.411235,,,,0.000000,,,0.000000,0.050622
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BH - ACESSORIOS PARA SERVIR - PRESENTES,BHC - MANTEIGUEIRAS E QUEIJEIRAS - PRESENTES,8,0,3187,165524.548000,7316.000000,0.000000,0.000000,0.000000,22.625007,,,,0.000000,,,0.000000,0.050276
REDE_FISICA_SEM_LOJA93,W - LOUCAS E PIAS,WA - BACIAS E CAIXAS,WAM - MECANISMOS PARA CAIXA ACOPLAR,1,0,695,164369.520000,954.000000,0.000000,0.000000,0.000000,172.295094,,,,0.000000,,,0.000000,0.049925
REDE_FISICA_SEM_LOJA93,M - MAQUINAS E MOTORES,ME - LIMPEZA,MEB - ASPIRADORES PROFISSIONAIS,2,0,171,163761.360000,213.000000,0.000000,0.000000,0.000000,768.832676,,,,0.000000,,,0.000000,0.049740
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OA - SALA DE ESTAR E JANTAR,OAI - RACKS,3,0,235,160207.425000,254.000000,0.000000,0.000000,0.000000,630.737894,,,,0.000000,,,0.000000,0.048661
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OA - SALA DE ESTAR E JANTAR,OAK - CONJUNTOS DE MESAS E CADEIRAS,3,0,78,154853.076000,89.000000,0.000000,0.000000,0.000000,1739.922202,,,,0.000000,,,0.000000,0.047034
REDE_FISICA_SEM_LOJA93,U - METAIS E ACESSORIOS,"UB - TORNEIRAS, BICAS E MISTURADORES",UBI - FILTROS DE AGUA,3,0,494,153740.863500,540.000000,0.000000,0.000000,0.000000,284.705303,,,,0.000000,,,0.000000,0.046696
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OC - QUARTO,OCD - ESTANTES,5,0,589,153175.995000,734.000000,0.000000,0.000000,0.000000,208.686642,,,,0.000000,,,0.000000,0.046525
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BB - SERVIR - PRESENTES,BBN - PRATOS PARA BOLOS E DOCES - PRESENTES,4,0,1684,149446.468500,2511.000000,0.000000,0.000000,0.000000,59.516714,,,,0.000000,,,0.000000,0.045392
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BL - LAVANDERIA,BLA - VARAIS DE ROUPAS,1,0,628,148521.030000,897.000000,0.000000,0.000000,0.000000,165.575284,,,,0.000000,,,0.000000,0.045111
REDE_FISICA_SEM_LOJA93,N - INDUSTRIAL E NEGOCIOS,NA - COZINHA INDUSTRIAL,"NAC - CHAPAS, PRENSAS E SANDUICHEIRAS",4,0,89,147610.207500,92.000000,0.000000,0.000000,0.000000,1604.458777,,,,0.000000,,,0.000000,0.044834
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BD - ORGANIZAR,BDK - ORGANIZADORES DE PIA,5,0,5432,147526.900500,8826.000000,0.000000,0.000000,0.000000,16.715035,,,,0.000000,,,0.000000,0.044809
REDE_FISICA_SEM_LOJA93,I - ILUMINACAO,IC - COMERCIAL,ICC - PERFIS,2,0,365,146583.780000,891.000000,0.000000,0.000000,0.000000,164.516027,,,,0.000000,,,0.000000,0.044523
REDE_FISICA_SEM_LOJA93,C - PISOS E REVESTIMENTOS,CA - CERAMICOS E PORCELANATOS,CAF - AZULEJOS,4,0,153,144281.581080,1529.960000,0.000000,0.000000,0.000000,94.304152,,,,0.000000,,,0.000000,0.043823
REDE_FISICA_SEM_LOJA93,M - MAQUINAS E MOTORES,MI - CONSTRUCAO CIVIL,MIA - BETONEIRAS,1,0,39,142033.080000,46.000000,0.000000,0.000000,0.000000,3087.675652,,,,0.000000,,,0.000000,0.043140
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OB - VARANDA E AREA EXTERNA,OBG - BANCOS PARA JARDIM,2,0,359,138597.186000,457.000000,0.000000,0.000000,0.000000,303.276118,,,,0.000000,,,0.000000,0.042097
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OA - SALA DE ESTAR E JANTAR,OAJ - PAINEIS PARA TV,6,0,243,138375.405000,256.000000,0.000000,0.000000,0.000000,540.528926,,,,0.000000,,,0.000000,0.042029
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BL - LAVANDERIA,BLD - BACIAS PARA ROUPA,3,0,3271,138014.761500,4894.000000,0.000000,0.000000,0.000000,28.200809,,,,0.000000,,,0.000000,0.041920
REDE_FISICA_SEM_LOJA93,J - JARDINAGEM,JE - DECORACAO,JEA - PRATOS E VASOS PARA PLANTAS,1,0,1486,136788.995000,2781.000000,0.000000,0.000000,0.000000,49.186981,,,,0.000000,,,0.000000,0.041548
REDE_FISICA_SEM_LOJA93,H - TUBOS E CONEXOES,HE - RALOS E GRELHAS,HEA - GRELHAS INTERNAS,4,0,2510,136368.911000,6148.000000,0.000000,0.000000,0.000000,22.181020,,,,0.000000,,,0.000000,0.041420
REDE_FISICA_SEM_LOJA93,Q - BASICOS CONSTRUCAO,QJ - SUPORTES,QJE - SUPORTES DIVERSOS,8,0,1521,135780.330000,8710.000000,0.000000,0.000000,0.000000,15.589016,,,,0.000000,,,0.000000,0.041241
REDE_FISICA_SEM_LOJA93,"L - INFANTIL, LAZER E PETS",LH - PRAIA E PISCINA,LHL - COOLERS,1,0,794,134932.560000,1522.000000,0.000000,0.000000,0.000000,88.654770,,,,0.000000,,,0.000000,0.040984
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BB - SERVIR - PRESENTES,BBM - TRAVESSAS - PRESENTES,5,0,2027,134613.150000,6145.000000,0.000000,0.000000,0.000000,21.906127,,,,0.000000,,,0.000000,0.040887
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OC - QUARTO,OCO - MESAS DE CABECEIRA,3,0,311,131494.860000,412.000000,0.000000,0.000000,0.000000,319.162282,,,,0.000000,,,0.000000,0.039940
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OD - COZINHA E AREA DE SERVICO,ODG - MOVEIS PARA MICRO-ONDAS,1,0,207,130336.290000,227.000000,0.000000,0.000000,0.000000,574.168678,,,,0.000000,,,0.000000,0.039588
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BA - COZINHAR,BAB - PANELAS,6,0,921,129553.053000,992.000000,0.000000,0.000000,0.000000,130.597836,,,,0.000000,,,0.000000,0.039350
REDE_FISICA_SEM_LOJA93,N - INDUSTRIAL E NEGOCIOS,NA - COZINHA INDUSTRIAL,NAB - FORNOS,3,0,68,128312.940000,70.000000,0.000000,0.000000,0.000000,1833.042000,,,,0.000000,,,0.000000,0.038973
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BA - COZINHAR,BAH - FORMAS E ASSADEIRAS,8,0,3067,126654.020500,5425.000000,0.000000,0.000000,0.000000,23.346363,,,,0.000000,,,0.000000,0.038469
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BJ - JOGOS E CONJUNTOS PARA SERVIR,BJE - JOGOS DE TACAS,5,0,1352,125490.424500,2301.000000,0.000000,0.000000,0.000000,54.537342,,,,0.000000,,,0.000000,0.038116
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BH - ACESSORIOS PARA SERVIR - PRESENTES,BHE - PORTA TEMPEROS E GALHETEIROS - PRESENTES,6,0,2690,125032.820500,4459.000000,0.000000,0.000000,0.000000,28.040552,,,,0.000000,,,0.000000,0.037977
REDE_FISICA_SEM_LOJA93,T - ARTIGOS DE EPOCA,TA - ILUMINACAO NATALINA,TAA - PISCA PISCA NATAL,1,0,289,122798.564167,2513.000000,0.000000,0.000000,0.000000,48.865326,,,,0.000000,,,0.000000,0.037298
REDE_FISICA_SEM_LOJA93,N - INDUSTRIAL E NEGOCIOS,NA - COZINHA INDUSTRIAL,NAF - FRITADORES,4,0,75,122682.210000,77.000000,0.000000,0.000000,0.000000,1593.275455,,,,0.000000,,,0.000000,0.037263
REDE_FISICA_SEM_LOJA93,W - LOUCAS E PIAS,WA - BACIAS E CAIXAS,WAB - CAIXAS PARA ACOPLAR,6,0,303,115597.860000,318.000000,0.000000,0.000000,0.000000,363.515283,,,,0.000000,,,0.000000,0.035111
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OA - SALA DE ESTAR E JANTAR,OAA - SOFAS,3,0,35,110416.572000,37.000000,0.000000,0.000000,0.000000,2984.231676,,,,0.000000,,,0.000000,0.033537
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BB - SERVIR - PRESENTES,BBZ - GUARDANAPOS DE TECIDO,4,0,1341,108960.094250,3042.000000,0.000000,0.000000,0.000000,35.818571,,,,0.000000,,,0.000000,0.033095
REDE_FISICA_SEM_LOJA93,H - TUBOS E CONEXOES,HE - RALOS E GRELHAS,HEC - RALOS EXTERNOS,4,0,435,105716.940000,674.000000,0.000000,0.000000,0.000000,156.850059,,,,0.000000,,,0.000000,0.032110
REDE_FISICA_SEM_LOJA93,N - INDUSTRIAL E NEGOCIOS,ND - PESO E AFERICAO,NDA - BALANCAS ELETRONICAS,2,0,68,101251.395000,71.000000,0.000000,0.000000,0.000000,1426.075986,,,,0.000000,,,0.000000,0.030754
REDE_FISICA_SEM_LOJA93,R - ELETRONICOS,RC - SOM,RCA - SONS,1,0,54,99439.966500,60.000000,0.000000,0.000000,0.000000,1657.332775,,,,0.000000,,,0.000000,0.030203
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OC - QUARTO,OCK - BELICHES E TRELICHES,2,0,70,93134.055000,83.000000,0.000000,0.000000,0.000000,1122.097048,,,,0.000000,,,0.000000,0.028288
REDE_FISICA_SEM_LOJA93,V - DECORACAO,VA - OBJETOS PARA SALA E QUARTO,VAT - CAPAS PARA ALMOFADAS,4,0,1392,91212.814000,4426.000000,0.000000,0.000000,0.000000,20.608408,,,,0.000000,,,0.000000,0.027704
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OC - QUARTO,OCE - COMODAS,4,0,83,88948.475000,89.000000,0.000000,0.000000,0.000000,999.421067,,,,0.000000,,,0.000000,0.027017
REDE_FISICA_SEM_LOJA93,R - ELETRONICOS,RG - SEGURANCA,RGD - CAMERAS DE MONITORAMENTO,2,0,243,88881.730000,390.000000,0.000000,0.000000,0.000000,227.901872,,,,0.000000,,,0.000000,0.026996
REDE_FISICA_SEM_LOJA93,U - METAIS E ACESSORIOS,UA - DUCHAS E CHUVEIROS,UAC - DUCHAS DE METAL,1,0,37,88171.723500,46.000000,0.000000,0.000000,0.000000,1916.776598,,,,0.000000,,,0.000000,0.026781
REDE_FISICA_SEM_LOJA93,"K - CAMA, MESA E BANHO",KA - CAMA,KAJ - CAPAS E PORTA TRAVESSEIROS,3,0,1223,84549.850000,3860.000000,0.000000,0.000000,0.000000,21.904106,,,,0.000000,,,0.000000,0.025681
REDE_FISICA_SEM_LOJA93,Q - BASICOS CONSTRUCAO,QI - FIXACAO,QIH - PREGOS,2,0,1207,83758.605000,2569.000000,0.000000,0.000000,0.000000,32.603583,,,,0.000000,,,0.000000,0.025440
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BF - UTENSILIOS PARA PREPARACAO,"BFZ - COLHERES, CONCHAS E ESPUMADEIRAS",6,0,2161,83518.386000,3226.000000,0.000000,0.000000,0.000000,25.889146,,,,0.000000,,,0.000000,0.025367
REDE_FISICA_SEM_LOJA93,A - AUTOMOTIVO,AC - MANUTENCAO E LIMPEZA,ACB - BANHO AUTOMOTIVO,1,0,2515,82327.035000,4224.000000,0.000000,0.000000,0.000000,19.490302,,,,0.000000,,,0.000000,0.025006
REDE_FISICA_SEM_LOJA93,D - ELETROS,DA - AR E VENTILACAO,DAF - EXAUSTORES,1,0,249,80195.430000,452.000000,0.000000,0.000000,0.000000,177.423518,,,,0.000000,,,0.000000,0.024358
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BJ - JOGOS E CONJUNTOS PARA SERVIR,BJD - JOGOS DE COPOS,3,0,855,78239.889000,1228.000000,0.000000,0.000000,0.000000,63.713265,,,,0.000000,,,0.000000,0.023764
REDE_FISICA_SEM_LOJA93,D - ELETROS,DA - AR E VENTILACAO,DAR - MOLDURAS PARA AR-CONDICIONADO,2,0,308,77986.660500,415.000000,0.000000,0.000000,0.000000,187.919664,,,,0.000000,,,0.000000,0.023687
REDE_FISICA_SEM_LOJA93,"K - CAMA, MESA E BANHO",KB - MESA,KBG - TOALHAS DE MESA,5,0,635,77363.622000,772.000000,0.000000,0.000000,0.000000,100.211946,,,,0.000000,,,0.000000,0.023498
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BB - SERVIR - PRESENTES,BBT - SUQUEIRAS,1,0,353,76957.408500,554.000000,0.000000,0.000000,0.000000,138.912290,,,,0.000000,,,0.000000,0.023375
REDE_FISICA_SEM_LOJA93,N - INDUSTRIAL E NEGOCIOS,NC - PROCESSADORES INDUSTRIAIS,NCE - EXTRATORES,2,0,95,75911.535000,96.000000,0.000000,0.000000,0.000000,790.745156,,,,0.000000,,,0.000000,0.023057
REDE_FISICA_SEM_LOJA93,I - ILUMINACAO,ID - JARDIM,IDD - BALIZADORES PARA JARDIM,3,0,321,75482.463000,1326.000000,0.000000,0.000000,0.000000,56.924934,,,,0.000000,,,0.000000,0.022927
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BJ - JOGOS E CONJUNTOS PARA SERVIR,BJF - CONJUNTOS DE XICARAS,13,0,1084,74147.367000,1541.000000,0.000000,0.000000,0.000000,48.116396,,,,0.000000,,,0.000000,0.022521
REDE_FISICA_SEM_LOJA93,Y - EPI,YE - PROTECAO RESPIRATORIA,YEA - MASCARAS,1,0,1622,73582.103000,5296.000000,0.000000,0.000000,0.000000,13.893902,,,,0.000000,,,0.000000,0.022349
REDE_FISICA_SEM_LOJA93,V - DECORACAO,VA - OBJETOS PARA SALA E QUARTO,VAF - QUADROS,2,0,427,70766.073000,492.000000,0.000000,0.000000,0.000000,143.833482,,,,0.000000,,,0.000000,0.021494
REDE_FISICA_SEM_LOJA93,"L - INFANTIL, LAZER E PETS",LE - ENXOVAL,LEA - COBERTORES E MANTAS INFANTIS,1,0,682,70573.492500,1048.000000,0.000000,0.000000,0.000000,67.341119,,,,0.000000,,,0.000000,0.021436
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OC - QUARTO,OCN - CABECEIRAS,3,0,76,70328.790000,77.000000,0.000000,0.000000,0.000000,913.360909,,,,0.000000,,,0.000000,0.021361
REDE_FISICA_SEM_LOJA93,U - METAIS E ACESSORIOS,UD - REGISTROS E VALVULAS,UDB - KITS PARA INSTALACAO DE DESCARGAS,1,0,162,70293.510000,175.000000,0.000000,0.000000,0.000000,401.677200,,,,0.000000,,,0.000000,0.021351
REDE_FISICA_SEM_LOJA93,"K - CAMA, MESA E BANHO",KC - BANHO,KCE - ROUPOES,2,0,704,69989.115000,876.000000,0.000000,0.000000,0.000000,79.896250,,,,0.000000,,,0.000000,0.021258
REDE_FISICA_SEM_LOJA93,C - PISOS E REVESTIMENTOS,CB - NAO CERAMICOS,CBD - PISOS LAMINADOS,2,0,77,69473.775000,388.000000,0.000000,0.000000,0.000000,179.056121,,,,0.000000,,,0.000000,0.021102
REDE_FISICA_SEM_LOJA93,E - MATERIAIS ELETRICOS,"EC - CAIXAS, DUTOS E CALHAS ELETRICAS",ECA - ELETRODUTOS,1,0,406,69176.975000,777.000000,0.000000,0.000000,0.000000,89.030856,,,,0.000000,,,0.000000,0.021011
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BB - SERVIR - PRESENTES,BBS - BANDEJAS - PRESENTES,4,0,786,68525.100000,973.000000,0.000000,0.000000,0.000000,70.426619,,,,0.000000,,,0.000000,0.020813
REDE_FISICA_SEM_LOJA93,A - AUTOMOTIVO,AB - BATERIAS E CARREGADORES,ABA - BATERIAS AUTOMOTIVAS,1,0,108,67676.658000,122.000000,0.000000,0.000000,0.000000,554.726705,,,,0.000000,,,0.000000,0.020556
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BD - ORGANIZAR,BDI - PORTA TUDO COZINHA - PLASTICOS,4,0,1641,67628.484000,2397.000000,0.000000,0.000000,0.000000,28.213802,,,,0.000000,,,0.000000,0.020541
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BA - COZINHAR,"BAE - OMELETEIRAS, PANQUEQUEIRAS E TAPIOQUEIRAS - PRESENTES",2,0,658,67431.462000,808.000000,0.000000,0.000000,0.000000,83.454780,,,,0.000000,,,0.000000,0.020481
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BD - ORGANIZAR,BDD - PORTA TUDO COZINHA - PRESENTES,4,0,570,67332.247500,661.000000,0.000000,0.000000,0.000000,101.864217,,,,0.000000,,,0.000000,0.020451
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OA - SALA DE ESTAR E JANTAR,OAU - SOFÁ CAMA,1,0,15,66724.980000,15.000000,0.000000,0.000000,0.000000,4448.332000,,,,0.000000,,,0.000000,0.020267
REDE_FISICA_SEM_LOJA93,E - MATERIAIS ELETRICOS,"EC - CAIXAS, DUTOS E CALHAS ELETRICAS",ECS - TUBOS ELETRODUTO,1,0,491,65094.991500,1716.000000,0.000000,0.000000,0.000000,37.934144,,,,0.000000,,,0.000000,0.019772
REDE_FISICA_SEM_LOJA93,S - TINTAS E QUIMICOS,SC - ADERENTES E VEDADORES,SCA - FITAS ADESIVAS,1,0,1658,64330.410000,3484.000000,0.000000,0.000000,0.000000,18.464526,,,,0.000000,,,0.000000,0.019539
REDE_FISICA_SEM_LOJA93,"L - INFANTIL, LAZER E PETS",LA - BRINQUEDOS,LAB - JOGOS EDUCATIVOS,2,0,1138,63442.890000,1605.000000,0.000000,0.000000,0.000000,39.528280,,,,0.000000,,,0.000000,0.019270
REDE_FISICA_SEM_LOJA93,R - ELETRONICOS,RC - SOM,RCB - CAIXAS BLUETOOTH,1,0,36,62952.435000,38.000000,0.000000,0.000000,0.000000,1656.643026,,,,0.000000,,,0.000000,0.019121
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BC - SERVIR - PLASTICOS,BCB - COPOS - PLASTICOS,5,0,2522,62399.400000,7801.000000,0.000000,0.000000,0.000000,7.998898,,,,0.000000,,,0.000000,0.018953
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OC - QUARTO,OCJ - CAMAS,2,0,73,62236.335000,82.000000,0.000000,0.000000,0.000000,758.979695,,,,0.000000,,,0.000000,0.018903
REDE_FISICA_SEM_LOJA93,M - MAQUINAS E MOTORES,MH - SOLDAGEM,MHA - INVERSORES E MAQUINAS DE SOLDA,1,0,75,61396.555500,79.000000,0.000000,0.000000,0.000000,777.171589,,,,0.000000,,,0.000000,0.018648
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BD - ORGANIZAR,BDC - CABIDES,3,0,1197,60428.193000,3023.000000,0.000000,0.000000,0.000000,19.989478,,,,0.000000,,,0.000000,0.018354
