UNIVERSO,RANK_PRIORIDADE,FAIXA_PRIORIDADE,SCORE_PRIORIDADE,N_MOTIVOS,MOTIVOS,COD_EMPRESA,CD_CIDADE,CD_ESTADO,CODIGO,DESCRICAO,NIVEL_1,EMBALAGEM,CURVA_ABC_RECEITA,RECEITA,PRECO_PRATICADO_ARM,CUSTO_MEDIO_ARM,MARGEM_BRUTA_PCT,MARKUP,PRECO_PRATICADO_VENDA,PRECO_LISTA_EMBALAGEM,DESCONTO_EFETIVO_PCT,PRECO_ARM_MEDIANA_REDE,DESVIO_VS_MEDIANA_PCT,LOJAS_NA_REDE,MOTIVO_MARGEM_BAIXA,MOTIVO_DESCONTO_ALTO,MOTIVO_PRECO_FORA_FAIXA,FLAG_MARGEM_NEGATIVA,ACAO_RECOMENDADA
REDE_COMPLETA,25,ALTA,2.662426,2,desconto alto + preco fora da faixa,4,RECIFE,PE,486458,SOFA RET 3L 2.00 LINHO            BG,O - MOVEIS,0,,10289.475000,2057.895000,,,,2057.895000,5018.895000,58.997050,3370.395000,-38.942023,5.000000,0,1,1,0,"SKU 486458 (SOFA RET 3L 2.00 LINHO            BG) na loja 4 (RECIFE-PE): validar desconto efetivo de 59,0% vs lista; alinhar preco (-38,9% vs mediana da rede)."
REDE_COMPLETA,26,ALTA,2.657396,2,desconto alto + preco fora da faixa,4,RECIFE,PE,460764,ROUPEIRO 2.19 6P/AB/3G           NV,O - MOVEIS,0,,10015.110000,1001.511000,,,,1001.511000,1574.895000,36.407761,1568.672778,-36.155519,11.000000,0,1,1,0,"SKU 460764 (ROUPEIRO 2.19 6P/AB/3G           NV) na loja 4 (RECIFE-PE): validar desconto efetivo de 36,4% vs lista; alinhar preco (-36,2% vs mediana da rede)."
REDE_COMPLETA,27,ALTA,2.650000,2,margem negativa + desconto alto,5,ARACAJU,SE,467615,AP.JANTAR PORC.20PC NATUR     990100,B - UTILIDADES DOMESTICAS,0,B,9616.950000,310.224194,408.571000,-31.701849,0.759291,310.224194,471.345000,34.183201,341.456500,-9.146789,9.000000,1,1,0,1,"SKU 467615 (AP.JANTAR PORC.20PC NATUR     990100) na loja 5 (ARACAJU-SE): revisar preco/custo (margem negativa); validar desconto efetivo de 34,2% vs lista."
REDE_COMPLETA,28,ALTA,2.639053,2,margem negativa + desconto alto,3,SALVADOR,BA,467603,PRATO SMES.PORC.19CM     ASTER 80033,B - UTILIDADES DOMESTICAS,0,B,9324.283500,11.525690,15.782600,-36.934097,0.730278,11.525690,17.745000,35.048237,11.659584,-1.148353,9.000000,1,1,0,1,"SKU 467603 (PRATO SMES.PORC.19CM     ASTER 80033) na loja 3 (SALVADOR-BA): revisar preco/custo (margem negativa); validar desconto efetivo de 35,0% vs lista."
REDE_COMPLETA,29,ALTA,2.620414,2,desconto alto + preco fora da faixa,4,RECIFE,PE,447372,BALCAO COZ.1.20 1P/4G      GRF001524,O - MOVEIS,0,,8608.215000,860.821500,,,,860.821500,1784.895000,51.771869,1299.033750,-33.733708,8.000000,0,1,1,0,"SKU 447372 (BALCAO COZ.1.20 1P/4G      GRF001524) na loja 4 (RECIFE-PE): validar desconto efetivo de 51,8% vs lista; alinhar preco (-33,7% vs mediana da rede)."
REDE_COMPLETA,30,ALTA,2.580178,2,margem negativa + desconto alto,3,SALVADOR,BA,447870,PRATO FUNDO PORC.23CM RUSTICO VD 005,B - UTILIDADES DOMESTICAS,0,C,7236.127500,14.677743,17.907000,-22.001043,0.819665,14.677743,26.145000,43.860228,15.952081,-7.988537,6.000000,1,1,0,1,"SKU 447870 (PRATO FUNDO PORC.23CM RUSTICO VD 005) na loja 3 (SALVADOR-BA): revisar preco/custo (margem negativa); validar desconto efetivo de 43,9% vs lista."
REDE_COMPLETA,31,ALTA,2.579142,2,desconto alto + preco fora da faixa,1,GARANHUNS,PE,422019,CERVEJEIRA 1P BCA10P2        PT M220,D - ELETROS,0,,7135.800000,1783.950000,,,,1783.950000,3349.395000,46.738142,2700.547500,-33.941173,7.000000,0,1,1,0,"SKU 422019 (CERVEJEIRA 1P BCA10P2        PT M220) na loja 1 (GARANHUNS-PE): validar desconto efetivo de 46,7% vs lista; alinhar preco (-33,9% vs mediana da rede)."
REDE_COMPLETA,32,ALTA,2.568047,2,desconto alto + preco fora da faixa,4,RECIFE,PE,463965,CABECEIRA CASAL GRÉCIA           OFF,O - MOVEIS,0,,6823.110000,758.123333,,,,758.123333,1627.395000,53.414916,1333.395000,-43.143380,5.000000,0,1,1,0,"SKU 463965 (CABECEIRA CASAL GRÉCIA           OFF) na loja 4 (RECIFE-PE): validar desconto efetivo de 53,4% vs lista; alinhar preco (-43,1% vs mediana da rede)."
REDE_COMPLETA,33,ALTA,2.562722,2,desconto alto + preco fora da faixa,4,RECIFE,PE,488850,ESTANTE HOME 1.54 VOLPI       OFF/CN,O - MOVEIS,0,,6696.795000,318.895000,,,,318.895000,1070.895000,70.221637,822.071250,-61.208350,6.000000,0,1,1,0,"SKU 488850 (ESTANTE HOME 1.54 VOLPI       OFF/CN) na loja 4 (RECIFE-PE): validar desconto efetivo de 70,2% vs lista; alinhar preco (-61,2% vs mediana da rede)."
REDE_COMPLETA,34,ALTA,2.557101,2,desconto alto + preco fora da faixa,4,RECIFE,PE,446420,PAINEL TV 1.55 C/NICHO LUMINI AMD/TT,O - MOVEIS,0,,6519.555000,724.395000,,,,724.395000,1501.395000,51.751871,1049.895000,-31.003100,11.000000,0,1,1,0,"SKU 446420 (PAINEL TV 1.55 C/NICHO LUMINI AMD/TT) na loja 4 (RECIFE-PE): validar desconto efetivo de 51,8% vs lista; alinhar preco (-31,0% vs mediana da rede)."
REDE_COMPLETA,35,ALTA,2.533728,2,desconto alto + preco fora da faixa,6,JOAO PESSOA,PB,430404,"REVEST.A 30X90 URBAN.PARK.GRAY1,07M2",C - PISOS E REVESTIMENTOS,0,,5929.046550,115.440938,,,,115.440938,250.950000,53.998431,176.295000,-34.518314,5.000000,0,1,1,0,"SKU 430404 (REVEST.A 30X90 URBAN.PARK.GRAY1,07M2) na loja 6 (JOAO PESSOA-PB): validar desconto efetivo de 54,0% vs lista; alinhar preco (-34,5% vs mediana da rede)."
REDE_COMPLETA,36,ALTA,2.532249,2,desconto alto + preco fora da faixa,6,JOAO PESSOA,PB,418899,"PORCEL.A 59X59 EPO.PLACE      1,39M2",C - PISOS E REVESTIMENTOS,0,,5914.769700,75.986250,,,,75.986250,145.950000,47.936793,110.209934,-31.053175,5.000000,0,1,1,0,"SKU 418899 (PORCEL.A 59X59 EPO.PLACE      1,39M2) na loja 6 (JOAO PESSOA-PB): validar desconto efetivo de 47,9% vs lista; alinhar preco (-31,1% vs mediana da rede)."
