UNIVERSO,NIVEL_1,NIVEL_2,SKUS,SKUS_COM_CUSTO,LINHAS_VENDA,RECEITA_TOTAL,QTD_ARM_TOTAL,RECEITA_COM_CUSTO,QTD_ARM_COM_CUSTO,CMV,PRECO_PRATICADO_ARM,PRECO_PRATICADO_ARM_COM_CUSTO,CUSTO_MEDIO_ARM_PONDERADO,MARGEM_BRUTA_RS_UNIT,MARGEM_BRUTA_TOTAL,MARGEM_BRUTA_PCT,MARKUP_PONDERADO,COBERTURA_CUSTO_RECEITA_PCT,PART_RECEITA_UNIVERSO_PCT
REDE_COMPLETA,F - FERRAMENTAS,"FC - ACESSORIOS PARA GOLPE, PERFURACAO E FIXACAO",1,0,116,47149.893000,128.000000,0.000000,0.000000,0.000000,368.358539,,,,0.000000,,,0.000000,0.009772
REDE_COMPLETA,W - LOUCAS E PIAS,WD - BANHEIRAS E ACESSORIOS,2,0,20,45221.505000,21.000000,0.000000,0.000000,0.000000,2153.405000,,,,0.000000,,,0.000000,0.009372
REDE_COMPLETA,T - ARTIGOS DE EPOCA,TK - PASCOA,2,0,803,40938.340600,5889.000000,0.000000,0.000000,0.000000,6.951663,,,,0.000000,,,0.000000,0.008484
REDE_COMPLETA,H - TUBOS E CONEXOES,HD - VEDACAO E TERMOFUSORES,1,0,277,40841.524500,415.000000,0.000000,0.000000,0.000000,98.413312,,,,0.000000,,,0.000000,0.008464
REDE_COMPLETA,F - FERRAMENTAS,FL - MEDICAO ELETRICA,1,0,313,39259.605000,389.000000,0.000000,0.000000,0.000000,100.924434,,,,0.000000,,,0.000000,0.008136
REDE_COMPLETA,S - TINTAS E QUIMICOS,SD - ACESSORIOS PARA PINTURA,1,0,579,37286.350500,861.000000,0.000000,0.000000,0.000000,43.305866,,,,0.000000,,,0.000000,0.007727
REDE_COMPLETA,F - FERRAMENTAS,FP - BANCADAS E ARMAZENAGEM DE FERRAMENTAS,1,0,286,32032.875000,335.000000,0.000000,0.000000,0.000000,95.620522,,,,0.000000,,,0.000000,0.006639
REDE_COMPLETA,E - MATERIAIS ELETRICOS,EL - SINALIZACAO E SEGURANCA,1,0,39,30713.865000,46.000000,0.000000,0.000000,0.000000,667.692717,,,,0.000000,,,0.000000,0.006365
REDE_COMPLETA,F - FERRAMENTAS,FF - ACESSORIOS PARA ACABAMENTO,1,0,694,21375.900000,835.000000,0.000000,0.000000,0.000000,25.599880,,,,0.000000,,,0.000000,0.004430
REDE_COMPLETA,M - MAQUINAS E MOTORES,MD - COMPRESSORES,1,0,5,19990.635000,5.000000,0.000000,0.000000,0.000000,3998.127000,,,,0.000000,,,0.000000,0.004143
REDE_COMPLETA,E - MATERIAIS ELETRICOS,EG - PLUGS E EXTENSOES ELETRICAS,2,0,663,17223.780000,890.000000,0.000000,0.000000,0.000000,19.352562,,,,0.000000,,,0.000000,0.003570
REDE_COMPLETA,F - FERRAMENTAS,FG - CORTE ELETRICO,1,0,20,14593.897500,22.000000,0.000000,0.000000,0.000000,663.358977,,,,0.000000,,,0.000000,0.003025
REDE_COMPLETA,A - AUTOMOTIVO,"AN - ASSENTOS, CADEIRAS E ENCOSTOS",1,0,37,13900.740000,44.000000,0.000000,0.000000,0.000000,315.925909,,,,0.000000,,,0.000000,0.002881
REDE_COMPLETA,Y - EPI,YC - PROTECAO PARA O CORPO,1,0,195,12681.595500,357.000000,0.000000,0.000000,0.000000,35.522676,,,,0.000000,,,0.000000,0.002628
REDE_COMPLETA,"L - INFANTIL, LAZER E PETS",LB - ALIMENTACAO,1,0,167,12462.964500,193.000000,0.000000,0.000000,0.000000,64.574946,,,,0.000000,,,0.000000,0.002583
REDE_COMPLETA,J - JARDINAGEM,JB - IRRIGACAO,2,0,452,10868.865000,577.000000,0.000000,0.000000,0.000000,18.836854,,,,0.000000,,,0.000000,0.002253
REDE_COMPLETA,"L - INFANTIL, LAZER E PETS",LK - FITNESS,1,0,743,10535.413000,1139.000000,0.000000,0.000000,0.000000,9.249704,,,,0.000000,,,0.000000,0.002183
REDE_COMPLETA,N - INDUSTRIAL E NEGOCIOS,NH - DESCARTAVEIS,1,0,301,8525.349000,346.000000,0.000000,0.000000,0.000000,24.639737,,,,0.000000,,,0.000000,0.001767
REDE_COMPLETA,F - FERRAMENTAS,FJ - FERRAMENTAS MANUAIS,1,0,213,7952.910000,228.000000,0.000000,0.000000,0.000000,34.881184,,,,0.000000,,,0.000000,0.001648
REDE_COMPLETA,"L - INFANTIL, LAZER E PETS",LM - BELEZA,1,0,279,5929.350000,590.000000,0.000000,0.000000,0.000000,10.049746,,,,0.000000,,,0.000000,0.001229
REDE_COMPLETA,T - ARTIGOS DE EPOCA,TH - ESCOLAR,1,0,285,4429.215000,327.000000,0.000000,0.000000,0.000000,13.545000,,,,0.000000,,,0.000000,0.000918
REDE_COMPLETA,R - ELETRONICOS,RE - INFORMATICA,1,0,81,4290.720000,96.000000,0.000000,0.000000,0.000000,44.695000,,,,0.000000,,,0.000000,0.000889
REDE_COMPLETA,Q - BASICOS CONSTRUCAO,QD - TIJOLOS E BLOCOS,1,0,73,4205.134500,252.000000,0.000000,0.000000,0.000000,16.687042,,,,0.000000,,,0.000000,0.000872
REDE_COMPLETA,B - UTILIDADES DOMESTICAS,BI - ACESSORIOS PARA SERVIR - PLASTICOS,2,0,218,3406.431000,315.000000,0.000000,0.000000,0.000000,10.814067,,,,0.000000,,,0.000000,0.000706
REDE_COMPLETA,"G - PORTAS, JANELAS E FECHADURAS",GB - JANELAS,1,0,12,2391.480000,15.000000,0.000000,0.000000,0.000000,159.432000,,,,0.000000,,,0.000000,0.000496
REDE_COMPLETA,A - AUTOMOTIVO,AG - ACESSORIOS AUTOMOTIVOS,1,0,50,2377.515000,57.000000,0.000000,0.000000,0.000000,41.710789,,,,0.000000,,,0.000000,0.000493
REDE_FISICA_SEM_LOJA93,C - PISOS E REVESTIMENTOS,CA - CERAMICOS E PORCELANATOS,315,34,43299,54087458.166994,773244.690000,11532347.365686,195191.160000,5058898.737544,69.948697,59.082324,25.917663,33.164661,6473448.628142,56.132966,2.279616,21.321666,16.428235
REDE_FISICA_SEM_LOJA93,D - ELETROS,DA - AR E VENTILACAO,123,13,25395,48878287.874184,84151.000000,7397472.895403,7452.000000,4149948.143000,580.840250,992.682890,556.890518,435.792371,3247524.752403,43.900462,1.782546,15.134476,14.846029
REDE_FISICA_SEM_LOJA93,I - ILUMINACAO,IB - RESIDENCIAL,134,41,47902,13386946.740750,124139.000000,7123586.118250,48020.000000,3550229.765071,107.838365,148.346233,73.932315,74.413918,3573356.353179,50.162324,2.006514,53.212926,4.066079
REDE_FISICA_SEM_LOJA93,I - ILUMINACAO,IA - LAMPADAS,34,13,51104,6312179.198802,288403.000000,4383909.482325,180377.000000,2081707.550000,21.886663,24.304149,11.540870,12.763279,2302201.932325,52.514814,2.105920,69.451601,1.917227
REDE_FISICA_SEM_LOJA93,I - ILUMINACAO,ID - JARDIM,21,17,14730,4085497.519122,86710.000000,4006049.521122,85261.000000,1954823.064639,47.116798,46.985721,22.927517,24.058203,2051226.456483,51.203223,2.049316,98.055365,1.240907
REDE_FISICA_SEM_LOJA93,E - MATERIAIS ELETRICOS,EA - TOMADAS E INTERRUPTORES,43,22,46278,4183192.302961,673558.000000,3461400.827321,638884.000000,1913520.569200,6.210590,5.417886,2.995099,2.422788,1547880.258121,44.718319,1.808917,82.745439,1.270580
REDE_FISICA_SEM_LOJA93,E - MATERIAIS ELETRICOS,ED - PROTECAO DE CIRCUITOS ELETRICOS,37,19,46523,4121263.742732,186163.000000,2288300.764183,75604.000000,800062.989600,22.137932,30.266927,10.582284,19.684643,1488237.774583,65.036808,2.860151,55.524250,1.251771
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OA - SALA DE ESTAR E JANTAR,66,6,9861,6299656.748000,19604.000000,2218491.516500,9774.000000,1272916.970600,321.345478,226.978874,130.235008,96.743866,945574.545900,42.622410,1.742841,35.216070,1.913424
REDE_FISICA_SEM_LOJA93,D - ELETROS,DC - ELETRODOMESTICOS PARA COZINHA,50,7,5633,7604414.380000,7592.000000,1301659.726500,1502.000000,707721.713600,1001.635192,866.617661,471.186227,395.431433,593938.012900,45.629284,1.839225,17.117159,2.309724
REDE_FISICA_SEM_LOJA93,D - ELETROS,DB - REFRIGERACAO,46,2,3056,11112532.773280,4674.000000,1172185.449750,368.000000,670191.273600,2377.520919,3185.286548,1821.171939,1364.114609,501994.176150,42.825491,1.749031,10.548319,3.375261
REDE_FISICA_SEM_LOJA93,U - METAIS E ACESSORIOS,UC - ACESSORIOS PARA BANHEIRO,74,1,54058,7191060.723880,171022.000000,628538.345720,31234.000000,373458.691200,42.047577,20.123530,11.956800,8.166730,255079.654520,40.582990,1.683020,8.740551,2.184174
REDE_FISICA_SEM_LOJA93,D - ELETROS,DE - ELETROPORTATEIS PARA COZINHA,30,8,7454,4676748.690465,13995.000000,595241.884157,3237.000000,453597.752000,334.172825,183.886897,140.129055,43.757841,141644.132157,23.796063,1.312268,12.727686,1.420491
REDE_FISICA_SEM_LOJA93,E - MATERIAIS ELETRICOS,"EI - PROGRAMADORES, SENSORES E VARIADORES",2,1,4422,900979.483523,20276.000000,578464.108523,13162.000000,259941.602800,44.435761,43.949560,19.749400,24.200160,318522.505723,55.063486,2.225362,64.203916,0.273659
REDE_FISICA_SEM_LOJA93,E - MATERIAIS ELETRICOS,"EC - CAIXAS, DUTOS E CALHAS ELETRICAS",15,5,13323,885887.304840,120337.000000,435680.621000,57657.000000,184437.268400,7.361720,7.556422,3.198870,4.357552,251243.352600,57.666864,2.362216,49.180140,0.269075
REDE_FISICA_SEM_LOJA93,I - ILUMINACAO,IC - COMERCIAL,16,5,6456,1351400.406471,54624.000000,400764.903000,5284.000000,162553.867095,24.740048,75.844985,30.763412,45.081574,238211.035905,59.439096,2.465428,29.655526,0.410467
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OC - QUARTO,55,3,16408,3258623.725000,25882.000000,346005.870000,219.000000,131926.227000,125.903088,1579.935479,602.402863,977.532616,214079.643000,61.871680,2.622722,10.618160,0.989757
REDE_FISICA_SEM_LOJA93,"L - INFANTIL, LAZER E PETS",LF - MOVEIS INFANTIS,11,9,1552,322148.295000,2030.000000,293280.435000,1869.000000,139274.037800,158.693741,156.918371,74.517944,82.400427,154006.397200,52.511651,2.105780,91.038953,0.097848
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BB - SERVIR - PRESENTES,236,4,86554,5794126.123399,421855.000000,280511.420401,17517.000000,389641.740600,13.734876,16.013668,22.243634,-6.229966,-109130.320199,-38.904056,0.719921,4.841307,1.759877
REDE_FISICA_SEM_LOJA93,D - ELETROS,DD - LAVADORAS E SECADORES,27,1,2028,8432391.807175,3875.000000,267940.837500,67.000000,159460.951400,2176.101112,3999.116978,2380.014200,1619.102778,108479.886100,40.486507,1.680291,3.177519,2.561209
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BJ - JOGOS E CONJUNTOS PARA SERVIR,37,3,12408,3118150.890913,23848.000000,230614.013000,643.000000,261898.429000,130.751044,358.653208,407.307044,-48.653835,-31284.416000,-13.565705,0.880548,7.395858,0.947090
REDE_FISICA_SEM_LOJA93,"K - CAMA, MESA E BANHO",KA - CAMA,123,12,51469,10880317.267031,147642.000000,195688.888500,1100.000000,59550.287800,73.693917,177.898990,54.136625,123.762364,136138.600700,69.568897,3.286112,1.798559,3.304729
REDE_FISICA_SEM_LOJA93,"G - PORTAS, JANELAS E FECHADURAS",GA - PORTAS,18,7,1768,420629.989500,2317.000000,165941.895000,472.000000,71915.640000,181.540781,351.571811,152.363644,199.208167,94026.255000,56.662156,2.307452,39.450800,0.127760
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OD - COZINHA E AREA DE SERVICO,48,2,4144,1878952.827500,7770.000000,128128.875000,215.000000,44503.942800,241.821471,595.948256,206.995083,388.953173,83624.932200,65.266266,2.879045,6.819164,0.570703
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OB - VARANDA E AREA EXTERNA,5,2,888,275444.305500,1239.000000,126815.839500,726.000000,61545.522400,222.311788,174.677465,84.773447,89.904018,65270.317100,51.468584,2.060521,46.040465,0.083662
REDE_FISICA_SEM_LOJA93,D - ELETROS,DF - ELETROPORTATEIS PARA CASA,10,4,2280,737821.547801,6021.000000,108032.074500,577.000000,57617.318800,122.541363,187.230632,99.856705,87.373927,50414.755700,46.666470,1.874993,14.642033,0.224102
REDE_FISICA_SEM_LOJA93,"L - INFANTIL, LAZER E PETS",LH - PRAIA E PISCINA,5,2,1915,301529.000500,3421.000000,97962.427500,563.000000,41724.720000,88.140602,174.000759,74.111403,99.889356,56237.707500,57.407425,2.347827,32.488559,0.091585
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BF - UTENSILIOS PARA PREPARACAO,18,1,9392,436515.852500,13048.000000,49021.350000,1754.000000,21285.491600,33.454618,27.948318,12.135400,15.812918,27735.858400,56.579140,2.303041,11.230142,0.132585
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BK - HIGIENE E LIMPEZA,22,4,14291,984830.707000,25650.000000,37199.851500,3900.000000,16713.369200,38.394959,9.538423,4.285479,5.252944,20486.482300,55.071409,2.225754,3.777284,0.299127
REDE_FISICA_SEM_LOJA93,V - DECORACAO,VA - OBJETOS PARA SALA E QUARTO,36,3,9007,970803.470000,24108.000000,28211.820000,464.000000,10884.673600,40.268934,60.801336,23.458348,37.342988,17327.146400,61.418038,2.591885,2.906028,0.294867
REDE_FISICA_SEM_LOJA93,W - LOUCAS E PIAS,WB - CUBAS E PIAS,50,1,5127,2723950.323500,7120.000000,20145.300000,34.000000,11439.762400,382.577293,592.508824,336.463600,256.045224,8705.537600,43.213740,1.760989,0.739562,0.827358
REDE_FISICA_SEM_LOJA93,T - ARTIGOS DE EPOCA,TC - DECORACAO NATALINA,2,1,417,52868.996250,3367.000000,13975.045000,711.000000,4290.742800,15.702108,19.655478,6.034800,13.620678,9684.302200,69.297109,3.257022,26.433347,0.016058
REDE_FISICA_SEM_LOJA93,R - ELETRONICOS,RA - IMAGEM,23,0,4784,20876436.587516,9186.000000,0.000000,0.000000,0.000000,2272.636249,,,,0.000000,,,0.000000,6.340897
REDE_FISICA_SEM_LOJA93,"K - CAMA, MESA E BANHO",KC - BANHO,215,0,121475,11721404.833806,250499.000000,0.000000,0.000000,0.000000,46.792222,,,,0.000000,,,0.000000,3.560197
REDE_FISICA_SEM_LOJA93,S - TINTAS E QUIMICOS,SB - MASSAS E TEXTURAS,6,0,5757,9961646.793793,146047.000000,0.000000,0.000000,0.000000,68.208500,,,,0.000000,,,0.000000,3.025697
REDE_FISICA_SEM_LOJA93,S - TINTAS E QUIMICOS,SA - TINTAS,43,0,26129,7359856.495425,47219.000000,0.000000,0.000000,0.000000,155.866420,,,,0.000000,,,0.000000,2.235443
REDE_FISICA_SEM_LOJA93,U - METAIS E ACESSORIOS,UA - DUCHAS E CHUVEIROS,34,0,19042,7104438.588284,49775.000000,0.000000,0.000000,0.000000,142.731062,,,,0.000000,,,0.000000,2.157864
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BA - COZINHAR,57,0,25550,6684006.389472,49573.000000,0.000000,0.000000,0.000000,134.831590,,,,0.000000,,,0.000000,2.030164
REDE_FISICA_SEM_LOJA93,F - FERRAMENTAS,"FA - GOLPE, PERFURACAO E FIXACAO ELETRICA",9,0,4863,5439373.110500,8042.000000,0.000000,0.000000,0.000000,676.370693,,,,0.000000,,,0.000000,1.652126
REDE_FISICA_SEM_LOJA93,U - METAIS E ACESSORIOS,"UB - TORNEIRAS, BICAS E MISTURADORES",22,0,11636,5397893.774177,38570.000000,0.000000,0.000000,0.000000,139.950578,,,,0.000000,,,0.000000,1.639527
REDE_FISICA_SEM_LOJA93,V - DECORACAO,VF - CORTINAS,60,0,20534,5211270.258568,37595.000000,0.000000,0.000000,0.000000,138.616046,,,,0.000000,,,0.000000,1.582843
REDE_FISICA_SEM_LOJA93,"G - PORTAS, JANELAS E FECHADURAS",GC - FECHADURAS,20,0,11700,4819903.167750,29645.000000,0.000000,0.000000,0.000000,162.587390,,,,0.000000,,,0.000000,1.463972
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BD - ORGANIZAR,66,0,48549,2972745.172875,100744.000000,0.000000,0.000000,0.000000,29.507913,,,,0.000000,,,0.000000,0.902926
REDE_FISICA_SEM_LOJA93,M - MAQUINAS E MOTORES,MF - AGRICOLAS E JARDINAGEM,7,0,1193,2426428.525500,1416.000000,0.000000,0.000000,0.000000,1713.579467,,,,0.000000,,,0.000000,0.736990
REDE_FISICA_SEM_LOJA93,N - INDUSTRIAL E NEGOCIOS,NB - REFRIGERACAO E CONSERVACAO INDUSTRIAL,25,0,760,1984128.121500,921.000000,0.000000,0.000000,0.000000,2154.319350,,,,0.000000,,,0.000000,0.602648
REDE_FISICA_SEM_LOJA93,W - LOUCAS E PIAS,WA - BACIAS E CAIXAS,34,0,4134,1828423.037000,5662.000000,0.000000,0.000000,0.000000,322.928830,,,,0.000000,,,0.000000,0.555355
REDE_FISICA_SEM_LOJA93,F - FERRAMENTAS,FD - ACABAMENTO ELETRICO,6,0,3074,1505274.844250,5341.000000,0.000000,0.000000,0.000000,281.833897,,,,0.000000,,,0.000000,0.457204
REDE_FISICA_SEM_LOJA93,V - DECORACAO,VG - TAPETES,28,0,14421,1303505.709773,39651.000000,0.000000,0.000000,0.000000,32.874473,,,,0.000000,,,0.000000,0.395920
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OE - BANHEIRO,8,0,1723,1153251.844500,1907.000000,0.000000,0.000000,0.000000,604.746641,,,,0.000000,,,0.000000,0.350283
REDE_FISICA_SEM_LOJA93,N - INDUSTRIAL E NEGOCIOS,NA - COZINHA INDUSTRIAL,26,0,861,1146113.650500,947.000000,0.000000,0.000000,0.000000,1210.257287,,,,0.000000,,,0.000000,0.348114
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BL - LAVANDERIA,9,0,9831,1094158.956583,20593.000000,0.000000,0.000000,0.000000,53.132567,,,,0.000000,,,0.000000,0.332334
REDE_FISICA_SEM_LOJA93,E - MATERIAIS ELETRICOS,EK - PROTECAO DE EQUIPAMENTOS ELETRICOS,3,0,4693,853744.242156,24328.000000,0.000000,0.000000,0.000000,35.093071,,,,0.000000,,,0.000000,0.259312
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OF - ESCRITORIO,11,0,1693,784056.602000,1966.000000,0.000000,0.000000,0.000000,398.808038,,,,0.000000,,,0.000000,0.238145
REDE_FISICA_SEM_LOJA93,S - TINTAS E QUIMICOS,SC - ADERENTES E VEDADORES,10,0,8828,750562.916750,18915.000000,0.000000,0.000000,0.000000,39.680831,,,,0.000000,,,0.000000,0.227972
REDE_FISICA_SEM_LOJA93,A - AUTOMOTIVO,AD - LUBRIFICANTES E ADITIVOS,4,0,3005,737055.500250,15873.000000,0.000000,0.000000,0.000000,46.434543,,,,0.000000,,,0.000000,0.223869
REDE_FISICA_SEM_LOJA93,Q - BASICOS CONSTRUCAO,QJ - SUPORTES,18,0,10728,669063.582250,49714.000000,0.000000,0.000000,0.000000,13.458253,,,,0.000000,,,0.000000,0.203218
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BE - ARMAZENAR,29,0,11678,667022.994858,22564.000000,0.000000,0.000000,0.000000,29.561381,,,,0.000000,,,0.000000,0.202598
REDE_FISICA_SEM_LOJA93,N - INDUSTRIAL E NEGOCIOS,NC - PROCESSADORES INDUSTRIAIS,13,0,629,658228.620000,676.000000,0.000000,0.000000,0.000000,973.710976,,,,0.000000,,,0.000000,0.199927
REDE_FISICA_SEM_LOJA93,"K - CAMA, MESA E BANHO",KB - MESA,20,0,12183,610560.076750,42088.000000,0.000000,0.000000,0.000000,14.506750,,,,0.000000,,,0.000000,0.185448
REDE_FISICA_SEM_LOJA93,S - TINTAS E QUIMICOS,SF - SELADORES E VERNIZES,1,0,1258,578857.562500,2433.000000,0.000000,0.000000,0.000000,237.919261,,,,0.000000,,,0.000000,0.175819
REDE_FISICA_SEM_LOJA93,C - PISOS E REVESTIMENTOS,CB - NAO CERAMICOS,10,0,622,556203.298980,5844.920000,0.000000,0.000000,0.000000,95.160122,,,,0.000000,,,0.000000,0.168938
REDE_FISICA_SEM_LOJA93,M - MAQUINAS E MOTORES,MJ - MARCENARIA,2,0,271,540657.904500,284.000000,0.000000,0.000000,0.000000,1903.725016,,,,0.000000,,,0.000000,0.164217
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BH - ACESSORIOS PARA SERVIR - PRESENTES,31,0,11891,512074.671850,25539.000000,0.000000,0.000000,0.000000,20.050694,,,,0.000000,,,0.000000,0.155535
REDE_FISICA_SEM_LOJA93,V - DECORACAO,VC - OBJETOS PARA JARDIM,3,0,1395,421659.241500,2587.000000,0.000000,0.000000,0.000000,162.991589,,,,0.000000,,,0.000000,0.128073
REDE_FISICA_SEM_LOJA93,U - METAIS E ACESSORIOS,UD - REGISTROS E VALVULAS,9,0,5369,372643.200000,11110.000000,0.000000,0.000000,0.000000,33.541242,,,,0.000000,,,0.000000,0.113185
REDE_FISICA_SEM_LOJA93,U - METAIS E ACESSORIOS,UE - BASES E ACABAMENTOS,3,0,2011,295360.432500,4541.000000,0.000000,0.000000,0.000000,65.043037,,,,0.000000,,,0.000000,0.089711
REDE_FISICA_SEM_LOJA93,N - INDUSTRIAL E NEGOCIOS,NE - LIMPEZA E MANUTENCAO,5,0,5486,283516.394000,12784.000000,0.000000,0.000000,0.000000,22.177440,,,,0.000000,,,0.000000,0.086114
REDE_FISICA_SEM_LOJA93,A - AUTOMOTIVO,AA - PNEUS,3,0,166,274737.424500,342.000000,0.000000,0.000000,0.000000,803.325803,,,,0.000000,,,0.000000,0.083447
REDE_FISICA_SEM_LOJA93,M - MAQUINAS E MOTORES,ME - LIMPEZA,5,0,257,244032.978000,303.000000,0.000000,0.000000,0.000000,805.389366,,,,0.000000,,,0.000000,0.074121
REDE_FISICA_SEM_LOJA93,H - TUBOS E CONEXOES,HE - RALOS E GRELHAS,8,0,2945,242085.851000,6822.000000,0.000000,0.000000,0.000000,35.486053,,,,0.000000,,,0.000000,0.073530
REDE_FISICA_SEM_LOJA93,S - TINTAS E QUIMICOS,SE - IMPERMEABILIZANTES,4,0,749,211221.129000,947.000000,0.000000,0.000000,0.000000,223.042375,,,,0.000000,,,0.000000,0.064155
REDE_FISICA_SEM_LOJA93,E - MATERIAIS ELETRICOS,EO - INSTRUMENTOS DE MEDICAO ELETRICA,2,0,4288,205258.607750,7205.000000,0.000000,0.000000,0.000000,28.488356,,,,0.000000,,,0.000000,0.062344
REDE_FISICA_SEM_LOJA93,M - MAQUINAS E MOTORES,MA - BOMBAS E FILTROS,4,0,423,189359.331000,498.000000,0.000000,0.000000,0.000000,380.239620,,,,0.000000,,,0.000000,0.057515
REDE_FISICA_SEM_LOJA93,I - ILUMINACAO,IE - ACESSORIOS E COMPONENTES,8,0,1271,185192.285250,2494.000000,0.000000,0.000000,0.000000,74.255126,,,,0.000000,,,0.000000,0.056249
REDE_FISICA_SEM_LOJA93,R - ELETRONICOS,RC - SOM,2,0,90,162392.401500,98.000000,0.000000,0.000000,0.000000,1657.065321,,,,0.000000,,,0.000000,0.049324
REDE_FISICA_SEM_LOJA93,H - TUBOS E CONEXOES,HA - TUBOS E CONEXOES,15,0,4064,160786.255000,11086.000000,0.000000,0.000000,0.000000,14.503541,,,,0.000000,,,0.000000,0.048836
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BC - SERVIR - PLASTICOS,15,0,6033,159692.212750,13788.000000,0.000000,0.000000,0.000000,11.581971,,,,0.000000,,,0.000000,0.048504
REDE_FISICA_SEM_LOJA93,M - MAQUINAS E MOTORES,MI - CONSTRUCAO CIVIL,1,0,39,142033.080000,46.000000,0.000000,0.000000,0.000000,3087.675652,,,,0.000000,,,0.000000,0.043140
REDE_FISICA_SEM_LOJA93,J - JARDINAGEM,JE - DECORACAO,1,0,1486,136788.995000,2781.000000,0.000000,0.000000,0.000000,49.186981,,,,0.000000,,,0.000000,0.041548
REDE_FISICA_SEM_LOJA93,W - LOUCAS E PIAS,WC - TANQUES,4,0,284,135548.595000,291.000000,0.000000,0.000000,0.000000,465.802732,,,,0.000000,,,0.000000,0.041171
REDE_FISICA_SEM_LOJA93,A - AUTOMOTIVO,AC - MANUTENCAO E LIMPEZA,4,0,4535,134474.060000,7002.000000,0.000000,0.000000,0.000000,19.205093,,,,0.000000,,,0.000000,0.040844
REDE_FISICA_SEM_LOJA93,E - MATERIAIS ELETRICOS,"EB - FIOS, CABOS E CONECTORES",6,0,3653,134134.994000,21816.000000,0.000000,0.000000,0.000000,6.148469,,,,0.000000,,,0.000000,0.040741
REDE_FISICA_SEM_LOJA93,T - ARTIGOS DE EPOCA,TA - ILUMINACAO NATALINA,1,0,289,122798.564167,2513.000000,0.000000,0.000000,0.000000,48.865326,,,,0.000000,,,0.000000,0.037298
REDE_FISICA_SEM_LOJA93,"L - INFANTIL, LAZER E PETS",LA - BRINQUEDOS,7,0,2314,104810.779500,3286.000000,0.000000,0.000000,0.000000,31.896159,,,,0.000000,,,0.000000,0.031835
REDE_FISICA_SEM_LOJA93,N - INDUSTRIAL E NEGOCIOS,ND - PESO E AFERICAO,2,0,68,101251.395000,71.000000,0.000000,0.000000,0.000000,1426.075986,,,,0.000000,,,0.000000,0.030754
REDE_FISICA_SEM_LOJA93,R - ELETRONICOS,RG - SEGURANCA,2,0,243,88881.730000,390.000000,0.000000,0.000000,0.000000,227.901872,,,,0.000000,,,0.000000,0.026996
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BG - ACESSORIOS PARA PREPARACAO,7,0,2650,87083.580500,4353.000000,0.000000,0.000000,0.000000,20.005417,,,,0.000000,,,0.000000,0.026450
REDE_FISICA_SEM_LOJA93,Q - BASICOS CONSTRUCAO,QI - FIXACAO,3,0,1356,85191.855000,2764.000000,0.000000,0.000000,0.000000,30.821945,,,,0.000000,,,0.000000,0.025876
REDE_FISICA_SEM_LOJA93,Y - EPI,YE - PROTECAO RESPIRATORIA,1,0,1622,73582.103000,5296.000000,0.000000,0.000000,0.000000,13.893902,,,,0.000000,,,0.000000,0.022349
REDE_FISICA_SEM_LOJA93,"L - INFANTIL, LAZER E PETS",LE - ENXOVAL,1,0,682,70573.492500,1048.000000,0.000000,0.000000,0.000000,67.341119,,,,0.000000,,,0.000000,0.021436
REDE_FISICA_SEM_LOJA93,A - AUTOMOTIVO,AB - BATERIAS E CARREGADORES,1,0,108,67676.658000,122.000000,0.000000,0.000000,0.000000,554.726705,,,,0.000000,,,0.000000,0.020556
REDE_FISICA_SEM_LOJA93,M - MAQUINAS E MOTORES,MH - SOLDAGEM,1,0,75,61396.555500,79.000000,0.000000,0.000000,0.000000,777.171589,,,,0.000000,,,0.000000,0.018648
REDE_FISICA_SEM_LOJA93,A - AUTOMOTIVO,AP - VULCANIZADORES,1,0,94,58614.675000,101.000000,0.000000,0.000000,0.000000,580.343317,,,,0.000000,,,0.000000,0.017803
REDE_FISICA_SEM_LOJA93,H - TUBOS E CONEXOES,HB - CALHAS E ACESSORIOS,2,0,695,56218.501500,1105.000000,0.000000,0.000000,0.000000,50.876472,,,,0.000000,,,0.000000,0.017076
REDE_FISICA_SEM_LOJA93,J - JARDINAGEM,JA - PLANTAR,4,0,1105,51638.853000,1414.000000,0.000000,0.000000,0.000000,36.519698,,,,0.000000,,,0.000000,0.015685
