UNIVERSO,CODIGO,EMBALAGEM,DESCRICAO,NIVEL_1,LOJAS,RECEITA,PRECO_ARM_MEDIO,PRECO_ARM_MEDIANA,PRECO_ARM_DESVPAD,PRECO_ARM_MIN,PRECO_ARM_MAX,CV_PRECO,AMPLITUDE_PCT,FLAG_DISPERSAO_ALTA
REDE_COMPLETA,460689,0,CAMA CONJUGADA OURO      138X188X064,O - MOVEIS,11,1878231.045833,789.143101,810.686471,130.219580,485.940959,953.001000,0.165014,59.185722,0
REDE_COMPLETA,480820,0,COND.SPLIT 12000 COND.S3UW12 Q/F 190,D - ELETROS,6,187758.371500,2294.908216,2120.070649,378.278357,1976.961000,2777.145000,0.164834,34.867800,0
REDE_COMPLETA,435968,0,CORTINA 360X250 PRATIKA PARTENON  BR,V - DECORACAO,9,57479.110500,380.492535,366.765000,62.691206,297.458152,460.950000,0.164763,42.968477,0
REDE_COMPLETA,35628,0,GRELHA PLS QUADRADA ESGOTO 10CM   CR,H - TUBOS E CONEXOES,9,17399.550000,13.620402,13.685959,2.242719,9.476923,16.294091,0.164659,50.051150,0
REDE_COMPLETA,458438,0,COND.SPLIT 9000 EVAP.VUFI09      125,D - ELETROS,10,70197.204000,712.267786,674.241400,117.057701,583.051452,1020.261667,0.164345,61.382843,0
REDE_COMPLETA,454299,0,COND.SPLIT 12000 EVAP.S4NQ12 INV.115,D - ELETROS,5,8694.420000,1019.830000,1047.795000,167.530022,761.915000,1218.000000,0.164272,44.721669,0
REDE_COMPLETA,462419,0,DISPOSIT.SURTO ELET.2P+T 4X2 20A  PT,E - MATERIAIS ELETRICOS,5,6790.560000,28.855084,26.584091,4.736812,23.495000,33.972273,0.164159,36.309971,0
REDE_COMPLETA,458458,0,TRILHO LED KIT 3 SPOT AM  6W PT MBIV,I - ILUMINACAO,9,124178.460000,144.490110,137.162244,23.710141,110.265000,187.280211,0.164095,53.301372,0
REDE_COMPLETA,464517,0,CUBA LOC.APOIO C/MESA D3  MATE BLACK,W - LOUCAS E PIAS,8,41898.360000,716.852188,759.140000,117.539800,485.310000,813.120000,0.163967,45.729093,0
REDE_COMPLETA,441072,0,"CER.A 10X10 BON.AC HD10080 P4 1,44M2",C - PISOS E REVESTIMENTOS,8,76850.030880,70.635437,72.948843,11.557736,52.196900,84.166678,0.163625,45.260254,0
REDE_COMPLETA,447055,0,SPOT EMB. PLS  PAR20  2L BR  RECUADO,I - ILUMINACAO,8,65635.815000,114.841008,113.738630,18.787197,93.458174,143.493000,0.163593,43.568780,0
REDE_COMPLETA,480678,0,REFRIG. 2P 411L FF RT42DG66  PT MBIV,D - ELETROS,7,699021.368063,3949.422855,3737.895000,645.802091,3148.950000,5202.172500,0.163518,51.987913,0
REDE_COMPLETA,386111,0,PAINEL LED EMB/SOB 12W BR QD.BR MBIV,I - ILUMINACAO,5,7348.320000,48.803625,49.595000,7.972444,40.320000,58.148125,0.163358,36.530329,0
REDE_COMPLETA,446662,0,"REVEST.A 30X90 TREVI ORO AC   1,62M2",C - PISOS E REVESTIMENTOS,10,97396.470360,106.274917,103.697364,17.310712,78.645000,139.265000,0.162886,57.040741,0
REDE_COMPLETA,473557,0,"PORCEL.A 60X60 ESM.CEMENT.ACQU2,20M2",C - PISOS E REVESTIMENTOS,2,33519.948000,93.225741,93.225741,15.166393,82.501481,103.950000,0.162685,23.007078,0
REDE_COMPLETA,425815,0,COND.SPLIT  9000 COND. 38TFCA09S5 81,D - ELETROS,6,13070.421000,1210.407188,1197.897750,196.728125,978.812625,1443.645000,0.162531,38.402975,0
REDE_COMPLETA,481706,0,TV LED 55 UHD SMT 4K  QLED QN55LS03D,R - ELETRONICOS,8,240426.427500,3511.831862,3234.501375,570.492705,3096.450000,4609.011167,0.162449,43.070432,0
REDE_COMPLETA,465826,0,"LIQUID.INDL 2,0L BAIXA ROT.LS02 MBIV",N - INDUSTRIAL E NEGOCIOS,5,35751.765000,1264.709833,1326.395000,205.184810,1049.895000,1496.722500,0.162239,35.330436,0
REDE_COMPLETA,429046,0,"PORCEL.A 58X58 EBR.BRISTOL BR 1,68M2",C - PISOS E REVESTIMENTOS,9,83308.428000,54.669034,52.628333,8.865942,43.708636,73.395000,0.162175,54.301972,0
REDE_COMPLETA,395171,0,"REVEST.A 33,5X60 FORMA FEND.BR2,21M2",C - PISOS E REVESTIMENTOS,8,65192.567895,56.944192,57.368729,9.219302,40.367250,70.656895,0.161901,53.191807,0
REDE_COMPLETA,456650,0,COND.SPLIT 12000 EVAP.S4NW12 QF  116,D - ELETROS,11,830417.265300,1643.068809,1574.065500,265.828387,1354.395000,2277.450000,0.161788,56.178718,0
REDE_COMPLETA,373769,0,"REVEST.A 10X20 ARPEGE BLANC   0,15M2",C - PISOS E REVESTIMENTOS,3,7277.492250,239.141000,226.023000,38.465880,208.950000,282.450000,0.160850,30.735006,0
REDE_COMPLETA,167039,0,ESTUFA  4 BAND SP VC         W4 M220,N - INDUSTRIAL E NEGOCIOS,9,46407.480000,507.427855,522.357500,81.451163,313.950000,583.453043,0.160518,53.111598,0
REDE_COMPLETA,452589,0,"PORCEL.A 120X120 ESM.CEMEN.GRI2,88M2",C - PISOS E REVESTIMENTOS,6,125078.990400,133.510894,140.858642,21.355830,90.195000,145.950000,0.159956,41.760637,0
REDE_COMPLETA,472627,0,PAINEL TV 1.80 WALL LIMIT     OFF/NT,O - MOVEIS,10,47886.825000,546.305258,498.184167,87.251820,472.080000,670.845000,0.159713,36.383505,0
REDE_COMPLETA,422998,0,DUCHA IDEALE 4T   6800W C/B     M220,U - METAIS E ACESSORIOS,8,54920.670000,79.756574,82.755877,12.736509,52.442727,96.769615,0.159692,55.577723,0
REDE_COMPLETA,418901,0,"PORCEL.A 59X59 ESM. SONAR CAM.1,39M2",C - PISOS E REVESTIMENTOS,5,36862.737450,103.906092,101.957283,16.557935,82.116848,128.666330,0.159355,44.799570,0
REDE_COMPLETA,428840,0,"CER.GRES A 20X20 SELVA MATTE  1,18M2",C - PISOS E REVESTIMENTOS,4,11134.645200,149.598750,147.997500,23.827579,124.950000,177.450000,0.159277,35.093876,0
REDE_COMPLETA,393065,0,PLACA CX.ELET.PLS CEGA   3/4 PLASTI.,E - MATERIAIS ELETRICOS,9,43716.072500,4.081361,4.301786,0.649589,2.633879,4.651023,0.159160,49.423298,0
REDE_COMPLETA,462740,0,COOKTOP 1B GAS FG0101FVP     PT MBIV,D - ELETROS,8,15935.325000,411.760781,407.053500,65.164905,355.845000,550.698750,0.158259,47.322076,0
REDE_COMPLETA,445880,0,LUMI.BALIZ.SOLAR ESPETO  3W AM 18614,I - ILUMINACAO,9,93612.645000,23.664741,25.338199,3.729495,19.394493,28.239396,0.157597,37.375870,0
REDE_COMPLETA,333959,0,VALV.LAVAT.CUBA E BIDE LUXO  GL 1601,U - METAIS E ACESSORIOS,9,28358.190000,269.538663,276.486000,42.452684,192.065417,318.045000,0.157501,46.738966,0
REDE_COMPLETA,479557,0,"PORCEL.A 26X106 ESM.AVE.CR SAT2,00M2",C - PISOS E REVESTIMENTOS,8,162040.809000,93.231558,97.178986,14.663343,64.275000,109.156624,0.157279,48.139948,0
REDE_COMPLETA,448451,0,"REVEST.A 35X58 RVE35910       2,00M2",C - PISOS E REVESTIMENTOS,8,47266.233000,31.789295,33.905570,4.996525,20.895000,36.722301,0.157176,49.788146,0
REDE_COMPLETA,429475,0,INT.INTERM.CJ.1I  10A   LGX020IN POP,E - MATERIAIS ELETRICOS,8,6748.140000,34.823832,31.962568,5.471359,28.245000,41.982500,0.157115,39.448559,0
REDE_COMPLETA,462743,0,COOKTOP GRELHA ELET. CK00002 IX MBIV,D - ELETROS,8,58894.500000,1548.853409,1472.529545,242.893642,1363.950000,2130.450000,0.156822,49.488221,0
REDE_COMPLETA,467962,0,COND.SPLIT 9000 EVAP.42AGVC  INV.157,D - ELETROS,11,892462.137468,1030.558047,1042.693750,161.006348,767.445000,1282.611750,0.156232,49.989106,0
REDE_COMPLETA,422084,0,"REVEST.A 37X74 MP37240     RT 1,92M2",C - PISOS E REVESTIMENTOS,7,43821.288000,54.478878,54.315000,8.503378,39.889500,64.005577,0.156086,44.266838,0
REDE_COMPLETA,451644,0,MESA 0.90X0.90 CJ/04 CAD.     CS/OFF,O - MOVEIS,5,15451.590000,1087.684500,1154.895000,169.737706,872.760000,1259.895000,0.156054,35.592582,0
REDE_COMPLETA,304667,0,PAPELEIRA               POLO CR 2020,U - METAIS E ACESSORIOS,8,86856.105000,622.801199,666.483840,97.148062,456.120000,698.355000,0.155986,38.894434,0
REDE_COMPLETA,350311,0,"LAMP.LED  BULBO     6,5W BR E27 MBIV",I - ILUMINACAO,6,16092.720000,8.057248,7.762934,1.256754,6.446087,9.907500,0.155978,42.960238,0
REDE_COMPLETA,215356,0,INT.PAR.MOD 1M S/TAMPA SL40030FLIG,E - MATERIAIS ELETRICOS,6,53157.405000,38.872432,38.973795,6.050935,30.345000,46.331424,0.155661,41.125350,0
REDE_COMPLETA,274457,0,FRITADOR 1 CESTO ELETR.   FE10N M220,N - INDUSTRIAL E NEGOCIOS,6,18558.330000,1054.267667,1020.050500,164.067569,892.080000,1311.450000,0.155622,39.778323,0
REDE_COMPLETA,463590,0,ARMARIO AEREO 0.70          BR 500689,O - MOVEIS,5,17899.455000,643.428333,615.895000,100.118083,535.395000,797.895000,0.155601,40.797084,0
REDE_COMPLETA,304374,0,CABIDE CR C33             POLO  2060,U - METAIS E ACESSORIOS,9,45078.915000,343.993636,345.450000,53.435927,228.246000,407.015000,0.155340,51.968694,0
REDE_COMPLETA,419435,0,ARAND.LED PLS.   BR 3W QD   AM 18547,I - ILUMINACAO,9,218175.125000,59.135187,59.041354,9.133967,48.780577,74.024459,0.154459,42.688429,0
REDE_COMPLETA,333503,0,"PORCEL.A 83X83 ESM.CALACA.SATI2,10M2",C - PISOS E REVESTIMENTOS,7,62417.221650,83.870620,91.955525,12.952251,62.595000,96.180000,0.154431,40.043820,0
REDE_COMPLETA,387056,0,"CER.A 60X60 NEW TEC        P4 2,50M2",C - PISOS E REVESTIMENTOS,7,38224.725000,35.659847,37.455000,5.505165,24.045000,40.097542,0.154380,45.015735,0
REDE_COMPLETA,488473,0,RACK TV 1.40X0.58 PALADIO         BR,O - MOVEIS,11,76092.135000,500.184104,545.895000,77.217442,346.957500,545.895000,0.154378,39.772855,0
REDE_COMPLETA,445881,0,LUMI.BALIZ.SOLAR ESPETO  3W VD 18615,I - ILUMINACAO,9,97208.685000,23.697779,25.219825,3.657562,19.353258,29.077759,0.154342,41.035494,0
REDE_COMPLETA,117787,0,DUCHA JET SET 4T 6800W BR40150  M220,U - METAIS E ACESSORIOS,9,17222.835000,190.806343,194.220000,29.383233,136.395000,224.025000,0.153995,45.926146,0
REDE_COMPLETA,393104,0,"REVEST.A 10X20 PARIS LILAC    0,37M2",C - PISOS E REVESTIMENTOS,5,12008.573850,107.327402,104.159509,16.517641,92.137500,135.450000,0.153900,40.355491,0
REDE_COMPLETA,426373,0,COND.SPLIT  9000 COND.HEFE09B     87,D - ELETROS,3,8335.215000,985.705000,976.395000,151.624520,838.950000,1141.770000,0.153823,30.721159,0
REDE_COMPLETA,347466,0,FORNO INDL. GAS ROMA      IX FIRIV80,N - INDUSTRIAL E NEGOCIOS,8,48160.245000,2166.661875,2168.145000,333.163894,1679.895000,2714.145000,0.153768,47.734721,0
REDE_COMPLETA,465819,0,TV LED 65 HDR SMT 8K NEO QLED QN65QN,R - ELETRONICOS,7,278052.253500,9005.941200,9448.950000,1383.331167,6823.950000,10604.580000,0.153602,41.979288,0
REDE_COMPLETA,167821,0,CUBA LOC.EMB.39X30 OVAL   10119 PR77,W - LOUCAS E PIAS,2,1104.285000,85.657500,85.657500,13.099153,76.395000,94.920000,0.152925,21.626828,0
REDE_COMPLETA,456648,0,BOMBA P/SUCCAO GARRAFAO       DL1205,B - UTILIDADES DOMESTICAS,6,12527.130000,20.101664,20.500278,3.067551,16.695000,23.900172,0.152602,35.843661,0
REDE_COMPLETA,445886,0,LUMI.LED PLS TARTARUGA BR 8W      NE,I - ILUMINACAO,9,44992.395000,29.201639,29.488421,4.451356,22.365000,37.443000,0.152435,51.634089,0
REDE_COMPLETA,426374,0,COND.SPLIT  9000 EVAP.HEFI09B  BR 87,D - ELETROS,2,5187.525000,729.850625,729.850625,111.115643,651.280000,808.421250,0.152244,21.530604,0
REDE_COMPLETA,488492,0,CABECEIRA CASAL COLUMBIA      NT/OFF,O - MOVEIS,5,33849.690000,781.785667,804.895000,118.895436,598.395000,897.015000,0.152082,38.197170,0
REDE_COMPLETA,472885,0,LUSTRE LED 115W AM   MR LP-800M 5916,I - ILUMINACAO,8,105419.464500,2071.222354,2230.948125,314.065967,1627.395000,2349.293625,0.151633,34.853748,0
REDE_COMPLETA,419817,0,TORNEIRA PIA COZ. HYDRAMOTION1167 PT,U - METAIS E ACESSORIOS,9,179905.757356,56.824975,59.564674,8.579324,43.027353,67.066667,0.150978,42.304134,0
REDE_COMPLETA,402994,0,SILICONE ACETICO TR VID/ALUM.   250G,S - TINTAS E QUIMICOS,9,38832.622500,32.843151,31.620266,4.956223,24.770977,41.422500,0.150906,50.700139,0
REDE_COMPLETA,460764,0,ROUPEIRO 2.19 6P/AB/3G           NV,O - MOVEIS,11,331361.310000,1468.166881,1568.672778,221.228474,1001.511000,1732.395000,0.150683,49.782079,0
REDE_COMPLETA,487012,0,TV LED 65 UHD SMT 4K QNED 65QNED80TS,R - ELETRONICOS,7,482282.062500,4812.651624,4816.385664,724.988623,3883.950000,5963.139000,0.150642,43.202566,0
REDE_COMPLETA,428770,0,INT.SPL CJ.2S+1T 10A      LGX113 POP,E - MATERIAIS ELETRICOS,9,107209.305000,28.843116,25.863214,4.343496,23.585806,34.486434,0.150590,37.792823,0
REDE_COMPLETA,427630,0,LUSTRE MAD.  OSLO           VP80-CAF,I - ILUMINACAO,9,56306.985000,426.798704,442.045227,64.084611,356.035909,516.781364,0.150152,37.663061,0
REDE_COMPLETA,330430,0,VITRINE VER 1P 501L REFRIG. VCFVM127,N - INDUSTRIAL E NEGOCIOS,3,47291.370000,5822.460000,5389.020000,873.998562,5249.895000,6828.465000,0.150108,27.111736,0
REDE_COMPLETA,348063,0,BICAMA SOLT.C/AUX.LAIS   BR 60010029,O - MOVEIS,6,46773.405000,709.882008,673.465455,106.434510,591.307500,840.000000,0.149933,35.032935,0
REDE_COMPLETA,440829,0,ABRACAD.PLS ELET.       3/4  TMC  PT,E - MATERIAIS ELETRICOS,9,21366.801750,1.244669,1.306438,0.186470,0.922688,1.428000,0.149815,40.598153,0
REDE_COMPLETA,382868,0,"REVEST.A 34X50 ICONIC GRA.MIX 2,38M2",C - PISOS E REVESTIMENTOS,7,31865.498700,55.237324,59.211923,8.237447,41.895000,62.895000,0.149128,38.017772,0
REDE_COMPLETA,429458,0,TOM.MOD 2P+T 20A         LG03020 POP,E - MATERIAIS ELETRICOS,9,111378.507191,9.958373,9.973340,1.483747,7.768029,12.855652,0.148995,51.088904,0
REDE_COMPLETA,421654,0,PRATO FUNDO CER.20CM  TERRAZZO 92617,B - UTILIDADES DOMESTICAS,4,8416.884000,13.162091,13.591508,1.960171,10.489500,14.975848,0.148925,34.085374,0
REDE_COMPLETA,326263,1,SUPORTE 4X2 3MOD.  BR 850200DUALE UP,E - MATERIAIS ELETRICOS,8,1949.325000,1.727972,1.740638,0.256404,1.381800,2.011800,0.148385,36.458927,0
REDE_COMPLETA,1007,0,CABECEIRA CIRCULAR P/CALHA DIR    BG,H - TUBOS E CONEXOES,2,14310.775500,24.934234,24.934234,3.699255,22.318466,27.550003,0.148360,20.981343,0
REDE_COMPLETA,442253,0,LAV.ROUPA 17KG DIG LEC17     BR M220,D - ELETROS,8,376072.221000,2861.478960,2698.506277,424.112615,2466.922500,3672.033750,0.148214,42.114979,0
REDE_COMPLETA,464518,0,CUBA LOC.APOIO C/MESA D3        BEGE,W - LOUCAS E PIAS,9,60132.555000,741.444518,766.053750,109.828626,465.045000,847.590000,0.148128,51.594555,0
REDE_COMPLETA,460283,0,LAV.ROUPA 17KG BWK17ABANA  BR M220V,D - ELETROS,8,850912.503000,2880.880252,2740.187625,426.314292,2361.450000,3744.580000,0.147981,48.010673,0
REDE_COMPLETA,476282,0,LENCOL JG SOLTE DPL JAMBU       2004,"K - CAMA, MESA E BANHO",7,9988.860000,145.938750,157.395000,21.564541,102.270000,162.645000,0.147764,41.370095,0
REDE_COMPLETA,383718,0,CUBA LOC.APOIO QUA.AMARYLLIS SLIM BR,W - LOUCAS E PIAS,8,20145.300000,574.862094,584.412500,84.925053,459.228000,682.788750,0.147731,38.889458,0
REDE_COMPLETA,405731,0,"REVEST.A 33X62 SPICE FOG.HD RT1,84M2",C - PISOS E REVESTIMENTOS,6,12141.654000,47.949380,47.292115,7.076409,37.724167,59.745000,0.147581,45.925168,0
REDE_COMPLETA,380538,0,VENT.TET.3P LED    CV3 FENIX BR M220,D - ELETROS,10,131094.348000,283.762079,293.812016,41.864595,189.649950,328.839000,0.147534,49.051322,0
REDE_COMPLETA,380255,0,PUXAD.AL.POL. PAR    80CM      PARIS,"G - PORTAS, JANELAS E FECHADURAS",9,9496.620000,229.786407,216.545000,33.459248,204.645000,295.806000,0.145610,39.672059,0
REDE_COMPLETA,419718,0,FORNO MICR.34L 1500W MEO44   BR M220,D - ELETROS,7,304538.241000,875.224538,836.978710,127.362297,755.662600,1150.661750,0.145520,45.131179,0
REDE_COMPLETA,447373,0,BALCAO COZ.1.20 1P/4G      OFW001522,O - MOVEIS,8,41049.645000,1148.427344,1149.902500,167.063890,944.895000,1364.580000,0.145472,36.544323,0
REDE_COMPLETA,462420,0,DISPOSIT.SURTO ELET.2P+T 4X2 20A  BR,E - MATERIAIS ELETRICOS,9,17676.435000,29.272836,27.152143,4.245943,24.990000,34.588388,0.145047,32.789404,0
REDE_COMPLETA,486158,0,TV LED 98 UHD SMT 4K  UN98DU9000GXZD,R - ELETRONICOS,2,202549.830000,18719.435000,18719.435000,2714.491009,16800.000000,20638.870000,0.145009,20.507403,0
REDE_COMPLETA,384901,0,"PORCEL.A 60X60 ESM.CEMENT.GRI.2,15M2",C - PISOS E REVESTIMENTOS,5,5758.182675,48.165017,45.139500,6.983429,41.895000,56.595000,0.144990,30.520077,0
REDE_COMPLETA,297980,0,PORTA-GUARDANAPO 15CM        YK14643,B - UTILIDADES DOMESTICAS,9,12102.321000,55.480022,58.452545,8.042264,47.145000,63.361667,0.144958,29.229741,0
REDE_COMPLETA,253369,0,RESIST.DUCH.SPACE/MART    6400W M220,U - METAIS E ACESSORIOS,9,44020.900000,52.156899,50.032207,7.536925,45.953382,65.437105,0.144505,37.355986,0
REDE_COMPLETA,340105,0,GRELHA PLS RED.ESGO.BR 150    101150,H - TUBOS E CONEXOES,9,5549.355000,16.774344,15.645000,2.417868,15.225000,21.157500,0.144141,35.366510,0
REDE_COMPLETA,472179,0,XICARA CHA CER.200ML C/P      092783,B - UTILIDADES DOMESTICAS,5,15805.536250,13.596277,13.988366,1.954844,10.489500,15.645000,0.143778,37.918467,0
REDE_COMPLETA,462813,0,DISJ.BIPO.C DIN  70A       GII-C070A,E - MATERIAIS ELETRICOS,8,30552.900000,75.380384,71.932500,10.816153,61.845000,89.118077,0.143488,36.180602,0
REDE_COMPLETA,384787,0,"CER.A 60X60 LONDINIA       P4 2,50M2",C - PISOS E REVESTIMENTOS,3,5635.087500,35.354903,36.645000,5.072754,29.761667,39.658043,0.143481,27.991526,0
REDE_COMPLETA,441457,0,PLAFON LED BERLIN     3TONS 20W MBIV,I - ILUMINACAO,7,50192.625000,584.647705,625.346400,83.739234,466.515000,660.345000,0.143230,33.153299,0
REDE_COMPLETA,232092,0,CHAPA CHURRASQUEIRA GAS 100CM   C100,N - INDUSTRIAL E NEGOCIOS,8,55462.785000,1404.572422,1443.172500,200.731554,944.895000,1573.950000,0.142913,44.786227,0
REDE_COMPLETA,440039,0,"PORCEL.A 120X120 EPO.ONIX M.LX2,88M2",C - PISOS E REVESTIMENTOS,8,212289.184800,147.772242,143.875823,21.105210,124.950000,177.450000,0.142823,35.527647,0
REDE_COMPLETA,463736,0,CAPACETE  P/MOT. RAZOR SHA. AZ/VM 60,A - AUTOMOTIVO,9,20878.620000,460.703120,469.513333,65.555030,314.895000,535.395000,0.142293,47.861625,0
REDE_COMPLETA,476281,0,LENCOL JG SOLTE DPL NINHO       2002,"K - CAMA, MESA E BANHO",9,15046.920000,128.530180,127.402500,18.286571,104.895000,158.294063,0.142275,41.545933,0
