UNIVERSO,CODIGO,EMBALAGEM,DESCRICAO,NIVEL_1,LOJAS,RECEITA,PRECO_ARM_MEDIO,PRECO_ARM_MEDIANA,PRECO_ARM_DESVPAD,PRECO_ARM_MIN,PRECO_ARM_MAX,CV_PRECO,AMPLITUDE_PCT,FLAG_DISPERSAO_ALTA
REDE_COMPLETA,336471,0,"REVEST.A 30X90 CRISTALO AC    1,62M2",C - PISOS E REVESTIMENTOS,8,40222.594440,92.089602,99.117664,33.871003,41.895000,131.145000,0.367805,96.916479,1
REDE_COMPLETA,125596,0,CUBA LOC.APOIO 50X38 AGUA 61077 BR01,W - LOUCAS E PIAS,8,14520.135000,717.696656,770.353500,260.570927,438.795000,1175.895000,0.363066,102.703558,1
REDE_COMPLETA,445894,0,SPOT LED TRILHO PT   6W      NE MBIV,I - ILUMINACAO,9,12856.882500,56.442204,51.240000,20.050160,22.575000,92.411667,0.355233,123.731288,1
REDE_COMPLETA,421744,0,PRATO SMES.CER.19CM SICILIANO  92956,B - UTILIDADES DOMESTICAS,9,25085.739000,14.774692,12.876770,5.208272,10.489500,25.022586,0.352513,98.364731,1
REDE_COMPLETA,418899,0,"PORCEL.A 59X59 EPO.PLACE      1,39M2",C - PISOS E REVESTIMENTOS,5,48114.869460,93.664133,110.209934,32.956121,43.995000,119.676357,0.351854,80.800787,1
REDE_COMPLETA,297587,0,"PORCEL.A 82X82 EPO.CALACATA CR2,00M2",C - PISOS E REVESTIMENTOS,4,11369.988000,87.970981,82.071963,30.551730,57.645000,130.095000,0.347293,82.356703,1
REDE_COMPLETA,483727,0,LUSTRE AL.    PP ACN BC QD. 1LP 5914,I - ILUMINACAO,4,10157.490000,213.694750,208.069500,73.629180,150.415000,288.225000,0.344553,64.489184,1
REDE_COMPLETA,201612,0,CX.ACOPL CARRARA CD11F DUA EBANOEB95,W - LOUCAS E PIAS,6,11733.120000,1286.880000,1418.261250,427.665574,528.045000,1648.395000,0.332327,87.059399,1
REDE_COMPLETA,444086,0,TAMPA P/ CAIXA DE AR COND 56X76   BR,D - ELETROS,7,40043.115000,193.295404,171.940263,62.653179,124.950000,280.439250,0.324132,80.441256,1
REDE_COMPLETA,454362,0,LUSTRE LED/MET.        3EM1 25W MBIV,I - ILUMINACAO,4,20115.690000,802.109531,814.724063,255.896695,476.595000,1102.395000,0.319030,78.019270,1
REDE_COMPLETA,434131,0,FILETE A 1X120 BEIGE BR          4UN,C - PISOS E REVESTIMENTOS,7,2976.172500,41.940875,46.987500,13.331538,13.059375,52.237500,0.317865,93.412751,1
REDE_COMPLETA,331737,0,"LAMP.LED VELA CL 4,5W AM E14    MBIV",I - ILUMINACAO,8,8717.824500,47.769629,52.535000,15.155888,11.731125,59.903491,0.317270,100.843081,1
REDE_COMPLETA,432402,0,CANECA CER.280ML DALAS     RS 101416,B - UTILIDADES DOMESTICAS,8,41924.977500,11.755721,10.547750,3.706384,9.749474,20.895000,0.315283,94.809381,1
REDE_COMPLETA,455238,0,COIFA 60CM PRD. TOUCH  60CTS PR M127,D - ELETROS,3,14664.090000,2620.712500,2456.265000,825.885498,1889.422500,3516.450000,0.315138,62.083403,1
REDE_COMPLETA,423042,0,"CER.A 80X80 INFINITA BG BR P5 1,92M2",C - PISOS E REVESTIMENTOS,5,4943.836800,47.185645,52.395000,14.807549,27.195000,62.895000,0.313815,75.658603,1
REDE_COMPLETA,269039,0,CX.ACOPL UNIVER.CD00F DUA.VERDE MV60,W - LOUCAS E PIAS,6,4312.980000,240.340625,261.712500,75.224561,94.395000,294.000000,0.312991,83.050878,1
