UNIVERSO_OPERACIONAL,COD_EMPRESA,CD_CIDADE,CD_ESTADO,CODIGO,DESCRICAO,NIVEL_1,CURVA_ABC_RECEITA,CURVA_ABC_ORIGEM,REPRICING_N_EMBALAGENS,REPRICING_FAIXA,SINAL_MARGEM_AUDITAVEL,SINAL_PRECO_LISTA,FLAG_CUSTO_VALIDO,MARGEM_BRUTA_PCT_COM_CUSTO,FLAG_MARGEM_NEGATIVA,REPRICING_RECEITA,ACAO_PRIMARIA,FAIXA_PRIORIDADE
REDE_FISICA_SEM_LOJA93,1,GARANHUNS,PE,202152,CUBA LOC.APOIO C/MESA Q1  173067PT02,W - LOUCAS E PIAS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,837.900000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,3,SALVADOR,BA,449384,ARMARIO AEREO 0.80 2P OFW3600001598,O - MOVEIS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,835.800000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,1,GARANHUNS,PE,378445,LENCOL SOLTE SPL S/ELAS PRATA BR0001,"K - CAMA, MESA E BANHO",C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,827.085000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,5,ARACAJU,SE,476282,LENCOL JG SOLTE DPL JAMBU       2004,"K - CAMA, MESA E BANHO",C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,1,79.004459,0,818.160000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,2,RECIFE,PE,435656,"REVEST.A 32,5X59 ESTRELA BR AC1,53M2",C - PISOS E REVESTIMENTOS,A,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,807.748200,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,9,SALVADOR,BA,440179,JARRA VID.1.3L                 35637,B - UTILIDADES DOMESTICAS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,806.074500,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,7,NATAL,RN,228382,CUBA LOC.APOIO 44X25 CURVE1 1730BR01,W - LOUCAS E PIAS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,794.640000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,1,GARANHUNS,PE,421800,XICARA CHA CER.C/P TERRAZZO    92619,B - UTILIDADES DOMESTICAS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,792.855000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,3,SALVADOR,BA,437874,"CER.A 15X90 ITATIAIA NAT.MT.RT1,61M2",C - PISOS E REVESTIMENTOS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,792.675450,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,3,SALVADOR,BA,389334,"PORCEL.A 84X84 ESM.QUARTZO AC 1,41M2",C - PISOS E REVESTIMENTOS,B,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,772.080750,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,4,RECIFE,PE,447870,PRATO FUNDO PORC.23CM RUSTICO VD 005,B - UTILIDADES DOMESTICAS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,1,-14.696797,1,736.218000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,5,ARACAJU,SE,356358,ESTUFA 10 BAND DP VC ACL 5810PR M220,N - INDUSTRIAL E NEGOCIOS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,734.989500,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,3,SALVADOR,BA,447379,PANELEIRO 70CM 3P/1G       GRF001523,O - MOVEIS,B,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,734.895000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,7,NATAL,RN,455255,FILTRO GABINETE PLS.   PC41B BR M220,D - ELETROS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,681.450000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,5,ARACAJU,SE,362593,"PORCEL.A 60X60 ESM.PLACE AC   1,44M2",C - PISOS E REVESTIMENTOS,B,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,678.888000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,2,RECIFE,PE,430407,"REVEST.A 30X90 WHITE GROOVE   1,07M2",C - PISOS E REVESTIMENTOS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,649.720050,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,2,RECIFE,PE,354967,"PORCEL.A 60X60 ESM.NORD CEM.RT1,43M2",C - PISOS E REVESTIMENTOS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,635.434800,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,3,SALVADOR,BA,356981,"REVEST.A 30X90 CUBIC BLACK AC 1,62M2",C - PISOS E REVESTIMENTOS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,631.547280,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,2,RECIFE,PE,463738,CAPACETE  P/MOT. RAZOR SHA. PT/VM 56,A - AUTOMOTIVO,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,629.790000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,1,GARANHUNS,PE,466115,LUSTRE LED NE 45W DO    LP-602D 5807,I - ILUMINACAO,B,UNIVERSO_OPERACIONAL,1.000000,ALTA,1,1,1,54.263422,0,587.580000,REPRECIFICAR,ALTA
REDE_FISICA_SEM_LOJA93,7,NATAL,RN,440611,BALANCA ELET. 35KG BAT.DCLB       PT,N - INDUSTRIAL E NEGOCIOS,B,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,566.895000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,9,SALVADOR,BA,371605,P.SABONETE PLS. 400ML     CZ PSB 725,U - METAIS E ACESSORIOS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,556.185000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,6,JOAO PESSOA,PB,201612,CX.ACOPL CARRARA CD11F DUA EBANOEB95,W - LOUCAS E PIAS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,528.045000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,2,RECIFE,PE,480908,COMODA 1.34X0.92 4G               NV,O - MOVEIS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,524.895000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,5,ARACAJU,SE,454057,COMODA 0.90X0.94 5G  BELIZE       BR,O - MOVEIS,B,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,524.895000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,1,GARANHUNS,PE,26818,CUBA LOC.APOIO CILIN.L71   GELO GE17,W - LOUCAS E PIAS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,523.950000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,6,JOAO PESSOA,PB,310728,BACIA SNT.DEBBA           34429 BR01,W - LOUCAS E PIAS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,523.950000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,9,SALVADOR,BA,459029,BUFFET 1.37X1.14 2P LENA      OFF/NT,O - MOVEIS,A,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,523.950000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,6,JOAO PESSOA,PB,419256,"PORCEL.A 59X59 ESM.BETON WH AC1,74M2",C - PISOS E REVESTIMENTOS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,523.070100,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,5,ARACAJU,SE,372519,"AZ PISCINA A 7,5X7,5 AZUL CEU 1,59M2",C - PISOS E REVESTIMENTOS,B,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,500.015250,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,7,NATAL,RN,372519,"AZ PISCINA A 7,5X7,5 AZUL CEU 1,59M2",C - PISOS E REVESTIMENTOS,B,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,499.848300,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,7,NATAL,RN,330064,CUBA LOC.SOB.QUAD.L735          BR17,W - LOUCAS E PIAS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,487.200000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,5,ARACAJU,SE,330064,CUBA LOC.SOB.QUAD.L735          BR17,W - LOUCAS E PIAS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,478.695000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,2,RECIFE,PE,423032,"CER.A 15X90 IBERICA DES.MAT.RT1,61M2",C - PISOS E REVESTIMENTOS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,475.706700,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,6,JOAO PESSOA,PB,441065,"CER.A 10X10 SHUN HD10010   P4 1,44M2",C - PISOS E REVESTIMENTOS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,455.006160,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,7,NATAL,RN,399843,CUBA KIT COMPLETO              Q1 BR,W - LOUCAS E PIAS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,441.945000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,1,GARANHUNS,PE,403664,PANELA ANTIAD.   14       9295304945,B - UTILIDADES DOMESTICAS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,434.910000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,4,RECIFE,PE,456654,COND.SPLIT  9000 EVAP.S4NQ09 INV.118,D - ELETROS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,418.950000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,4,RECIFE,PE,446697,BALCAO COZ. MDF CANTO FRJ/GRF 500341,O - MOVEIS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,418.845000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,4,RECIFE,PE,168090,"REVEST.A 30X90 ANTARTIDA RT   1,07M2",C - PISOS E REVESTIMENTOS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,403.785900,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,7,NATAL,RN,370571,CUBA LOC.APOIO 35CM RED. R1 CASTANHA,W - LOUCAS E PIAS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,392.490000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,92,CABO DE SANTO AGOSTINHO,PE,454313,REFLETOR LED AL.100W         IP65 BR,I - ILUMINACAO,A,UNIVERSO_OPERACIONAL,1.000000,ALTA,1,1,1,43.223418,0,388.290000,PROMOVER,ALTA
REDE_FISICA_SEM_LOJA93,4,RECIFE,PE,440053,"PORCEL.A 60X120 ESM.CONCRETE  2,20M2",C - PISOS E REVESTIMENTOS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,369.138000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,7,NATAL,RN,247072,CUBA LOC.APOIO S/MESA R3 173085 BR01,W - LOUCAS E PIAS,B,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,353.745000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,7,NATAL,RN,388536,PORTA MAD.LISA 080X210WENGUE PREMIUM,"G - PORTAS, JANELAS E FECHADURAS",B,UNIVERSO_OPERACIONAL,1.000000,ALTA,1,1,1,55.797048,0,335.790000,REPRECIFICAR,ALTA
REDE_FISICA_SEM_LOJA93,1,GARANHUNS,PE,430402,"PORCEL.A 60X120NAT.FILO BC TX.1,43M2",C - PISOS E REVESTIMENTOS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,323.873550,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,2,RECIFE,PE,463714,CAPACETE  P/MOT. RAZOR SOL.    PT 56,A - AUTOMOTIVO,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,314.895000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,3,SALVADOR,BA,463717,CAPACETE  P/MOT. RAZOR SOL.    PT 62,A - AUTOMOTIVO,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,314.895000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,3,SALVADOR,BA,463738,CAPACETE  P/MOT. RAZOR SHA. PT/VM 56,A - AUTOMOTIVO,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,314.895000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,5,ARACAJU,SE,463736,CAPACETE  P/MOT. RAZOR SHA. AZ/VM 60,A - AUTOMOTIVO,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,314.895000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,7,NATAL,RN,181513,BACIA P/CX.M.CARLO P808   EB95 EBANO,W - LOUCAS E PIAS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,314.895000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,1,GARANHUNS,PE,445758,PRATO RASO PORC.28CM OSTERIA  116400,B - UTILIDADES DOMESTICAS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,313.950000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,3,SALVADOR,BA,167039,ESTUFA  4 BAND SP VC         W4 M220,N - INDUSTRIAL E NEGOCIOS,B,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,313.950000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,3,SALVADOR,BA,469263,BALCAO COZ.1.20 3P/1G   CAS/OFF 1705,O - MOVEIS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,313.950000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,5,ARACAJU,SE,482634,APARADOR SALA 1.20 DEMADERO      OFF,O - MOVEIS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,313.950000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,5,ARACAJU,SE,309553,PORTA MAD.FRISADA.090X210 IPE    F01,"G - PORTAS, JANELAS E FECHADURAS",C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,1,53.917804,0,312.900000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,9,SALVADOR,BA,446044,"PORCEL.A 120X120 ESM.CARRA.CET2,88M2",C - PISOS E REVESTIMENTOS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,302.097600,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,5,ARACAJU,SE,445737,PRATO RASO PORC.28CM BLACK    003771,B - UTILIDADES DOMESTICAS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,294.525000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,5,ARACAJU,SE,394060,"REVEST.A 32,5X59 CANCUN AC    2,30M2",C - PISOS E REVESTIMENTOS,B,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,289.317000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,6,JOAO PESSOA,PB,269039,CX.ACOPL UNIVER.CD00F DUA.VERDE MV60,W - LOUCAS E PIAS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,283.185000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,1,GARANHUNS,PE,445956,"PORCEL.A 76X76 EPO.BALAN.GREY 1,73M2",C - PISOS E REVESTIMENTOS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,277.379550,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,2,RECIFE,PE,430402,"PORCEL.A 60X120NAT.FILO BC TX.1,43M2",C - PISOS E REVESTIMENTOS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,269.819550,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,1,GARANHUNS,PE,469232,JARRA VID.225ML                26382,B - UTILIDADES DOMESTICAS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,265.408500,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,1,GARANHUNS,PE,382900,"PORCEL.A 58X58 EBR.LILLE CINZA1,68M2",C - PISOS E REVESTIMENTOS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,263.541600,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,1,GARANHUNS,PE,452589,"PORCEL.A 120X120 ESM.CEMEN.GRI2,88M2",C - PISOS E REVESTIMENTOS,A,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,259.761600,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,5,ARACAJU,SE,202150,CUBA LOC.APOIO C/MESA Q6  173068PG59,W - LOUCAS E PIAS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,258.195000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,1,GARANHUNS,PE,371605,P.SABONETE PLS. 400ML     CZ PSB 725,U - METAIS E ACESSORIOS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,257.670000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,1,GARANHUNS,PE,189616,CUBA LOC.APOIO RET. L7300  GELO GE17,W - LOUCAS E PIAS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,257.145000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,4,RECIFE,PE,451452,GARRAFA AGUA VID.1.0L C/T     016161,B - UTILIDADES DOMESTICAS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,230.265000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,5,ARACAJU,SE,430293,ARMARIO AEREO 0.80 2P FRJ/GRF 500340,O - MOVEIS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,229.950000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,6,JOAO PESSOA,PB,423042,"CER.A 80X80 INFINITA BG BR P5 1,92M2",C - PISOS E REVESTIMENTOS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,211.075200,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,2,RECIFE,PE,449384,ARMARIO AEREO 0.80 2P OFW3600001598,O - MOVEIS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,208.950000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,1,GARANHUNS,PE,336471,"REVEST.A 30X90 CRISTALO AC    1,62M2",C - PISOS E REVESTIMENTOS,B,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,203.609700,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,2,RECIFE,PE,347625,"PORCEL.A 60X60 ESM.CRISTAL.BC 2,15M2",C - PISOS E REVESTIMENTOS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,203.107275,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,8,CARUARU,PE,418899,"PORCEL.A 59X59 EPO.PLACE      1,39M2",C - PISOS E REVESTIMENTOS,B,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,183.459150,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,4,RECIFE,PE,428043,MESA LAT.0.60X0.67 MDF        PEROLA,O - MOVEIS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,178.395000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,8,CARUARU,PE,440053,"PORCEL.A 60X120 ESM.CONCRETE  2,20M2",C - PISOS E REVESTIMENTOS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,165.858000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,5,ARACAJU,SE,482628,PAINEL TV 1.20 DEMADERO          OFF,O - MOVEIS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,156.450000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,3,SALVADOR,BA,298479,BACIA SNT.AZALEA PLUS      9130 PG59,W - LOUCAS E PIAS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,136.395000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,5,ARACAJU,SE,79325,"CUBA LOC.EMB.49X32,5 OVAL  7611 PR77",W - LOUCAS E PIAS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,119.490000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,4,RECIFE,PE,445484,CADEIRA FIBRA NADIA               CM,O - MOVEIS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,115.395000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,1,GARANHUNS,PE,459686,"PORCEL.A 90X90 ESM.ELEM.GR SAT2,40M2",C - PISOS E REVESTIMENTOS,A,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,110.628000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,2,RECIFE,PE,419521,POLTRONA POLIP LN GRACE           BR,O - MOVEIS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,104.895000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,3,SALVADOR,BA,445583,TACA VINHO CRIST.350ML 6PC     35323,B - UTILIDADES DOMESTICAS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,104.895000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,8,CARUARU,PE,423042,"CER.A 80X80 INFINITA BG BR P5 1,92M2",C - PISOS E REVESTIMENTOS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,104.428800,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,8,CARUARU,PE,325932,"PORCEL.A 90X90ESM.MONT BLAN.AC1,63M2",C - PISOS E REVESTIMENTOS,B,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,102.518850,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,6,JOAO PESSOA,PB,421741,PRATO SMES.CER.19CM         VM 88337,B - UTILIDADES DOMESTICAS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,96.348000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,5,ARACAJU,SE,450220,CADEIRA FIBRA NADIA               MO,O - MOVEIS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,94.395000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,8,CARUARU,PE,374508,"PORCEL.A 90X90 EPO.MONT BLANC 1,63M2",C - PISOS E REVESTIMENTOS,A,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,81.638550,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,1,GARANHUNS,PE,439421,"REVEST.A 32X60 DAKOTA         2,30M2",C - PISOS E REVESTIMENTOS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,72.208500,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,5,ARACAJU,SE,438788,"REVEST.A 10X20 BRK20130       2,00M2",C - PISOS E REVESTIMENTOS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,69.090000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,7,NATAL,RN,336471,"REVEST.A 30X90 CRISTALO AC    1,62M2",C - PISOS E REVESTIMENTOS,B,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,67.869900,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,2,RECIFE,PE,338835,"PORCEL.A 60X60 ESM.PIETRA SAB.2,15M2",C - PISOS E REVESTIMENTOS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,67.499250,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,1,GARANHUNS,PE,430406,"REVEST.A 30X90 BLACK PARKOUR  1,07M2",C - PISOS E REVESTIMENTOS,B,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,67.297650,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,3,SALVADOR,BA,387056,"CER.A 60X60 NEW TEC        P4 2,50M2",C - PISOS E REVESTIMENTOS,B,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,60.112500,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,2,RECIFE,PE,118126,ASSADEIRA REFRAT.02PC RETANG.   1512,B - UTILIDADES DOMESTICAS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,52.395000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,7,NATAL,RN,399746,MANG.PLS JG CRISTALFLEX JARD.VM  20M,J - JARDINAGEM,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,52.395000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,5,ARACAJU,SE,440692,FRONHA AVULSA PERCAL  50X90 KING CAS,"K - CAMA, MESA E BANHO",C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,52.290000,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,1,GARANHUNS,PE,384780,"CER.A 60X60 CREMA          P4 2,50M2",C - PISOS E REVESTIMENTOS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,52.237500,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,3,SALVADOR,BA,434131,FILETE A 1X120 BEIGE BR          4UN,C - PISOS E REVESTIMENTOS,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,52.237500,REPRECIFICAR,MEDIA
REDE_FISICA_SEM_LOJA93,3,SALVADOR,BA,475224,LAMP.LED RD          36W BR E27 220V,I - ILUMINACAO,C,UNIVERSO_OPERACIONAL,1.000000,ALTA,0,1,0,,0,49.140000,REPRECIFICAR,MEDIA
