UNIVERSO,NIVEL_1,NIVEL_2,PARES_LOJA_PRODUTO,SKUS_DISTINTOS,LOJAS_DISTINTAS,RECEITA_HISTORICA_TOTAL,RECEITA_RUPTURA_CRITICO,RECEITA_EM_RUPTURA,RECEITA_CRITICO,PARES_RUPTURA_CRITICO,PARES_COM_RECEITA_HISTORICA,PARES_SEM_RECEITA_HISTORICA,PARES_DIAS_COBERTURA_FINITO,PARES_DIAS_COBERTURA_INFINITO,DIAS_COBERTURA_MEDIA_FINITA,DIAS_COBERTURA_MEDIANA_FINITA,DIAS_COBERTURA_P25_FINITA,DIAS_COBERTURA_P75_FINITA,ESTOQUE_PROJ_TOTAL,ESTOQUE_PROJ_MEDIANA,VENDA_MEDIA_MES_TOTAL,PARES_EM_RUPTURA,PARES_CRITICO,PARES_ATENCAO,PARES_SAUDAVEL,PARES_STATUS_SEM_VENDA,PCT_PARES_RUPTURA_CRITICO,PCT_PARES_EM_RUPTURA,PCT_PARES_CRITICO,PCT_PARES_DIAS_INFINITO,PCT_PARES_SEM_RECEITA_HISTORICA,PART_RECEITA_RISCO_PCT,PART_RECEITA_UNIVERSO_PCT,PART_RECEITA_RISCO_UNIVERSO_PCT,RECEITA_ETAPA3,TRANSACOES_ETAPA3_LINHAS_VENDA,SKUS_ATIVOS_ETAPA3,PART_RECEITA_ETAPA3_PCT,VAR_RECEITA_2025_VS_2024_ETAPA3_PCT,DIF_RECEITA_VS_ETAPA3,RANK_REPOSICAO
REDE_COMPLETA,N - INDUSTRIAL E NEGOCIOS,NC - PROCESSADORES INDUSTRIAIS,143,13,11,684936.420000,680451.765000,676472.580000,3979.185000,135,92,51,136,7,0.441176,0.000000,0.000000,0.000000,-546.000000,-2.000000,139.053896,134,1,1,0,7,94.405594,93.706294,0.699301,4.895105,35.664336,99.345245,0.141951,0.141022,684936.420000,653,13,0.141951,-17.940314,0.000000,49
REDE_COMPLETA,Q - BASICOS CONSTRUCAO,QJ - SUPORTES,198,18,11,669063.582250,667214.112250,665631.027250,1583.085000,194,161,37,197,1,2.166310,0.000000,0.000000,0.000000,-39799.000000,-98.000000,2912.182883,191,3,0,3,1,97.979798,96.464646,1.515152,0.505051,18.686869,99.723573,0.138662,0.138278,669063.582250,10728,18,0.138662,-5.579785,0.000000,50
REDE_COMPLETA,B - UTILIDADES DOMESTICAS,BE - ARMAZENAR,303,29,11,667022.994858,665380.553358,663431.333358,1949.220000,302,254,49,303,0,0.160059,0.000000,0.000000,0.000000,-20662.000000,-48.000000,2264.448243,301,1,1,0,0,99.669967,99.339934,0.330033,0.000000,16.171617,99.753765,0.138239,0.137898,667022.994858,11678,29,0.138239,-70.513303,0.000000,51
REDE_COMPLETA,S - TINTAS E QUIMICOS,SF - SELADORES E VERNIZES,11,1,11,578857.562500,578857.562500,578857.562500,0.000000,11,9,2,11,0,0.000000,0.000000,0.000000,0.000000,-1864.000000,-90.000000,118.891939,11,0,0,0,0,100.000000,100.000000,0.000000,0.000000,18.181818,100.000000,0.119967,0.119967,578857.562500,1258,1,0.119967,-58.804388,0.000000,52
REDE_COMPLETA,"K - CAMA, MESA E BANHO",KB - MESA,208,20,11,610560.076750,576845.521750,558643.614250,18201.907500,202,177,31,208,0,6.886995,0.000000,0.000000,0.000000,-15064.000000,-28.000000,3294.181570,195,7,1,5,0,97.115385,93.750000,3.365385,0.000000,14.903846,94.478094,0.126537,0.119550,610560.076750,12183,20,0.126537,-82.149573,0.000000,53
REDE_COMPLETA,M - MAQUINAS E MOTORES,MJ - MARCENARIA,22,2,11,540657.904500,540657.904500,540657.904500,0.000000,22,12,10,22,0,0.000000,0.000000,0.000000,0.000000,-280.000000,-3.500000,19.848574,22,0,0,0,0,100.000000,100.000000,0.000000,0.000000,45.454545,100.000000,0.112050,0.112050,540657.904500,271,2,0.112050,33.158890,0.000000,54
REDE_COMPLETA,B - UTILIDADES DOMESTICAS,BH - ACESSORIOS PARA SERVIR - PRESENTES,316,31,11,512074.671850,494070.314850,483587.440350,10482.874500,295,245,71,312,4,11.736061,0.000000,0.000000,0.000000,-20712.000000,-24.000000,2482.686501,284,11,7,10,4,93.354430,89.873418,3.481013,1.265823,22.468354,96.484037,0.106126,0.102395,512074.671850,11891,31,0.106126,-66.088371,0.000000,55
REDE_COMPLETA,C - PISOS E REVESTIMENTOS,CB - NAO CERAMICOS,110,10,11,556203.298980,468061.338780,456945.618780,11115.720000,91,60,50,104,6,23.273201,0.000000,0.000000,0.000000,-3019.920000,0.000000,1034.478968,85,6,6,7,6,82.727273,77.272727,5.454545,5.454545,45.454545,84.152924,0.115272,0.097004,556203.298980,622,10,0.115272,-71.546678,0.000000,56
REDE_COMPLETA,R - ELETRONICOS,RC - SOM,22,2,11,426794.529000,426794.529000,426794.529000,0.000000,22,22,0,22,0,0.000000,0.000000,0.000000,0.000000,-260.000000,-3.000000,29.561111,22,0,0,0,0,100.000000,100.000000,0.000000,0.000000,0.000000,100.000000,0.088452,0.088452,426794.529000,195,2,0.088452,-43.532251,0.000000,57
REDE_COMPLETA,V - DECORACAO,VC - OBJETOS PARA JARDIM,33,3,11,421659.241500,406867.891500,406867.891500,0.000000,32,27,6,33,0,11.570248,0.000000,0.000000,0.000000,-2353.000000,-42.000000,183.491342,32,0,0,1,0,96.969697,96.969697,0.000000,0.000000,18.181818,96.492108,0.087388,0.084322,421659.241500,1395,3,0.087388,-8.909996,0.000000,58
REDE_COMPLETA,"G - PORTAS, JANELAS E FECHADURAS",GA - PORTAS,194,18,11,420629.989500,379269.345000,366225.300000,13044.045000,172,119,75,183,11,8.827259,0.000000,0.000000,0.000000,-1336.000000,0.000000,307.486366,164,8,5,6,11,88.659794,84.536082,4.123711,5.670103,38.659794,90.166977,0.087174,0.078602,420629.989500,1768,18,0.087174,-81.280733,0.000000,59
REDE_COMPLETA,U - METAIS E ACESSORIOS,UD - REGISTROS E VALVULAS,99,9,11,372643.200000,345602.445000,345602.445000,0.000000,93,61,38,99,0,10.978401,0.000000,0.000000,0.000000,-9207.000000,-2.000000,657.131947,93,0,1,5,0,93.939394,93.939394,0.000000,0.000000,38.383838,92.743527,0.077229,0.071625,372643.200000,5369,9,0.077229,-71.304740,0.000000,60
REDE_COMPLETA,O - MOVEIS,OB - VARANDA E AREA EXTERNA,55,5,11,363773.422250,333064.397750,329742.617750,3321.780000,51,47,8,55,0,35.443227,0.000000,0.000000,0.000000,-882.000000,-7.000000,108.607500,50,1,0,4,0,92.727273,90.909091,1.818182,0.000000,14.545455,91.558200,0.075391,0.069027,363773.422250,1106,5,0.075391,-42.637291,0.000000,61
REDE_COMPLETA,B - UTILIDADES DOMESTICAS,BF - UTENSILIOS PARA PREPARACAO,176,18,11,436515.852500,318509.040500,315286.065500,3222.975000,142,134,42,174,2,53.545488,0.000000,0.000000,0.000000,-5155.000000,-1.000000,1009.443577,138,4,6,26,2,80.681818,78.409091,2.272727,1.136364,23.863636,72.966202,0.090467,0.066010,436515.852500,9392,18,0.090467,-46.568955,0.000000,62
REDE_COMPLETA,"L - INFANTIL, LAZER E PETS",LH - PRAIA E PISCINA,55,5,11,301529.000500,286245.788500,286245.788500,0.000000,53,44,11,55,0,35.844638,0.000000,0.000000,0.000000,-2870.000000,-32.000000,268.180489,53,0,0,2,0,96.363636,96.363636,0.000000,0.000000,20.000000,94.931429,0.062491,0.059324,301529.000500,1915,5,0.062491,-45.707834,0.000000,63
REDE_COMPLETA,U - METAIS E ACESSORIOS,UE - BASES E ACABAMENTOS,33,3,11,295360.432500,274221.657500,274221.657500,0.000000,32,24,9,33,0,10.205663,0.000000,0.000000,0.000000,-2931.000000,-42.000000,348.163422,32,0,0,1,0,96.969697,96.969697,0.000000,0.000000,27.272727,92.843058,0.061213,0.056832,295360.432500,2011,3,0.061213,-79.747874,0.000000,64
REDE_COMPLETA,A - AUTOMOTIVO,AA - PNEUS,33,3,11,274737.424500,273829.279500,272866.534500,962.745000,31,19,14,32,1,4.687500,0.000000,0.000000,0.000000,-219.000000,0.000000,54.797222,30,1,0,1,1,93.939394,90.909091,3.030303,3.030303,42.424242,99.669450,0.056939,0.056750,274737.424500,166,3,0.056939,-92.064933,0.000000,65
REDE_COMPLETA,"L - INFANTIL, LAZER E PETS",LF - MOVEIS INFANTIS,121,11,11,322148.295000,254252.775000,245910.630000,8342.145000,93,98,23,121,0,67.321983,0.000000,0.000000,11.666667,-94.000000,0.000000,228.307852,89,4,8,20,0,76.859504,73.553719,3.305785,0.000000,19.008264,78.924141,0.066764,0.052693,322148.295000,1552,11,0.066764,-58.818876,0.000000,66
REDE_COMPLETA,H - TUBOS E CONEXOES,HE - RALOS E GRELHAS,88,8,11,242085.851000,238295.141000,236939.486000,1355.655000,83,67,21,84,4,3.436224,0.000000,0.000000,0.000000,-5823.000000,-11.000000,442.260591,77,6,0,1,4,94.318182,87.500000,6.818182,4.545455,23.863636,98.434146,0.050172,0.049386,242085.851000,2945,8,0.050172,-62.445919,0.000000,67
REDE_COMPLETA,M - MAQUINAS E MOTORES,ME - LIMPEZA,55,5,11,244032.978000,231563.178000,204434.853000,27128.325000,51,31,24,52,3,4.326923,0.000000,0.000000,0.000000,-146.000000,0.000000,57.033000,44,7,1,0,3,92.727273,80.000000,12.727273,5.454545,43.636364,94.890117,0.050575,0.047991,244032.978000,257,5,0.050575,-64.254790,0.000000,68
REDE_COMPLETA,S - TINTAS E QUIMICOS,SE - IMPERMEABILIZANTES,44,4,11,211221.129000,211221.129000,211221.129000,0.000000,43,31,13,43,1,0.000000,0.000000,0.000000,0.000000,-799.000000,-11.000000,69.396175,43,0,0,0,1,97.727273,97.727273,0.000000,2.272727,29.545455,100.000000,0.043775,0.043775,211221.129000,749,4,0.043775,-31.267280,0.000000,69
REDE_COMPLETA,E - MATERIAIS ELETRICOS,EO - INSTRUMENTOS DE MEDICAO ELETRICA,22,2,11,205258.607750,205258.607750,205258.607750,0.000000,22,18,4,22,0,0.000000,0.000000,0.000000,0.000000,-5869.000000,-179.000000,339.742286,22,0,0,0,0,100.000000,100.000000,0.000000,0.000000,18.181818,100.000000,0.042539,0.042539,205258.607750,4288,2,0.042539,-35.247731,0.000000,70
REDE_COMPLETA,N - INDUSTRIAL E NEGOCIOS,NE - LIMPEZA E MANUTENCAO,55,5,11,283516.394000,199682.399000,199682.399000,0.000000,48,45,10,55,0,25.896144,0.000000,0.000000,0.000000,-6219.000000,-50.000000,857.715422,48,0,2,5,0,87.272727,87.272727,0.000000,0.000000,18.181818,70.430636,0.058758,0.041384,283516.394000,5486,5,0.058758,-74.856038,0.000000,71
REDE_COMPLETA,M - MAQUINAS E MOTORES,MA - BOMBAS E FILTROS,44,4,11,189359.331000,181349.091000,171902.556000,9446.535000,40,27,17,41,3,2.554096,0.000000,0.000000,0.000000,-302.000000,0.000000,70.886491,38,2,1,0,3,90.909091,86.363636,4.545455,6.818182,38.636364,95.769820,0.039244,0.037584,189359.331000,423,4,0.039244,-81.182549,-0.000000,72
REDE_COMPLETA,H - TUBOS E CONEXOES,HA - TUBOS E CONEXOES,165,15,11,160786.255000,159089.665000,141318.415000,17771.250000,150,43,122,153,12,2.343038,0.000000,0.000000,0.000000,-8915.000000,0.000000,623.441766,145,5,1,2,12,90.909091,87.878788,3.030303,7.272727,73.939394,98.944817,0.033322,0.032971,160786.255000,4064,15,0.033322,-41.966295,0.000000,73
REDE_COMPLETA,B - UTILIDADES DOMESTICAS,BC - SERVIR - PLASTICOS,145,15,11,159692.212750,149141.466250,149141.466250,0.000000,134,120,25,144,1,31.174380,0.000000,0.000000,0.000000,-7625.000000,-37.000000,1039.357917,134,0,1,9,1,92.413793,92.413793,0.000000,0.689655,17.241379,93.393074,0.033096,0.030909,159692.212750,6033,15,0.033096,-49.110445,0.000000,74
REDE_COMPLETA,I - ILUMINACAO,IE - ACESSORIOS E COMPONENTES,88,8,11,185192.285250,147392.049000,147392.049000,0.000000,72,55,33,82,6,18.395363,0.000000,0.000000,0.000000,-685.000000,-0.500000,263.419158,72,0,3,7,6,81.818182,81.818182,0.000000,6.818182,37.500000,79.588655,0.038381,0.030547,185192.285250,1271,8,0.038381,-41.085139,0.000000,75
REDE_COMPLETA,W - LOUCAS E PIAS,WC - TANQUES,44,4,11,135548.595000,135548.595000,133389.270000,2159.325000,44,35,9,44,0,0.340909,0.000000,0.000000,0.000000,-194.000000,-3.500000,50.936652,43,1,0,0,0,100.000000,97.727273,2.272727,0.000000,20.454545,100.000000,0.028092,0.028092,135548.595000,284,4,0.028092,-71.438473,0.000000,76
REDE_COMPLETA,A - AUTOMOTIVO,AC - MANUTENCAO E LIMPEZA,42,4,11,134474.060000,134474.060000,134474.060000,0.000000,41,35,7,41,1,0.000000,0.000000,0.000000,0.000000,-6197.000000,-73.000000,499.664435,41,0,0,0,1,97.619048,97.619048,0.000000,2.380952,16.666667,100.000000,0.027869,0.027869,134474.060000,4535,4,0.027869,-20.419903,0.000000,77
REDE_COMPLETA,E - MATERIAIS ELETRICOS,"EB - FIOS, CABOS E CONECTORES",66,6,11,134134.994000,131614.889000,130486.874000,1128.015000,59,47,19,62,4,20.643248,0.000000,0.000000,0.000000,-6959.000000,-60.000000,2785.883184,58,1,0,3,4,89.393939,87.878788,1.515152,6.060606,28.787879,98.121217,0.027799,0.027277,134134.994000,3653,6,0.027799,-32.965834,0.000000,78
REDE_COMPLETA,J - JARDINAGEM,JE - DECORACAO,11,1,11,136788.995000,129931.445000,129931.445000,0.000000,9,9,2,11,0,27.962974,0.000000,0.000000,0.000000,-2023.000000,-249.000000,141.831861,9,0,0,2,0,81.818182,81.818182,0.000000,0.000000,18.181818,94.986768,0.028349,0.026928,136788.995000,1486,1,0.028349,-68.068009,0.000000,79
REDE_COMPLETA,T - ARTIGOS DE EPOCA,TA - ILUMINACAO NATALINA,11,1,11,122798.564167,122798.564167,122798.564167,0.000000,11,6,5,11,0,0.000000,0.000000,0.000000,0.000000,-2490.000000,-228.000000,645.600000,11,0,0,0,0,100.000000,100.000000,0.000000,0.000000,45.454545,100.000000,0.025450,0.025450,122798.564167,289,1,0.025450,-99.402441,-0.000000,80
REDE_COMPLETA,M - MAQUINAS E MOTORES,MI - CONSTRUCAO CIVIL,11,1,11,142033.080000,117584.040000,104756.190000,12827.850000,8,9,2,11,0,32.727273,0.000000,0.000000,45.000000,-5.000000,0.000000,11.958333,7,1,2,1,0,72.727273,63.636364,9.090909,0.000000,18.181818,82.786376,0.029436,0.024369,142033.080000,39,1,0.029436,-73.502969,0.000000,81
REDE_COMPLETA,N - INDUSTRIAL E NEGOCIOS,ND - PESO E AFERICAO,22,2,11,101251.395000,101251.395000,101251.395000,0.000000,20,16,6,20,2,0.000000,0.000000,0.000000,0.000000,-50.000000,-1.500000,17.966667,20,0,0,0,2,90.909091,90.909091,0.000000,9.090909,27.272727,100.000000,0.020984,0.020984,101251.395000,68,2,0.020984,52.475271,0.000000,82
REDE_COMPLETA,"L - INFANTIL, LAZER E PETS",LA - BRINQUEDOS,73,7,11,104810.779500,100821.630000,99955.905000,865.725000,64,60,13,72,1,55.107044,0.000000,0.000000,0.000000,-2117.000000,-15.000000,475.154937,63,1,3,5,1,87.671233,86.301370,1.369863,1.369863,17.808219,96.193951,0.021722,0.020895,104810.779500,2314,7,0.021722,-80.567479,0.000000,83
REDE_COMPLETA,R - ELETRONICOS,RG - SEGURANCA,18,2,11,88881.730000,86374.960000,86374.960000,0.000000,15,13,5,16,2,4.687500,0.000000,0.000000,0.000000,-339.000000,-2.500000,41.565873,15,0,1,0,2,83.333333,83.333333,0.000000,11.111111,27.777778,97.179657,0.018420,0.017901,88881.730000,243,2,0.018420,170.020705,0.000000,84
REDE_COMPLETA,B - UTILIDADES DOMESTICAS,BG - ACESSORIOS PARA PREPARACAO,75,7,11,87083.580500,85465.425500,85465.425500,0.000000,74,58,17,75,0,2.065306,0.000000,0.000000,0.000000,-3830.000000,-24.000000,340.157320,74,0,0,1,0,98.666667,98.666667,0.000000,0.000000,22.666667,98.141837,0.018048,0.017712,87083.580500,2650,7,0.018048,-50.243083,0.000000,85
REDE_COMPLETA,Q - BASICOS CONSTRUCAO,QI - FIXACAO,33,3,11,85191.855000,82912.515000,76873.335000,6039.180000,31,26,7,33,0,14.391938,0.000000,0.000000,0.000000,-1646.000000,-15.000000,179.667880,29,2,0,2,0,93.939394,87.878788,6.060606,0.000000,21.212121,97.324463,0.017656,0.017183,85191.855000,1356,3,0.017656,1.250388,0.000000,86
REDE_COMPLETA,Y - EPI,YE - PROTECAO RESPIRATORIA,11,1,11,73582.103000,73582.103000,71645.609000,1936.494000,11,9,2,11,0,1.168831,0.000000,0.000000,0.000000,-4624.000000,-197.000000,317.156909,10,1,0,0,0,100.000000,90.909091,9.090909,0.000000,18.181818,100.000000,0.015250,0.015250,73582.103000,1622,1,0.015250,-66.148168,0.000000,87
REDE_COMPLETA,"L - INFANTIL, LAZER E PETS",LE - ENXOVAL,9,1,9,70573.492500,70573.492500,70573.492500,0.000000,9,9,0,9,0,0.000000,0.000000,0.000000,0.000000,-1048.000000,-116.000000,68.632886,9,0,0,0,0,100.000000,100.000000,0.000000,0.000000,0.000000,100.000000,0.014626,0.014626,70573.492500,682,1,0.014626,-56.523976,0.000000,88
REDE_COMPLETA,A - AUTOMOTIVO,AB - BATERIAS E CARREGADORES,11,1,11,67676.658000,67676.658000,67676.658000,0.000000,11,5,6,11,0,0.000000,0.000000,0.000000,0.000000,-116.000000,0.000000,10.031746,11,0,0,0,0,100.000000,100.000000,0.000000,0.000000,54.545455,100.000000,0.014026,0.014026,67676.658000,108,1,0.014026,-31.828203,0.000000,89
REDE_COMPLETA,A - AUTOMOTIVO,AP - VULCANIZADORES,11,1,11,58614.675000,58614.675000,56948.325000,1666.350000,11,5,6,11,0,1.818182,0.000000,0.000000,0.000000,-93.000000,0.000000,8.881868,10,1,0,0,0,100.000000,90.909091,9.090909,0.000000,54.545455,100.000000,0.012148,0.012148,58614.675000,94,1,0.012148,-7.198685,0.000000,90
REDE_COMPLETA,M - MAQUINAS E MOTORES,MH - SOLDAGEM,11,1,11,61396.555500,58237.210500,58237.210500,0.000000,9,8,3,11,0,16.363636,0.000000,0.000000,0.000000,-30.000000,0.000000,11.785859,9,0,1,1,0,81.818182,81.818182,0.000000,0.000000,27.272727,94.854198,0.012724,0.012069,61396.555500,75,1,0.012724,-73.572114,0.000000,91
REDE_COMPLETA,H - TUBOS E CONEXOES,HB - CALHAS E ACESSORIOS,22,2,11,56218.501500,56218.501500,56218.501500,0.000000,22,4,18,22,0,0.000000,0.000000,0.000000,0.000000,-918.000000,0.000000,57.456140,22,0,0,0,0,100.000000,100.000000,0.000000,0.000000,81.818182,100.000000,0.011651,0.011651,56218.501500,695,2,0.011651,-59.107247,0.000000,92
REDE_COMPLETA,T - ARTIGOS DE EPOCA,TC - DECORACAO NATALINA,20,2,11,52868.996250,51585.686250,51585.686250,0.000000,19,18,2,20,0,24.576923,0.000000,0.000000,0.000000,-2822.000000,-116.000000,1351.866667,19,0,0,1,0,95.000000,95.000000,0.000000,0.000000,10.000000,97.572661,0.010957,0.010691,52868.996250,417,2,0.010957,-94.989314,0.000000,93
REDE_COMPLETA,J - JARDINAGEM,JA - PLANTAR,44,4,11,51638.853000,51186.303000,48500.823000,2685.480000,43,36,8,44,0,1.842657,0.000000,0.000000,0.000000,-626.000000,-9.500000,149.625617,41,2,1,0,0,97.727273,93.181818,4.545455,0.000000,18.181818,99.123625,0.010702,0.010608,51638.853000,1105,4,0.010702,-75.138280,0.000000,94
REDE_COMPLETA,A - AUTOMOTIVO,AO - VESTUARIOS PARA MOTOQUEIROS,44,4,11,48574.459500,48574.459500,48574.459500,0.000000,44,33,11,44,0,0.000000,0.000000,0.000000,0.000000,-86.000000,0.000000,42.766667,44,0,0,0,0,100.000000,100.000000,0.000000,0.000000,25.000000,100.000000,0.010067,0.010067,48574.459500,104,4,0.010067,31.619637,0.000000,95
REDE_COMPLETA,F - FERRAMENTAS,"FC - ACESSORIOS PARA GOLPE, PERFURACAO E FIXACAO",11,1,11,47149.893000,47149.893000,47149.893000,0.000000,10,8,3,10,1,0.000000,0.000000,0.000000,0.000000,-86.000000,-7.000000,11.544701,10,0,0,0,1,90.909091,90.909091,0.000000,9.090909,27.272727,100.000000,0.009772,0.009772,47149.893000,116,1,0.009772,-35.366559,0.000000,96
REDE_COMPLETA,W - LOUCAS E PIAS,WD - BANHEIRAS E ACESSORIOS,22,2,11,45221.505000,42628.110000,37514.715000,5113.395000,17,11,11,18,4,8.333333,0.000000,0.000000,0.000000,3.000000,0.000000,12.166667,15,2,1,0,4,77.272727,68.181818,9.090909,18.181818,50.000000,94.265129,0.009372,0.008835,45221.505000,20,2,0.009372,-35.325044,0.000000,97
REDE_COMPLETA,T - ARTIGOS DE EPOCA,TK - PASCOA,18,2,9,40938.340600,40938.340600,40938.340600,0.000000,18,17,1,18,0,0.000000,0.000000,0.000000,0.000000,-5889.000000,-331.500000,1522.383333,18,0,0,0,0,100.000000,100.000000,0.000000,0.000000,5.555556,100.000000,0.008484,0.008484,40938.340600,803,2,0.008484,40.391413,0.000000,98
REDE_COMPLETA,H - TUBOS E CONEXOES,HD - VEDACAO E TERMOFUSORES,11,1,11,40841.524500,40841.524500,40841.524500,0.000000,11,2,9,11,0,0.000000,0.000000,0.000000,0.000000,-352.000000,0.000000,22.374613,11,0,0,0,0,100.000000,100.000000,0.000000,0.000000,81.818182,100.000000,0.008464,0.008464,40841.524500,277,1,0.008464,-33.741364,0.000000,99
REDE_COMPLETA,F - FERRAMENTAS,FL - MEDICAO ELETRICA,11,1,11,39259.605000,39259.605000,38176.110000,1083.495000,10,8,3,10,1,4.285714,0.000000,0.000000,0.000000,-188.000000,0.000000,28.153846,8,2,0,0,1,90.909091,72.727273,18.181818,9.090909,27.272727,100.000000,0.008136,0.008136,39259.605000,313,1,0.008136,-21.873020,-0.000000,100
REDE_COMPLETA,S - TINTAS E QUIMICOS,SD - ACESSORIOS PARA PINTURA,9,1,9,37286.350500,37286.350500,37286.350500,0.000000,9,9,0,9,0,0.000000,0.000000,0.000000,0.000000,-861.000000,-74.000000,115.630051,9,0,0,0,0,100.000000,100.000000,0.000000,0.000000,0.000000,100.000000,0.007727,0.007727,37286.350500,579,1,0.007727,-95.845042,0.000000,101
REDE_COMPLETA,F - FERRAMENTAS,FP - BANCADAS E ARMAZENAGEM DE FERRAMENTAS,11,1,11,32032.875000,32032.875000,31472.805000,560.070000,11,8,3,11,0,2.272727,0.000000,0.000000,0.000000,-243.000000,-16.000000,32.720280,10,1,0,0,0,100.000000,90.909091,9.090909,0.000000,27.272727,100.000000,0.006639,0.006639,32032.875000,286,1,0.006639,-84.967214,0.000000,102
REDE_COMPLETA,E - MATERIAIS ELETRICOS,EL - SINALIZACAO E SEGURANCA,11,1,11,30713.865000,28224.525000,28224.525000,0.000000,9,8,3,11,0,13.636364,0.000000,0.000000,0.000000,-26.000000,0.000000,9.261905,9,0,2,0,0,81.818182,81.818182,0.000000,0.000000,27.272727,91.895061,0.006365,0.005849,30713.865000,39,1,0.006365,-46.422459,0.000000,103
REDE_COMPLETA,F - FERRAMENTAS,FF - ACESSORIOS PARA ACABAMENTO,11,1,11,21375.900000,21375.900000,21375.900000,0.000000,11,9,2,11,0,0.000000,0.000000,0.000000,0.000000,-746.000000,-63.000000,48.213488,11,0,0,0,0,100.000000,100.000000,0.000000,0.000000,18.181818,100.000000,0.004430,0.004430,21375.900000,694,1,0.004430,-46.610559,0.000000,104
REDE_COMPLETA,M - MAQUINAS E MOTORES,MD - COMPRESSORES,11,1,11,19990.635000,19990.635000,15948.240000,4042.395000,11,4,7,11,0,2.727273,0.000000,0.000000,0.000000,-2.000000,0.000000,4.000000,10,1,0,0,0,100.000000,90.909091,9.090909,0.000000,63.636364,100.000000,0.004143,0.004143,19990.635000,5,1,0.004143,-75.391392,0.000000,105
REDE_COMPLETA,E - MATERIAIS ELETRICOS,EG - PLUGS E EXTENSOES ELETRICAS,22,2,11,17223.780000,16874.550000,15263.220000,1611.330000,19,18,4,21,1,20.039649,0.000000,0.000000,0.000000,-575.000000,-10.000000,64.179611,16,3,0,2,1,86.363636,72.727273,13.636364,4.545455,18.181818,97.972396,0.003570,0.003497,17223.780000,663,2,0.003570,-51.513506,0.000000,106
REDE_COMPLETA,"L - INFANTIL, LAZER E PETS",LB - ALIMENTACAO,9,1,9,12462.964500,12462.964500,12462.964500,0.000000,9,9,0,9,0,0.000000,0.000000,0.000000,0.000000,-193.000000,-24.000000,26.915152,9,0,0,0,0,100.000000,100.000000,0.000000,0.000000,0.000000,100.000000,0.002583,0.002583,12462.964500,167,1,0.002583,-79.990880,0.000000,107
REDE_COMPLETA,F - FERRAMENTAS,FG - CORTE ELETRICO,11,1,11,14593.897500,12041.200500,10668.010500,1373.190000,10,5,6,11,0,19.090909,0.000000,0.000000,0.000000,4.000000,0.000000,7.000000,9,1,0,1,0,90.909091,81.818182,9.090909,0.000000,54.545455,82.508463,0.003025,0.002496,14593.897500,20,1,0.003025,-84.633422,0.000000,108
REDE_COMPLETA,J - JARDINAGEM,JB - IRRIGACAO,22,2,11,10868.865000,10784.970000,9656.535000,1128.435000,21,18,4,22,0,7.451299,0.000000,0.000000,0.000000,-348.000000,-8.500000,70.314286,18,3,1,0,0,95.454545,81.818182,13.636364,0.000000,18.181818,99.228116,0.002253,0.002235,10868.865000,452,2,0.002253,-91.389929,0.000000,109
REDE_COMPLETA,"L - INFANTIL, LAZER E PETS",LK - FITNESS,11,1,11,10535.413000,10535.413000,10535.413000,0.000000,11,9,2,11,0,0.000000,0.000000,0.000000,0.000000,-1139.000000,-94.000000,74.596189,11,0,0,0,0,100.000000,100.000000,0.000000,0.000000,18.181818,100.000000,0.002183,0.002183,10535.413000,743,1,0.002183,-71.658651,0.000000,110
REDE_COMPLETA,A - AUTOMOTIVO,"AN - ASSENTOS, CADEIRAS E ENCOSTOS",11,1,11,13900.740000,8605.800000,8605.800000,0.000000,7,5,6,9,2,19.545455,0.000000,0.000000,0.000000,8.000000,0.000000,10.088889,7,0,1,1,2,63.636364,63.636364,0.000000,18.181818,54.545455,61.908934,0.002881,0.001784,13900.740000,37,1,0.002881,-79.071212,0.000000,111
REDE_COMPLETA,Y - EPI,YC - PROTECAO PARA O CORPO,11,1,11,12681.595500,8445.990000,8445.990000,0.000000,8,9,2,11,0,38.197183,0.000000,0.000000,21.000000,-87.000000,-2.000000,27.954699,8,0,2,1,0,72.727273,72.727273,0.000000,0.000000,18.181818,66.600374,0.002628,0.001750,12681.595500,195,1,0.002628,-41.076490,0.000000,112
REDE_COMPLETA,F - FERRAMENTAS,FJ - FERRAMENTAS MANUAIS,11,1,11,7952.910000,6216.000000,6216.000000,0.000000,9,7,4,11,0,65.961704,0.000000,0.000000,0.000000,16.000000,0.000000,15.992045,9,0,0,2,0,81.818182,81.818182,0.000000,0.000000,36.363636,78.160070,0.001648,0.001288,7952.910000,213,1,0.001648,-19.957689,0.000000,113
REDE_COMPLETA,"L - INFANTIL, LAZER E PETS",LM - BELEZA,6,1,6,5929.350000,5929.350000,5929.350000,0.000000,6,6,0,6,0,0.000000,0.000000,0.000000,0.000000,-590.000000,-99.000000,98.533333,6,0,0,0,0,100.000000,100.000000,0.000000,0.000000,0.000000,100.000000,0.001229,0.001229,5929.350000,279,1,0.001229,-87.755913,0.000000,114
