UNIVERSO,NIVEL_1,NIVEL_2,NIVEL_3,PARES_LOJA_PRODUTO,SKUS_DISTINTOS,LOJAS_DISTINTAS,RECEITA_HISTORICA_TOTAL,RECEITA_RUPTURA_CRITICO,RECEITA_EM_RUPTURA,RECEITA_CRITICO,PARES_RUPTURA_CRITICO,PARES_COM_RECEITA_HISTORICA,PARES_SEM_RECEITA_HISTORICA,PARES_DIAS_COBERTURA_FINITO,PARES_DIAS_COBERTURA_INFINITO,DIAS_COBERTURA_MEDIA_FINITA,DIAS_COBERTURA_MEDIANA_FINITA,DIAS_COBERTURA_P25_FINITA,DIAS_COBERTURA_P75_FINITA,ESTOQUE_PROJ_TOTAL,ESTOQUE_PROJ_MEDIANA,VENDA_MEDIA_MES_TOTAL,PARES_EM_RUPTURA,PARES_CRITICO,PARES_ATENCAO,PARES_SAUDAVEL,PARES_STATUS_SEM_VENDA,PCT_PARES_RUPTURA_CRITICO,PCT_PARES_EM_RUPTURA,PCT_PARES_CRITICO,PCT_PARES_DIAS_INFINITO,PCT_PARES_SEM_RECEITA_HISTORICA,PART_RECEITA_RISCO_PCT,PART_RECEITA_UNIVERSO_PCT,PART_RECEITA_RISCO_UNIVERSO_PCT,RECEITA_ETAPA3,TRANSACOES_ETAPA3_LINHAS_VENDA,SKUS_ATIVOS_ETAPA3,PART_RECEITA_ETAPA3_PCT,VAR_RECEITA_2025_VS_2024_ETAPA3_PCT,DIF_RECEITA_VS_ETAPA3,RANK_REPOSICAO
REDE_FISICA_SEM_LOJA93,D - ELETROS,DC - ELETRODOMESTICOS PARA COZINHA,DCA - FOGOES,160,16,10,3248262.370000,3113920.214500,2822524.120000,291396.094500,154,150,10,159,1,28.034074,0.000000,0.000000,0.000000,-1603.000000,-5.000000,364.317507,150,4,2,3,1,96.250000,93.750000,2.500000,0.625000,6.250000,95.864184,0.986610,0.945805,3248262.370000,1975,16,0.986610,-47.063211,0.000000,25
REDE_FISICA_SEM_LOJA93,D - ELETROS,DA - AR E VENTILACAO,DAC - VENTILADORES DE TETO,70,7,10,3128791.431101,3088103.815601,3085218.100601,2885.715000,66,40,30,67,3,1.311800,0.000000,0.000000,0.000000,-9442.000000,-3.500000,790.576033,64,2,1,0,3,94.285714,91.428571,2.857143,4.285714,42.857143,98.699574,0.950322,0.937964,3128791.431101,3729,7,0.950322,-88.489234,-0.000000,26
REDE_FISICA_SEM_LOJA93,D - ELETROS,DA - AR E VENTILACAO,DAN - VENTILADORES DE PAREDE,20,2,10,3084811.877384,3084811.877384,3084811.877384,0.000000,19,11,9,19,1,0.000000,0.000000,0.000000,0.000000,-11191.000000,-14.000000,595.872932,19,0,0,0,1,95.000000,95.000000,0.000000,5.000000,45.000000,100.000000,0.936964,0.936964,3084811.877384,2630,2,0.936964,-55.077809,-0.000000,27
REDE_FISICA_SEM_LOJA93,U - METAIS E ACESSORIOS,UA - DUCHAS E CHUVEIROS,UAE - DUCHAS HIGIENICAS,50,5,10,3076265.999149,3042530.118649,3042530.118649,0.000000,45,29,21,48,2,7.361891,0.000000,0.000000,0.000000,-12146.000000,-2.500000,980.784881,45,0,2,1,2,90.000000,90.000000,0.000000,4.000000,42.000000,98.903350,0.934369,0.924122,3076265.999149,4839,4,0.934369,-77.264325,-0.000000,28
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BA - COZINHAR,BAC - PANELAS DE PRESSAO,60,6,10,2895544.440041,2860085.320541,2860085.320541,0.000000,58,55,5,60,0,6.763388,0.000000,0.000000,0.000000,-14056.000000,-73.500000,1425.688454,58,0,1,1,0,96.666667,96.666667,0.000000,0.000000,8.333333,98.775390,0.879477,0.868707,2895544.440041,4788,6,0.879477,147.799667,-0.000000,29
REDE_FISICA_SEM_LOJA93,D - ELETROS,DE - ELETROPORTATEIS PARA COZINHA,DEB - FRITADEIRAS E PANELAS ELETRICAS,102,11,10,2962592.085465,2784328.752840,2710723.868340,73604.884500,90,68,34,96,6,59.758049,0.000000,0.000000,0.000000,-2605.000000,-4.000000,1027.156840,88,2,1,5,6,88.235294,86.274510,1.960784,5.882353,33.333333,93.982859,0.899842,0.845697,2962592.085465,3235,11,0.899842,-86.893860,0.000000,30
REDE_FISICA_SEM_LOJA93,D - ELETROS,DA - AR E VENTILACAO,DAO - VENTILADORES DE COLUNA,60,6,10,2736524.752562,2731006.246562,2731006.246562,0.000000,54,35,25,58,2,806.194581,0.000000,0.000000,0.000000,-4219.000000,-0.500000,525.030627,54,0,2,2,2,90.000000,90.000000,0.000000,3.333333,41.666667,99.798339,0.831177,0.829501,2736524.752562,2353,6,0.831177,-63.077666,0.000000,31
REDE_FISICA_SEM_LOJA93,E - MATERIAIS ELETRICOS,ED - PROTECAO DE CIRCUITOS ELETRICOS,EDA - DISJUNTORES,210,21,10,2466444.163732,2465421.673732,2465421.673732,0.000000,187,188,22,191,19,2.442408,0.000000,0.000000,0.000000,-146968.000000,-105.500000,7742.541420,187,0,3,1,19,89.047619,89.047619,0.000000,9.047619,10.476190,99.958544,0.749145,0.748834,2466444.163732,37320,21,0.749145,10.927366,0.000000,32
REDE_FISICA_SEM_LOJA93,E - MATERIAIS ELETRICOS,EA - TOMADAS E INTERRUPTORES,EAA - TOMADAS DE ENERGIA,80,8,10,2470113.255154,2455416.720154,2455416.720154,0.000000,69,67,13,72,8,18.019711,0.000000,0.000000,0.000000,-243850.000000,-341.000000,16552.018361,69,0,0,3,8,86.250000,86.250000,0.000000,10.000000,16.250000,99.405026,0.750259,0.745795,2470113.255154,14778,8,0.750259,-0.945715,0.000000,33
REDE_FISICA_SEM_LOJA93,"G - PORTAS, JANELAS E FECHADURAS",GC - FECHADURAS,GCC - FECHADURAS DIGITAIS,59,6,10,2520884.717750,2416732.172750,2416732.172750,0.000000,49,46,13,56,3,30.961271,0.000000,0.000000,0.000000,-3599.000000,-5.000000,296.302698,49,0,2,5,3,83.050847,83.050847,0.000000,5.084746,22.033898,95.868413,0.765680,0.734045,2520884.717750,2580,6,0.765680,-55.767390,0.000000,34
REDE_FISICA_SEM_LOJA93,"G - PORTAS, JANELAS E FECHADURAS",GC - FECHADURAS,GCA - FECHADURAS PARA PORTA,140,14,10,2299018.450000,2271668.365000,2261937.490000,9730.875000,125,121,19,138,2,17.780055,0.000000,0.000000,0.000000,-14417.000000,-18.000000,1683.987890,122,3,4,9,2,89.285714,87.142857,2.142857,1.428571,13.571429,98.810358,0.698292,0.689984,2299018.450000,9120,14,0.698292,-54.294630,0.000000,35
REDE_FISICA_SEM_LOJA93,"K - CAMA, MESA E BANHO",KA - CAMA,KAD - COBRE LEITOS E COLCHAS,343,35,10,1966224.736875,1921376.926875,1921093.636875,283.290000,325,310,33,339,4,13.059733,0.000000,0.000000,0.000000,-13732.000000,-29.000000,1689.659857,324,1,2,12,4,94.752187,94.460641,0.291545,1.166181,9.620991,97.719090,0.597211,0.583589,1966224.736875,10239,35,0.597211,-67.041924,0.000000,36
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OA - SALA DE ESTAR E JANTAR,OAW - CADEIRAS PARA SALA E COZINHA,70,7,10,2126979.081500,1865190.635000,1865190.635000,0.000000,58,59,11,66,4,80.559245,0.000000,0.000000,0.000000,-2493.000000,-3.500000,915.078903,58,0,2,6,4,82.857143,82.857143,0.000000,5.714286,15.714286,87.692007,0.646037,0.566523,2126979.081500,2392,7,0.646037,-86.889767,0.000000,37
REDE_FISICA_SEM_LOJA93,D - ELETROS,DB - REFRIGERACAO,DBE - ADEGAS CLIMATIZADAS,140,14,10,1876134.992725,1845937.612225,1693282.574725,152655.037500,137,76,64,140,0,2.552857,0.000000,0.000000,0.000000,-753.000000,0.000000,198.121880,136,1,1,2,0,97.857143,97.142857,0.714286,0.000000,45.714286,98.390447,0.569847,0.560675,1876134.992725,956,14,0.569847,-24.682376,0.000000,38
REDE_FISICA_SEM_LOJA93,I - ILUMINACAO,IB - RESIDENCIAL,IBD - ARANDELAS RESIDENCIAIS,170,17,10,1902622.569750,1752183.784750,1652392.119000,99791.665750,146,146,24,155,15,22.614487,0.000000,0.000000,0.000000,-15466.000000,-22.500000,1701.341484,139,7,3,6,15,85.882353,81.764706,4.117647,8.823529,14.117647,92.093083,0.577892,0.532199,1902622.569750,8791,17,0.577892,-17.314866,0.000000,39
REDE_FISICA_SEM_LOJA93,N - INDUSTRIAL E NEGOCIOS,NB - REFRIGERACAO E CONSERVACAO INDUSTRIAL,NBC - CONSERVADORES E FREEZERS,161,18,10,1747963.182000,1715259.924000,1696969.134000,18290.790000,153,108,53,155,6,1.596774,0.000000,0.000000,0.000000,-446.000000,-1.000000,149.638095,151,2,1,1,6,95.031056,93.788820,1.242236,3.726708,32.919255,98.129065,0.530917,0.520984,1747963.182000,404,18,0.530917,42.264797,0.000000,40
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BJ - JOGOS E CONJUNTOS PARA SERVIR,BJA - APARELHOS DE JANTAR,109,11,10,2004400.744662,1708634.662162,1670173.162162,38461.500000,93,95,14,109,0,55.659455,0.000000,0.000000,0.000000,-5525.000000,-20.000000,1231.328796,91,2,1,15,0,85.321101,83.486239,1.834862,0.000000,12.844037,85.244164,0.608806,0.518972,2004400.744662,6641,11,0.608806,-89.989793,0.000000,41
REDE_FISICA_SEM_LOJA93,W - LOUCAS E PIAS,WB - CUBAS E PIAS,WBA - CUBAS E LAVATORIOS DE LOUCA,380,38,10,1708762.786500,1679635.681500,1667339.341500,12296.340000,356,298,82,368,12,3.755047,0.000000,0.000000,0.000000,-2631.000000,-2.000000,496.238326,345,11,9,3,12,93.684211,90.789474,2.894737,3.157895,21.578947,98.295427,0.519010,0.510164,1708762.786500,2751,38,0.519010,-56.412034,0.000000,42
REDE_FISICA_SEM_LOJA93,I - ILUMINACAO,IB - RESIDENCIAL,IBC - SPOTS,238,24,10,1913735.944750,1664737.107250,1604424.792250,60312.315000,212,201,37,231,7,21.604866,0.000000,0.000000,0.000000,-19070.000000,-33.500000,2954.936287,206,6,7,12,7,89.075630,86.554622,2.521008,2.941176,15.546218,86.988861,0.581268,0.505638,1913735.944750,7683,24,0.581268,-69.690961,0.000000,43
REDE_FISICA_SEM_LOJA93,D - ELETROS,DC - ELETRODOMESTICOS PARA COZINHA,DCB - FOGOES COOKTOPS,110,11,10,1656619.051500,1642166.379000,1608546.628500,33619.750500,107,102,8,110,0,24.562303,0.000000,0.000000,0.000000,-1445.000000,-4.000000,200.146487,103,4,1,2,0,97.272727,93.636364,3.636364,0.000000,7.272727,99.127580,0.503173,0.498783,1656619.051500,1635,11,0.503173,-42.107049,0.000000,44
REDE_FISICA_SEM_LOJA93,I - ILUMINACAO,IB - RESIDENCIAL,IBO - FITAS DE LED,126,14,10,1603250.566750,1532122.803750,1532122.803750,0.000000,113,105,21,119,7,19.300303,0.000000,0.000000,0.000000,-10618.000000,-48.000000,1036.519843,113,0,2,4,7,89.682540,89.682540,0.000000,5.555556,16.666667,95.563528,0.486963,0.465359,1603250.566750,6237,14,0.486963,-49.298067,0.000000,45
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BD - ORGANIZAR,BDP - ORGANIZADORES DE COZINHA,200,21,10,1511231.292250,1510425.312250,1510425.312250,0.000000,197,184,16,200,0,1.485714,0.000000,0.000000,0.000000,-29457.000000,-75.500000,1649.086935,197,0,1,2,0,98.500000,98.500000,0.000000,0.000000,8.000000,99.946667,0.459013,0.458768,1511231.292250,19275,21,0.459013,-25.116474,0.000000,46
REDE_FISICA_SEM_LOJA93,E - MATERIAIS ELETRICOS,ED - PROTECAO DE CIRCUITOS ELETRICOS,EDG - DISPOSITIVOS DR,80,8,10,1496781.979000,1488189.409000,1488189.409000,0.000000,70,69,11,72,8,6.320755,0.000000,0.000000,0.000000,-10710.000000,-40.500000,627.732841,70,0,0,2,8,87.500000,87.500000,0.000000,10.000000,13.750000,99.425930,0.454625,0.452015,1496781.979000,7465,8,0.454625,-8.579443,0.000000,47
REDE_FISICA_SEM_LOJA93,F - FERRAMENTAS,FD - ACABAMENTO ELETRICO,FDA - ESMERILHADEIRAS E POLITRIZES ELETRICOS,50,5,10,1491146.569250,1417637.948750,1381358.348750,36279.600000,46,30,20,50,0,23.055025,0.000000,0.000000,0.000000,-3282.000000,0.000000,355.881723,45,1,1,3,0,92.000000,90.000000,2.000000,0.000000,40.000000,95.070329,0.452913,0.430586,1491146.569250,2894,5,0.452913,-78.261002,0.000000,48
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BA - COZINHAR,BAA - CONJUNTOS DE PANELAS,59,6,10,1435484.382500,1360277.145500,1277479.500500,82797.645000,52,51,8,59,0,23.418528,0.000000,0.000000,0.000000,-1153.000000,-2.000000,315.118718,49,3,2,5,0,88.135593,83.050847,5.084746,0.000000,13.559322,94.760846,0.436006,0.413163,1435484.382500,2276,6,0.436006,-63.355287,0.000000,49
REDE_FISICA_SEM_LOJA93,U - METAIS E ACESSORIOS,UC - ACESSORIOS PARA BANHEIRO,UCF - TAPETES DE BANHEIRO,89,9,10,1444899.192080,1360226.765080,1340766.422080,19460.343000,81,79,10,87,2,29.815849,0.000000,0.000000,0.000000,-33269.000000,-124.000000,3227.352387,79,2,2,4,2,91.011236,88.764045,2.247191,2.247191,11.235955,94.139908,0.438866,0.413148,1444899.192080,10624,9,0.438866,-66.124973,0.000000,50
REDE_FISICA_SEM_LOJA93,I - ILUMINACAO,IB - RESIDENCIAL,IBB - PLAFONS,132,14,10,1389696.948000,1340941.048500,1333403.098500,7537.950000,114,112,20,126,6,31.947605,0.000000,0.000000,0.000000,-15737.000000,-19.000000,1501.411055,110,4,1,11,6,86.363636,83.333333,3.030303,4.545455,15.151515,96.491616,0.422099,0.407290,1389696.948000,6511,14,0.422099,-49.452550,0.000000,51
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OC - QUARTO,OCC - NICHOS E PRATELEIRAS,219,22,10,1432711.280000,1307251.998500,1294967.208500,12284.790000,195,194,25,219,0,30.971261,0.000000,0.000000,0.000000,-11033.000000,-24.000000,1194.981608,192,3,6,18,0,89.041096,87.671233,1.369863,0.000000,11.415525,91.243227,0.435164,0.397058,1432711.280000,13064,22,0.435164,-30.777626,0.000000,52
REDE_FISICA_SEM_LOJA93,D - ELETROS,DC - ELETRODOMESTICOS PARA COZINHA,DCC - MICRO-ONDAS,56,7,10,1647489.154500,1282521.145500,1282521.145500,0.000000,49,29,27,53,3,9.807980,0.000000,0.000000,0.000000,-1078.000000,0.000000,217.989538,49,0,2,2,3,87.500000,87.500000,0.000000,5.357143,48.214286,77.847016,0.500400,0.389546,1647489.154500,1232,7,0.500400,-41.252593,0.000000,53
REDE_FISICA_SEM_LOJA93,"K - CAMA, MESA E BANHO",KC - BANHO,KCB - TOALHA DE LAVABO E ROSTO,524,55,10,1191475.993750,1189797.369250,1188628.509250,1168.860000,521,480,44,524,0,0.882938,0.000000,0.000000,0.000000,-46469.000000,-63.000000,4001.485679,519,2,1,2,0,99.427481,99.045802,0.381679,0.000000,8.396947,99.859114,0.361893,0.361383,1191475.993750,28014,55,0.361893,-48.149622,0.000000,54
REDE_FISICA_SEM_LOJA93,V - DECORACAO,VF - CORTINAS,VFB - PERSIANAS,180,18,10,1205096.613000,1187168.808000,1181054.448000,6114.360000,168,154,26,174,6,34.073951,0.000000,0.000000,0.000000,-3891.000000,-19.000000,518.297807,166,2,3,3,6,93.333333,92.222222,1.111111,3.333333,14.444444,98.512335,0.366030,0.360584,1205096.613000,4355,18,0.366030,-61.342097,0.000000,55
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OE - BANHEIRO,OEA - GABINETES,70,7,10,1133324.356500,1133324.356500,1133324.356500,0.000000,70,59,11,70,0,0.000000,0.000000,0.000000,0.000000,-1394.000000,-15.000000,131.707479,70,0,0,0,0,100.000000,100.000000,0.000000,0.000000,15.714286,100.000000,0.344230,0.344230,1133324.356500,1679,7,0.344230,-48.780384,0.000000,56
REDE_FISICA_SEM_LOJA93,"K - CAMA, MESA E BANHO",KC - BANHO,KCC - TOALHAS DE PISO,325,33,10,1181532.596387,1130400.063887,1106557.839887,23842.224000,307,291,34,324,1,13.586637,0.000000,0.000000,0.000000,-36971.000000,-50.000000,4222.244746,296,11,3,14,1,94.461538,91.076923,3.384615,0.307692,10.461538,95.672355,0.358872,0.343342,1181532.596387,27680,33,0.358872,-59.602334,-0.000000,57
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BB - SERVIR - PRESENTES,BBA - PRATOS - PRESENTES,732,74,10,1686863.838886,1096867.813386,979430.257636,117437.555750,607,502,230,722,10,52.179266,0.000000,0.000000,0.000000,-13237.000000,0.000000,9621.250173,561,46,20,95,10,82.923497,76.639344,6.284153,1.366120,31.420765,65.024087,0.512359,0.333157,1686863.838886,21985,74,0.512359,-47.705635,0.000000,58
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OA - SALA DE ESTAR E JANTAR,OAL - MESAS DE JANTAR,100,10,10,1108450.297500,1090850.932500,1087491.352500,3359.580000,96,96,4,99,1,14.061688,0.000000,0.000000,0.000000,-932.000000,-6.000000,208.763494,94,2,1,2,1,96.000000,94.000000,2.000000,1.000000,4.000000,98.412255,0.336675,0.331329,1108450.297500,1325,10,0.336675,-71.444477,0.000000,59
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BA - COZINHAR,"BAD - FRIGIDEIRAS, BISTEQUEIRAS E PAELLERAS",199,21,10,1199045.303181,1086660.279848,1083065.919848,3594.360000,192,168,31,199,0,8.123395,0.000000,0.000000,0.000000,-9142.000000,-28.000000,1090.974112,191,1,2,5,0,96.482412,95.979899,0.502513,0.000000,15.577889,90.627125,0.364192,0.330056,1199045.303181,8008,21,0.364192,-57.878650,0.000000,60
REDE_FISICA_SEM_LOJA93,D - ELETROS,DE - ELETROPORTATEIS PARA COZINHA,DEF - CAFETEIRAS,50,5,10,1008711.154500,1008711.154500,1008711.154500,0.000000,48,29,21,48,2,0.000000,0.000000,0.000000,0.000000,-2182.000000,-9.000000,302.941198,48,0,0,0,2,96.000000,96.000000,0.000000,4.000000,42.000000,100.000000,0.306381,0.306381,1008711.154500,1678,5,0.306381,-79.737123,0.000000,61
REDE_FISICA_SEM_LOJA93,U - METAIS E ACESSORIOS,UC - ACESSORIOS PARA BANHEIRO,UCI - UTENSILIOS PARA BANHEIRO,303,31,10,971814.833500,960033.245500,956051.414500,3981.831000,294,267,36,303,0,10.559352,0.000000,0.000000,0.000000,-16132.000000,-33.000000,1453.811091,289,5,3,6,0,97.029703,95.379538,1.650165,0.000000,11.881188,98.787672,0.295174,0.291595,971814.833500,13437,31,0.295174,-35.748546,0.000000,62
REDE_FISICA_SEM_LOJA93,E - MATERIAIS ELETRICOS,EA - TOMADAS E INTERRUPTORES,EAB - INTERRUPTORES E PULSADORES,120,12,10,940884.667812,939678.007812,938500.957812,1177.050000,101,90,30,109,11,28.871716,0.000000,0.000000,0.000000,-112093.000000,-42.500000,5659.457013,98,3,1,7,11,84.166667,81.666667,2.500000,9.166667,25.000000,99.871753,0.285779,0.285413,940884.667812,12350,12,0.285779,25.337509,-0.000000,63
REDE_FISICA_SEM_LOJA93,M - MAQUINAS E MOTORES,MF - AGRICOLAS E JARDINAGEM,MFC - MOTOSSERRAS E ELETROSERRAS,30,3,10,931258.293000,923919.108000,911542.968000,12376.140000,29,26,4,30,0,3.000000,0.000000,0.000000,0.000000,-358.000000,-6.000000,67.119464,28,1,1,0,0,96.666667,93.333333,3.333333,0.000000,13.333333,99.211907,0.282855,0.280626,931258.293000,547,3,0.282855,-85.019197,0.000000,64
REDE_FISICA_SEM_LOJA93,E - MATERIAIS ELETRICOS,"EI - PROGRAMADORES, SENSORES E VARIADORES",EIA - SENSORES DE PRESENCA,20,2,10,900979.483523,882549.463523,882549.463523,0.000000,16,18,2,18,2,72.263010,0.000000,0.000000,0.000000,-12972.000000,-394.500000,862.600696,16,0,0,2,2,80.000000,80.000000,0.000000,10.000000,10.000000,97.954446,0.273659,0.268061,900979.483523,4422,2,0.273659,12.502340,-0.000000,65
REDE_FISICA_SEM_LOJA93,W - LOUCAS E PIAS,WA - BACIAS E CAIXAS,WAC - CONJUNTO DE BACIA E CAIXA PARA ACOPLAR,50,5,10,957368.832000,874534.752000,870368.457000,4166.295000,42,37,13,49,1,21.761381,0.000000,0.000000,0.000000,-174.000000,0.000000,96.136378,40,2,2,5,1,84.000000,80.000000,4.000000,2.000000,26.000000,91.347736,0.290786,0.265626,957368.832000,426,5,0.290786,-91.050969,0.000000,66
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OA - SALA DE ESTAR E JANTAR,OAG - MESAS DE CANTO,60,6,10,874343.421000,874343.421000,864884.601000,9458.820000,56,52,8,56,4,0.605867,0.000000,0.000000,0.000000,-4261.000000,-30.500000,302.040472,54,2,0,0,4,93.333333,90.000000,3.333333,6.666667,13.333333,100.000000,0.265568,0.265568,874343.421000,3897,6,0.265568,-39.203093,0.000000,67
REDE_FISICA_SEM_LOJA93,"K - CAMA, MESA E BANHO",KA - CAMA,KAF - CAPAS E PROTETORES PARA COLCHAO,80,8,10,917069.902000,873731.120500,870305.075500,3426.045000,73,70,10,79,1,35.175046,0.000000,0.000000,0.000000,-5923.000000,-36.500000,1389.989651,71,2,1,5,1,91.250000,88.750000,2.500000,1.250000,12.500000,95.274212,0.278546,0.265382,917069.902000,5489,8,0.278546,-89.908907,0.000000,68
REDE_FISICA_SEM_LOJA93,E - MATERIAIS ELETRICOS,EK - PROTECAO DE EQUIPAMENTOS ELETRICOS,EKA - FILTROS DE LINHA,29,3,10,853744.242156,853744.242156,853744.242156,0.000000,28,27,2,28,1,0.000000,0.000000,0.000000,0.000000,-16600.000000,-52.000000,1560.250458,28,0,0,0,1,96.551724,96.551724,0.000000,3.448276,6.896552,100.000000,0.259312,0.259312,853744.242156,4693,3,0.259312,-82.658867,0.000000,69
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BJ - JOGOS E CONJUNTOS PARA SERVIR,BJB - CONJUNTOS DE TALHERES,39,4,10,830228.400750,822493.575750,811007.520750,11486.055000,35,36,3,39,0,29.103902,0.000000,0.000000,0.000000,-3032.000000,-22.000000,268.203222,32,3,1,3,0,89.743590,82.051282,7.692308,0.000000,7.692308,99.068350,0.252169,0.249820,830228.400750,2347,4,0.252169,-71.559455,0.000000,70
REDE_FISICA_SEM_LOJA93,W - LOUCAS E PIAS,WB - CUBAS E PIAS,WBB - CUBAS E PIAS PARA COZINHA,50,5,10,819445.949000,817189.919000,815153.024000,2036.895000,49,41,9,50,0,2.400000,0.000000,0.000000,0.000000,-2064.000000,-4.000000,169.140903,47,2,1,0,0,98.000000,94.000000,4.000000,0.000000,18.000000,99.724688,0.248894,0.248209,819445.949000,1889,5,0.248894,-63.102022,0.000000,71
REDE_FISICA_SEM_LOJA93,"K - CAMA, MESA E BANHO",KA - CAMA,KAH - TRAVESSEIROS,10,1,10,1571732.344275,790612.568742,790612.568742,0.000000,5,9,1,10,0,75.111073,26.505646,0.000000,151.716106,-186.000000,325.000000,3077.712604,5,0,1,4,0,50.000000,50.000000,0.000000,0.000000,10.000000,50.301985,0.477390,0.240136,1571732.344275,1988,1,0.477390,-99.942989,-0.000000,72
REDE_FISICA_SEM_LOJA93,U - METAIS E ACESSORIOS,"UB - TORNEIRAS, BICAS E MISTURADORES",UBM - TORNEIRAS COZINHA PAREDE,50,5,10,786784.723518,785888.233518,785888.233518,0.000000,47,33,17,49,1,2.448980,0.000000,0.000000,0.000000,-9112.000000,-18.500000,1308.515635,47,0,2,0,1,94.000000,94.000000,0.000000,2.000000,34.000000,99.886057,0.238974,0.238701,786784.723518,1844,4,0.238974,171.282154,-0.000000,73
REDE_FISICA_SEM_LOJA93,U - METAIS E ACESSORIOS,"UB - TORNEIRAS, BICAS E MISTURADORES",UBA - TORNEIRAS COZINHA PIA,70,7,10,846044.010651,756488.961501,753613.326501,2875.635000,64,58,12,69,1,11.212590,0.000000,0.000000,0.000000,-7691.000000,-21.500000,1249.811018,62,2,3,2,1,91.428571,88.571429,2.857143,1.428571,17.142857,89.414847,0.256973,0.229772,846044.010651,1938,7,0.256973,13.342318,0.000000,74
REDE_FISICA_SEM_LOJA93,B - UTILIDADES DOMESTICAS,BA - COZINHAR,BAG - CUSCUZEIRAS E COZI-VAPOR,40,4,10,743482.101250,743482.101250,743482.101250,0.000000,40,36,4,40,0,0.000000,0.000000,0.000000,0.000000,-7238.000000,-122.000000,532.492682,40,0,0,0,0,100.000000,100.000000,0.000000,0.000000,10.000000,100.000000,0.225821,0.225821,743482.101250,4948,4,0.225821,-54.848775,0.000000,75
REDE_FISICA_SEM_LOJA93,A - AUTOMOTIVO,AD - LUBRIFICANTES E ADITIVOS,ADA - OLEOS LUBRIFICANTES AUTOMOTIVOS,40,4,10,737055.500250,737055.500250,737055.500250,0.000000,40,28,12,40,0,0.000000,0.000000,0.000000,0.000000,-15214.000000,-42.000000,914.595222,40,0,0,0,0,100.000000,100.000000,0.000000,0.000000,30.000000,100.000000,0.223869,0.223869,737055.500250,3005,4,0.223869,-27.985586,0.000000,76
REDE_FISICA_SEM_LOJA93,O - MOVEIS,OF - ESCRITORIO,OFA - MESAS PARA ESCRITORIO,100,10,10,773876.537000,711437.972000,710085.992000,1351.980000,93,91,9,100,0,47.523054,0.000000,0.000000,0.000000,-822.000000,-8.000000,229.848972,92,1,0,7,0,93.000000,92.000000,1.000000,0.000000,9.000000,91.931715,0.235053,0.216088,773876.537000,1669,10,0.235053,-88.598921,0.000000,77
REDE_FISICA_SEM_LOJA93,D - ELETROS,DF - ELETROPORTATEIS PARA CASA,DFA - FERROS DE PASSAR E PASSADEIRAS A VAPOR,63,7,10,699424.097801,683834.254301,683834.254301,0.000000,57,43,20,60,3,54.187097,0.000000,0.000000,0.000000,-4829.000000,-12.000000,718.172365,57,0,1,2,3,90.476190,90.476190,0.000000,4.761905,31.746032,97.771046,0.212439,0.207704,699424.097801,2109,7,0.212439,-68.347789,0.000000,78
REDE_FISICA_SEM_LOJA93,M - MAQUINAS E MOTORES,MF - AGRICOLAS E JARDINAGEM,MFD - FORRAGEIRAS,10,1,10,747484.269000,674261.469000,674261.469000,0.000000,7,9,1,9,1,72.761905,0.000000,0.000000,0.000000,-21.000000,-13.000000,46.937296,7,0,1,1,1,70.000000,70.000000,0.000000,10.000000,10.000000,90.204102,0.227037,0.204797,747484.269000,447,1,0.227037,-97.556945,0.000000,79
REDE_FISICA_SEM_LOJA93,I - ILUMINACAO,IC - COMERCIAL,ICD - PAINEIS,40,4,10,671959.944304,669670.839304,669670.839304,0.000000,35,30,10,37,3,9.324324,0.000000,0.000000,0.000000,-38799.000000,-11.000000,3012.907954,35,0,1,1,3,87.500000,87.500000,0.000000,7.500000,25.000000,99.659339,0.204098,0.203402,671959.944304,2358,4,0.204098,-71.920216,-0.000000,80
REDE_FISICA_SEM_LOJA93,"K - CAMA, MESA E BANHO",KA - CAMA,KAC - COBERTORES E MANTAS,29,3,10,894318.532381,669062.228873,666902.063873,2160.165000,24,27,2,28,1,22.314498,0.000000,0.000000,0.000000,-3084.000000,-67.000000,1073.696622,22,2,2,2,1,82.758621,75.862069,6.896552,3.448276,6.896552,74.812520,0.271636,0.203217,894318.532381,3400,3,0.271636,-95.876071,0.000000,81
