UNIVERSO,NIVEL_1,NIVEL_2,NIVEL_3,PARES_LOJA_PRODUTO,SKUS_DISTINTOS,LOJAS_DISTINTAS,RECEITA_HISTORICA_TOTAL,RECEITA_RUPTURA_CRITICO,RECEITA_EM_RUPTURA,RECEITA_CRITICO,PARES_RUPTURA_CRITICO,PARES_COM_RECEITA_HISTORICA,PARES_SEM_RECEITA_HISTORICA,PARES_DIAS_COBERTURA_FINITO,PARES_DIAS_COBERTURA_INFINITO,DIAS_COBERTURA_MEDIA_FINITA,DIAS_COBERTURA_MEDIANA_FINITA,DIAS_COBERTURA_P25_FINITA,DIAS_COBERTURA_P75_FINITA,ESTOQUE_PROJ_TOTAL,ESTOQUE_PROJ_MEDIANA,VENDA_MEDIA_MES_TOTAL,PARES_EM_RUPTURA,PARES_CRITICO,PARES_ATENCAO,PARES_SAUDAVEL,PARES_STATUS_SEM_VENDA,PCT_PARES_RUPTURA_CRITICO,PCT_PARES_EM_RUPTURA,PCT_PARES_CRITICO,PCT_PARES_DIAS_INFINITO,PCT_PARES_SEM_RECEITA_HISTORICA,PART_RECEITA_RISCO_PCT,PART_RECEITA_UNIVERSO_PCT,PART_RECEITA_RISCO_UNIVERSO_PCT,RECEITA_ETAPA3,TRANSACOES_ETAPA3_LINHAS_VENDA,SKUS_ATIVOS_ETAPA3,PART_RECEITA_ETAPA3_PCT,VAR_RECEITA_2025_VS_2024_ETAPA3_PCT,DIF_RECEITA_VS_ETAPA3,RANK_REPOSICAO
REDE_COMPLETA,D - ELETROS,DB - REFRIGERACAO,DBB - FREEZERS,11,1,11,126802.756500,126802.756500,126802.756500,0.000000,11,4,7,11,0,0.000000,0.000000,0.000000,0.000000,-31.000000,0.000000,3.250000,11,0,0,0,0,100.000000,100.000000,0.000000,0.000000,63.636364,100.000000,0.026280,0.026280,126802.756500,32,1,0.026280,-97.886958,0.000000,202
REDE_COMPLETA,N - INDUSTRIAL E NEGOCIOS,NA - COZINHA INDUSTRIAL,NAF - FRITADORES,44,4,11,124792.605000,124792.605000,124792.605000,0.000000,40,26,18,40,4,0.000000,0.000000,0.000000,0.000000,-58.000000,-1.000000,29.345238,40,0,0,0,4,90.909091,90.909091,0.000000,9.090909,40.909091,100.000000,0.025863,0.025863,124792.605000,76,4,0.025863,45.163466,0.000000,203
REDE_COMPLETA,B - UTILIDADES DOMESTICAS,BA - COZINHAR,BAB - PANELAS,66,6,11,129553.053000,123373.068000,120764.133000,2608.935000,64,47,19,66,0,7.175829,0.000000,0.000000,0.000000,-671.000000,-4.000000,93.054792,63,1,0,2,0,96.969697,95.454545,1.515152,0.000000,28.787879,95.229765,0.026849,0.025569,129553.053000,921,6,0.026849,-50.338590,0.000000,204
REDE_COMPLETA,T - ARTIGOS DE EPOCA,TA - ILUMINACAO NATALINA,TAA - PISCA PISCA NATAL,11,1,11,122798.564167,122798.564167,122798.564167,0.000000,11,6,5,11,0,0.000000,0.000000,0.000000,0.000000,-2490.000000,-228.000000,645.600000,11,0,0,0,0,100.000000,100.000000,0.000000,0.000000,45.454545,100.000000,0.025450,0.025450,122798.564167,289,1,0.025450,-99.402441,-0.000000,205
REDE_COMPLETA,M - MAQUINAS E MOTORES,MI - CONSTRUCAO CIVIL,MIA - BETONEIRAS,11,1,11,142033.080000,117584.040000,104756.190000,12827.850000,8,9,2,11,0,32.727273,0.000000,0.000000,45.000000,-5.000000,0.000000,11.958333,7,1,2,1,0,72.727273,63.636364,9.090909,0.000000,18.181818,82.786376,0.029436,0.024369,142033.080000,39,1,0.029436,-73.502969,0.000000,206
REDE_COMPLETA,B - UTILIDADES DOMESTICAS,BJ - JOGOS E CONJUNTOS PARA SERVIR,BJE - JOGOS DE TACAS,51,5,11,125490.424500,116627.423500,111746.918500,4880.505000,45,42,9,49,2,27.667460,0.000000,0.000000,0.000000,-1755.000000,-14.000000,223.911816,41,4,0,4,2,88.235294,80.392157,7.843137,3.921569,17.647059,92.937309,0.026008,0.024171,125490.424500,1352,5,0.026008,-65.623029,0.000000,207
REDE_COMPLETA,B - UTILIDADES DOMESTICAS,BH - ACESSORIOS PARA SERVIR - PRESENTES,BHE - PORTA TEMPEROS E GALHETEIROS - PRESENTES,66,6,11,125032.820500,114848.706000,112733.586000,2115.120000,57,52,14,66,0,21.994107,0.000000,0.000000,0.000000,-3144.000000,-38.000000,401.089443,55,2,5,4,0,86.363636,83.333333,3.030303,0.000000,21.212121,91.854847,0.025913,0.023802,125032.820500,2690,6,0.025913,-64.463891,0.000000,208
REDE_COMPLETA,W - LOUCAS E PIAS,WA - BACIAS E CAIXAS,WAB - CAIXAS PARA ACOPLAR,66,6,11,115597.860000,113332.170000,111585.390000,1746.780000,60,47,19,62,4,3.193548,0.000000,0.000000,0.000000,-201.000000,-1.000000,62.073449,57,3,2,0,4,90.909091,86.363636,4.545455,6.060606,28.787879,98.040024,0.023957,0.023488,115597.860000,303,6,0.023957,-58.774844,0.000000,209
REDE_COMPLETA,B - UTILIDADES DOMESTICAS,BA - COZINHAR,BAH - FORMAS E ASSADEIRAS,84,8,11,126654.020500,111978.853000,111926.458000,52.395000,74,63,21,84,0,58.699333,0.000000,0.000000,0.000000,-2496.000000,-2.500000,558.980098,73,1,3,7,0,88.095238,86.904762,1.190476,0.000000,25.000000,88.413185,0.026249,0.023207,126654.020500,3067,8,0.026249,-68.754221,0.000000,210
REDE_COMPLETA,H - TUBOS E CONEXOES,HE - RALOS E GRELHAS,HEC - RALOS EXTERNOS,44,4,11,105716.940000,101926.230000,100946.685000,979.545000,39,31,13,40,4,6.466071,0.000000,0.000000,0.000000,-424.000000,-2.500000,73.399990,34,5,0,1,4,88.636364,77.272727,11.363636,9.090909,29.545455,96.414283,0.021910,0.021124,105716.940000,435,4,0.021910,-38.889733,0.000000,211
REDE_COMPLETA,I - ILUMINACAO,ID - JARDIM,IDF - POSTES,11,1,11,101581.200000,101581.200000,101581.200000,0.000000,10,9,2,10,1,0.000000,0.000000,0.000000,0.000000,-423.000000,-16.000000,62.912416,10,0,0,0,1,90.909091,90.909091,0.000000,9.090909,18.181818,100.000000,0.021052,0.021052,101581.200000,147,1,0.021052,0.358535,0.000000,212
REDE_COMPLETA,N - INDUSTRIAL E NEGOCIOS,ND - PESO E AFERICAO,NDA - BALANCAS ELETRONICAS,22,2,11,101251.395000,101251.395000,101251.395000,0.000000,20,16,6,20,2,0.000000,0.000000,0.000000,0.000000,-50.000000,-1.500000,17.966667,20,0,0,0,2,90.909091,90.909091,0.000000,9.090909,27.272727,100.000000,0.020984,0.020984,101251.395000,68,2,0.020984,52.475271,0.000000,213
REDE_COMPLETA,O - MOVEIS,OB - VARANDA E AREA EXTERNA,OBC - MESAS DE PLASTICOS,22,2,11,126815.839500,100125.375000,96803.595000,3321.780000,19,20,2,22,0,79.377299,0.000000,0.000000,0.000000,-280.000000,-7.500000,51.099694,18,1,0,3,0,86.363636,81.818182,4.545455,0.000000,9.090909,78.953367,0.026282,0.020751,126815.839500,505,2,0.026282,-26.412204,0.000000,214
REDE_COMPLETA,O - MOVEIS,OA - SALA DE ESTAR E JANTAR,OAO - CRISTALEIRAS,8,1,8,99809.955000,99809.955000,99809.955000,0.000000,8,8,0,8,0,0.000000,0.000000,0.000000,0.000000,-120.000000,-3.000000,10.060606,8,0,0,0,0,100.000000,100.000000,0.000000,0.000000,0.000000,100.000000,0.020685,0.020685,99809.955000,109,1,0.020685,58.834149,0.000000,215
REDE_COMPLETA,O - MOVEIS,OA - SALA DE ESTAR E JANTAR,OAP - ADEGAS,22,2,11,105255.570000,96807.480000,96807.480000,0.000000,21,22,0,22,0,7.058824,0.000000,0.000000,0.000000,-113.000000,-3.000000,25.823232,21,0,0,1,0,95.454545,95.454545,0.000000,0.000000,0.000000,91.973736,0.021814,0.020063,105255.570000,208,2,0.021814,-84.554905,-0.000000,216
REDE_COMPLETA,V - DECORACAO,VA - OBJETOS PARA SALA E QUARTO,VAT - CAPAS PARA ALMOFADAS,42,4,11,91212.814000,91108.234000,90909.574000,198.660000,38,26,16,39,3,5.192308,0.000000,0.000000,0.000000,-4219.000000,-1.500000,437.047155,37,1,0,1,3,90.476190,88.095238,2.380952,7.142857,38.095238,99.885345,0.018904,0.018882,91212.814000,1392,4,0.018904,-69.821303,0.000000,217
REDE_COMPLETA,R - ELETRONICOS,RC - SOM,RCB - CAIXAS BLUETOOTH,11,1,11,87770.235000,87770.235000,87770.235000,0.000000,11,11,0,11,0,0.000000,0.000000,0.000000,0.000000,-52.000000,-3.000000,13.500000,11,0,0,0,0,100.000000,100.000000,0.000000,0.000000,0.000000,100.000000,0.018190,0.018190,87770.235000,49,1,0.018190,70.049008,0.000000,218
REDE_COMPLETA,R - ELETRONICOS,RG - SEGURANCA,RGD - CAMERAS DE MONITORAMENTO,18,2,11,88881.730000,86374.960000,86374.960000,0.000000,15,13,5,16,2,4.687500,0.000000,0.000000,0.000000,-339.000000,-2.500000,41.565873,15,0,1,0,2,83.333333,83.333333,0.000000,11.111111,27.777778,97.179657,0.018420,0.017901,88881.730000,243,2,0.018420,170.020705,0.000000,219
REDE_COMPLETA,"K - CAMA, MESA E BANHO",KA - CAMA,KAJ - CAPAS E PORTA TRAVESSEIROS,33,3,11,84549.850000,84549.850000,84549.850000,0.000000,33,27,6,33,0,0.000000,0.000000,0.000000,0.000000,-1789.000000,-23.000000,365.672204,33,0,0,0,0,100.000000,100.000000,0.000000,0.000000,18.181818,100.000000,0.017523,0.017523,84549.850000,1223,3,0.017523,-88.056264,0.000000,220
REDE_COMPLETA,"L - INFANTIL, LAZER E PETS",LH - PRAIA E PISCINA,LHA - CADEIRAS DE PRAIA,22,2,11,97962.427500,82679.215500,82679.215500,0.000000,20,17,5,22,0,89.611596,0.000000,0.000000,0.000000,-222.000000,-22.000000,62.213817,20,0,0,2,0,90.909091,90.909091,0.000000,0.000000,22.727273,84.398904,0.020302,0.017135,97962.427500,338,2,0.020302,-66.049237,0.000000,221
REDE_COMPLETA,A - AUTOMOTIVO,AC - MANUTENCAO E LIMPEZA,ACB - BANHO AUTOMOTIVO,11,1,11,82327.035000,82327.035000,82327.035000,0.000000,11,9,2,11,0,0.000000,0.000000,0.000000,0.000000,-3645.000000,-350.000000,207.083929,11,0,0,0,0,100.000000,100.000000,0.000000,0.000000,18.181818,100.000000,0.017062,0.017062,82327.035000,2515,1,0.017062,-20.921604,0.000000,222
REDE_COMPLETA,Q - BASICOS CONSTRUCAO,QI - FIXACAO,QIH - PREGOS,22,2,11,83758.605000,81493.755000,75454.575000,6039.180000,21,18,4,22,0,11.360634,0.000000,0.000000,0.000000,-1556.000000,-34.000000,155.388118,19,2,0,1,0,95.454545,86.363636,9.090909,0.000000,18.181818,97.295979,0.017359,0.016889,83758.605000,1207,2,0.017359,3.898789,0.000000,223
REDE_COMPLETA,D - ELETROS,DA - AR E VENTILACAO,DAF - EXAUSTORES,11,1,11,80195.430000,80195.430000,80195.430000,0.000000,11,4,7,11,0,0.000000,0.000000,0.000000,0.000000,-451.000000,0.000000,34.769231,11,0,0,0,0,100.000000,100.000000,0.000000,0.000000,63.636364,100.000000,0.016620,0.016620,80195.430000,249,1,0.016620,-23.747392,0.000000,224
REDE_COMPLETA,B - UTILIDADES DOMESTICAS,BF - UTENSILIOS PARA PREPARACAO,"BFZ - COLHERES, CONCHAS E ESPUMADEIRAS",66,6,11,83518.386000,79984.768500,77280.598500,2704.170000,62,48,18,66,0,23.531038,0.000000,0.000000,0.000000,-2200.000000,-2.500000,410.135721,60,2,0,4,0,93.939394,90.909091,3.030303,0.000000,27.272727,95.769054,0.017309,0.016577,83518.386000,2161,6,0.017309,-85.706871,0.000000,225
REDE_COMPLETA,B - UTILIDADES DOMESTICAS,BJ - JOGOS E CONJUNTOS PARA SERVIR,BJD - JOGOS DE COPOS,31,3,11,78239.889000,78239.889000,78239.889000,0.000000,31,27,4,31,0,0.000000,0.000000,0.000000,0.000000,-1041.000000,-37.000000,128.352051,31,0,0,0,0,100.000000,100.000000,0.000000,0.000000,12.903226,100.000000,0.016215,0.016215,78239.889000,855,3,0.016215,-74.277075,0.000000,226
REDE_COMPLETA,D - ELETROS,DA - AR E VENTILACAO,DAR - MOLDURAS PARA AR-CONDICIONADO,22,2,11,77986.660500,77986.660500,77861.710500,124.950000,21,14,8,21,1,1.428571,0.000000,0.000000,0.000000,-381.000000,-5.500000,45.718738,20,1,0,0,1,95.454545,90.909091,4.545455,4.545455,36.363636,100.000000,0.016163,0.016163,77986.660500,308,2,0.016163,-7.349349,0.000000,227
REDE_COMPLETA,U - METAIS E ACESSORIOS,UA - DUCHAS E CHUVEIROS,UAC - DUCHAS DE METAL,11,1,11,88171.723500,77934.538500,69324.853500,8609.685000,8,8,3,10,1,15.250000,0.000000,0.000000,16.875000,-8.000000,0.000000,10.388889,7,1,2,0,1,72.727273,63.636364,9.090909,9.090909,27.272727,88.389492,0.018273,0.016152,88171.723500,37,1,0.018273,-21.749180,0.000000,228
REDE_COMPLETA,"L - INFANTIL, LAZER E PETS",LF - MOVEIS INFANTIS,LFB - CADEIRAS E POLTRONAS INFANTIS,33,3,11,104834.520000,76972.770000,74370.240000,2602.530000,26,27,6,33,0,61.417313,0.000000,0.000000,0.000000,-78.000000,-1.000000,97.326332,25,1,3,4,0,78.787879,75.757576,3.030303,0.000000,18.181818,73.423115,0.021727,0.015952,104834.520000,562,3,0.021727,-75.136285,0.000000,229
REDE_COMPLETA,B - UTILIDADES DOMESTICAS,BB - SERVIR - PRESENTES,BBT - SUQUEIRAS,11,1,11,76957.408500,76957.408500,76957.408500,0.000000,11,9,2,11,0,0.000000,0.000000,0.000000,0.000000,-553.000000,-48.000000,66.924567,11,0,0,0,0,100.000000,100.000000,0.000000,0.000000,18.181818,100.000000,0.015949,0.015949,76957.408500,353,1,0.015949,-69.329243,0.000000,230
REDE_COMPLETA,"K - CAMA, MESA E BANHO",KB - MESA,KBG - TOALHAS DE MESA,51,5,11,77363.622000,76597.962000,76597.962000,0.000000,49,42,9,51,0,3.137255,0.000000,0.000000,0.000000,-687.000000,-10.000000,93.689688,49,0,1,1,0,96.078431,96.078431,0.000000,0.000000,17.647059,99.010310,0.016033,0.015875,77363.622000,635,5,0.016033,-78.461040,0.000000,231
REDE_COMPLETA,O - MOVEIS,OA - SALA DE ESTAR E JANTAR,OAB - CADEIRAS DE JANTAR,4,1,4,76001.520000,76001.520000,76001.520000,0.000000,4,3,1,4,0,0.000000,0.000000,0.000000,0.000000,-176.000000,-34.500000,11.571429,4,0,0,0,0,100.000000,100.000000,0.000000,0.000000,25.000000,100.000000,0.015751,0.015751,76001.520000,34,1,0.015751,496.158655,0.000000,232
REDE_COMPLETA,N - INDUSTRIAL E NEGOCIOS,NC - PROCESSADORES INDUSTRIAIS,NCE - EXTRATORES,22,2,11,75911.535000,75911.535000,75911.535000,0.000000,21,16,6,21,1,0.000000,0.000000,0.000000,0.000000,-76.000000,-2.500000,22.861111,21,0,0,0,1,95.454545,95.454545,0.000000,4.545455,27.272727,100.000000,0.015732,0.015732,75911.535000,95,2,0.015732,-4.133434,0.000000,233
REDE_COMPLETA,D - ELETROS,DE - ELETROPORTATEIS PARA COZINHA,DEG - CENTRIFUGAS E ESPREMEDORES DE FRUTAS,11,1,11,74642.190000,74642.190000,74642.190000,0.000000,10,7,4,10,1,0.000000,0.000000,0.000000,0.000000,-212.000000,-65.000000,68.738889,10,0,0,0,1,90.909091,90.909091,0.000000,9.090909,36.363636,100.000000,0.015469,0.015469,74642.190000,560,1,0.015469,-99.491859,0.000000,234
REDE_COMPLETA,Y - EPI,YE - PROTECAO RESPIRATORIA,YEA - MASCARAS,11,1,11,73582.103000,73582.103000,71645.609000,1936.494000,11,9,2,11,0,1.168831,0.000000,0.000000,0.000000,-4624.000000,-197.000000,317.156909,10,1,0,0,0,100.000000,90.909091,9.090909,0.000000,18.181818,100.000000,0.015250,0.015250,73582.103000,1622,1,0.015250,-66.148168,0.000000,235
REDE_COMPLETA,I - ILUMINACAO,ID - JARDIM,IDD - BALIZADORES PARA JARDIM,33,3,11,75482.463000,71362.158000,71205.708000,156.450000,31,20,13,33,0,6.248778,0.000000,0.000000,0.000000,-1025.000000,0.000000,124.545437,30,1,1,1,0,93.939394,90.909091,3.030303,0.000000,39.393939,94.541374,0.015644,0.014790,75482.463000,321,3,0.015644,-7.297068,0.000000,236
REDE_COMPLETA,V - DECORACAO,VA - OBJETOS PARA SALA E QUARTO,VAF - QUADROS,20,2,11,70766.073000,70766.073000,70766.073000,0.000000,20,18,2,20,0,0.000000,0.000000,0.000000,0.000000,-492.000000,-28.500000,77.175000,20,0,0,0,0,100.000000,100.000000,0.000000,0.000000,10.000000,100.000000,0.014666,0.014666,70766.073000,427,2,0.014666,-42.213470,0.000000,237
REDE_COMPLETA,"L - INFANTIL, LAZER E PETS",LE - ENXOVAL,LEA - COBERTORES E MANTAS INFANTIS,9,1,9,70573.492500,70573.492500,70573.492500,0.000000,9,9,0,9,0,0.000000,0.000000,0.000000,0.000000,-1048.000000,-116.000000,68.632886,9,0,0,0,0,100.000000,100.000000,0.000000,0.000000,0.000000,100.000000,0.014626,0.014626,70573.492500,682,1,0.014626,-56.523976,0.000000,238
REDE_COMPLETA,"G - PORTAS, JANELAS E FECHADURAS",GA - PORTAS,GAB - PORTAS DE MADEIRA,55,5,11,99376.725000,70023.975000,68291.685000,1732.290000,43,26,29,49,6,19.941379,0.000000,0.000000,0.000000,-5.000000,0.000000,39.982493,40,3,2,4,6,78.181818,72.727273,5.454545,10.909091,52.727273,70.463154,0.020596,0.014512,99376.725000,184,5,0.020596,-57.358054,-0.000000,239
REDE_COMPLETA,"K - CAMA, MESA E BANHO",KC - BANHO,KCE - ROUPOES,18,2,9,69989.115000,69989.115000,69989.115000,0.000000,18,18,0,18,0,0.000000,0.000000,0.000000,0.000000,-876.000000,-45.000000,70.770417,18,0,0,0,0,100.000000,100.000000,0.000000,0.000000,0.000000,100.000000,0.014505,0.014505,69989.115000,704,2,0.014505,3.450549,0.000000,240
REDE_COMPLETA,O - MOVEIS,OC - QUARTO,OCN - CABECEIRAS,28,3,11,83661.900000,68189.100000,68189.100000,0.000000,25,16,12,27,1,5.925926,0.000000,0.000000,0.000000,-54.000000,0.000000,21.519048,25,0,2,0,1,89.285714,89.285714,0.000000,3.571429,42.857143,81.505560,0.017339,0.014132,83661.900000,90,3,0.017339,-49.551456,0.000000,241
REDE_COMPLETA,A - AUTOMOTIVO,AB - BATERIAS E CARREGADORES,ABA - BATERIAS AUTOMOTIVAS,11,1,11,67676.658000,67676.658000,67676.658000,0.000000,11,5,6,11,0,0.000000,0.000000,0.000000,0.000000,-116.000000,0.000000,10.031746,11,0,0,0,0,100.000000,100.000000,0.000000,0.000000,54.545455,100.000000,0.014026,0.014026,67676.658000,108,1,0.014026,-31.828203,0.000000,242
REDE_COMPLETA,B - UTILIDADES DOMESTICAS,BD - ORGANIZAR,BDI - PORTA TUDO COZINHA - PLASTICOS,44,4,11,67628.484000,67628.484000,67628.484000,0.000000,44,36,8,44,0,0.000000,0.000000,0.000000,0.000000,-2256.000000,-46.000000,221.333101,44,0,0,0,0,100.000000,100.000000,0.000000,0.000000,18.181818,100.000000,0.014016,0.014016,67628.484000,1641,4,0.014016,-77.643016,0.000000,243
REDE_COMPLETA,U - METAIS E ACESSORIOS,UD - REGISTROS E VALVULAS,UDB - KITS PARA INSTALACAO DE DESCARGAS,11,1,11,70293.510000,67598.790000,67598.790000,0.000000,9,9,2,11,0,40.909091,0.000000,0.000000,0.000000,-74.000000,0.000000,17.425006,9,0,0,2,0,81.818182,81.818182,0.000000,0.000000,18.181818,96.166474,0.014568,0.014010,70293.510000,162,1,0.014568,-72.178361,0.000000,244
REDE_COMPLETA,B - UTILIDADES DOMESTICAS,BD - ORGANIZAR,BDD - PORTA TUDO COZINHA - PRESENTES,33,4,11,67332.247500,67332.247500,67332.247500,0.000000,32,28,5,32,1,0.000000,0.000000,0.000000,0.000000,-655.000000,-16.000000,87.088939,32,0,0,0,1,96.969697,96.969697,0.000000,3.030303,15.151515,100.000000,0.013954,0.013954,67332.247500,570,4,0.013954,-58.263612,0.000000,245
REDE_COMPLETA,C - PISOS E REVESTIMENTOS,CB - NAO CERAMICOS,CBD - PISOS LAMINADOS,22,2,11,69473.775000,66676.155000,59164.665000,7511.490000,16,11,11,18,4,30.505051,0.000000,0.000000,0.000000,-37.000000,0.000000,67.722222,14,2,0,2,4,72.727273,63.636364,9.090909,18.181818,50.000000,95.973128,0.014398,0.013818,69473.775000,77,2,0.014398,-72.596459,0.000000,246
REDE_COMPLETA,"G - PORTAS, JANELAS E FECHADURAS",GA - PORTAS,"GAG - GUARNICOES, GRADES E ALIZARES",22,2,11,66565.170000,66110.625000,64224.510000,1886.115000,20,14,8,21,1,5.714286,0.000000,0.000000,0.000000,-73.000000,0.000000,43.305556,18,2,1,0,1,90.909091,81.818182,9.090909,4.545455,36.363636,99.317143,0.013795,0.013701,66565.170000,140,2,0.013795,-70.958720,0.000000,247
REDE_COMPLETA,B - UTILIDADES DOMESTICAS,BB - SERVIR - PRESENTES,BBS - BANDEJAS - PRESENTES,38,4,11,68525.100000,66060.561000,66060.561000,0.000000,37,28,10,38,0,6.518219,0.000000,0.000000,0.000000,-773.000000,-24.000000,153.890017,37,0,0,1,0,97.368421,97.368421,0.000000,0.000000,26.315789,96.403451,0.014202,0.013691,68525.100000,786,4,0.014202,-50.968595,0.000000,248
REDE_COMPLETA,S - TINTAS E QUIMICOS,SC - ADERENTES E VEDADORES,SCA - FITAS ADESIVAS,11,1,11,64330.410000,64330.410000,64330.410000,0.000000,11,9,2,11,0,0.000000,0.000000,0.000000,0.000000,-2645.000000,-256.000000,226.190810,11,0,0,0,0,100.000000,100.000000,0.000000,0.000000,18.181818,100.000000,0.013332,0.013332,64330.410000,1658,1,0.013332,-92.557773,0.000000,249
REDE_COMPLETA,E - MATERIAIS ELETRICOS,"EC - CAIXAS, DUTOS E CALHAS ELETRICAS",ECS - TUBOS ELETRODUTO,11,1,11,65094.991500,64030.816500,64030.816500,0.000000,10,9,2,11,0,5.454545,0.000000,0.000000,0.000000,-1488.000000,-42.000000,102.251303,10,0,1,0,0,90.909091,90.909091,0.000000,0.000000,18.181818,98.365197,0.013491,0.013270,65094.991500,491,1,0.013491,-32.659836,0.000000,250
REDE_COMPLETA,V - DECORACAO,VA - OBJETOS PARA SALA E QUARTO,VAP - VASOS DECORATIVOS,38,6,11,66575.355000,63518.910000,63518.910000,0.000000,33,31,7,37,1,26.272916,0.000000,0.000000,0.000000,-482.000000,-3.500000,110.706111,33,0,0,4,1,86.842105,86.842105,0.000000,2.631579,18.421053,95.409044,0.013798,0.013164,66575.355000,847,6,0.013798,-62.771405,0.000000,251
REDE_COMPLETA,"L - INFANTIL, LAZER E PETS",LA - BRINQUEDOS,LAB - JOGOS EDUCATIVOS,22,2,11,63442.890000,63442.890000,63442.890000,0.000000,22,18,4,22,0,0.000000,0.000000,0.000000,0.000000,-964.000000,-16.000000,118.779628,22,0,0,0,0,100.000000,100.000000,0.000000,0.000000,18.181818,100.000000,0.013148,0.013148,63442.890000,1138,2,0.013148,-81.896865,0.000000,252
REDE_COMPLETA,E - MATERIAIS ELETRICOS,"EC - CAIXAS, DUTOS E CALHAS ELETRICAS",ECA - ELETRODUTOS,11,1,11,69176.975000,63307.790000,57603.560000,5704.230000,9,8,3,10,1,11.464286,0.000000,0.000000,0.000000,-71.000000,-1.000000,105.506548,8,1,0,1,1,81.818182,72.727273,9.090909,9.090909,27.272727,91.515696,0.014337,0.013120,69176.975000,406,1,0.014337,-87.938039,0.000000,253
REDE_COMPLETA,B - UTILIDADES DOMESTICAS,BJ - JOGOS E CONJUNTOS PARA SERVIR,BJF - CONJUNTOS DE XICARAS,134,13,11,74147.367000,62863.153500,62863.153500,0.000000,120,52,82,127,7,44.376462,0.000000,0.000000,0.000000,-523.000000,0.000000,183.064908,120,0,0,7,7,89.552239,89.552239,0.000000,5.223881,61.194030,84.781370,0.015367,0.013028,74147.367000,1084,13,0.015367,-57.479101,0.000000,254
REDE_COMPLETA,B - UTILIDADES DOMESTICAS,BF - UTENSILIOS PARA PREPARACAO,BFG - MOEDORES DE TEMPEROS,18,2,9,59499.048000,59499.048000,59499.048000,0.000000,18,18,0,18,0,0.000000,0.000000,0.000000,0.000000,-1663.000000,-95.000000,130.553231,18,0,0,0,0,100.000000,100.000000,0.000000,0.000000,0.000000,100.000000,0.012331,0.012331,59499.048000,1178,2,0.012331,-45.167058,0.000000,255
REDE_COMPLETA,N - INDUSTRIAL E NEGOCIOS,NA - COZINHA INDUSTRIAL,NAH - CAFETEIRAS E CHOCOLATEIRAS,22,2,11,60065.460000,59278.065000,59278.065000,0.000000,20,15,7,21,1,2.857143,0.000000,0.000000,0.000000,-44.000000,-2.000000,18.200000,20,0,1,0,1,90.909091,90.909091,0.000000,4.545455,31.818182,98.689105,0.012448,0.012285,60065.460000,49,2,0.012448,-59.313601,0.000000,256
REDE_COMPLETA,A - AUTOMOTIVO,AP - VULCANIZADORES,APA - VULCANIZADORES,11,1,11,58614.675000,58614.675000,56948.325000,1666.350000,11,5,6,11,0,1.818182,0.000000,0.000000,0.000000,-93.000000,0.000000,8.881868,10,1,0,0,0,100.000000,90.909091,9.090909,0.000000,54.545455,100.000000,0.012148,0.012148,58614.675000,94,1,0.012148,-7.198685,0.000000,257
REDE_COMPLETA,B - UTILIDADES DOMESTICAS,BD - ORGANIZAR,BDC - CABIDES,33,3,11,60428.193000,58430.043000,58430.043000,0.000000,30,27,6,33,0,14.975207,0.000000,0.000000,0.000000,-2267.000000,-69.000000,182.097941,30,0,0,3,0,90.909091,90.909091,0.000000,0.000000,18.181818,96.693348,0.012524,0.012109,60428.193000,1197,3,0.012524,-54.899463,0.000000,258
REDE_COMPLETA,E - MATERIAIS ELETRICOS,"EC - CAIXAS, DUTOS E CALHAS ELETRICAS",ECT - CAIXAS ELETRICAS,11,1,11,58243.710000,58243.710000,58243.710000,0.000000,10,9,2,10,1,0.000000,0.000000,0.000000,0.000000,-2273.000000,-252.000000,763.277525,10,0,0,0,1,90.909091,90.909091,0.000000,9.090909,18.181818,100.000000,0.012071,0.012071,58243.710000,726,1,0.012071,-98.661059,0.000000,259
REDE_COMPLETA,M - MAQUINAS E MOTORES,MH - SOLDAGEM,MHA - INVERSORES E MAQUINAS DE SOLDA,11,1,11,61396.555500,58237.210500,58237.210500,0.000000,9,8,3,11,0,16.363636,0.000000,0.000000,0.000000,-30.000000,0.000000,11.785859,9,0,1,1,0,81.818182,81.818182,0.000000,0.000000,27.272727,94.854198,0.012724,0.012069,61396.555500,75,1,0.012724,-73.572114,0.000000,260
REDE_COMPLETA,S - TINTAS E QUIMICOS,SB - MASSAS E TEXTURAS,SBB - TEXTURAS,55,5,11,57768.900000,57699.705000,55895.490000,1804.215000,54,32,23,55,0,2.363636,0.000000,0.000000,0.000000,-176.000000,0.000000,57.904762,52,2,1,0,0,98.181818,94.545455,3.636364,0.000000,41.818182,99.880221,0.011972,0.011958,57768.900000,161,5,0.011972,-24.334766,0.000000,261
REDE_COMPLETA,"L - INFANTIL, LAZER E PETS",LH - PRAIA E PISCINA,LHH - PRANCHAS DE BODYBOARD,11,1,11,57401.953000,57401.953000,57401.953000,0.000000,11,9,2,11,0,0.000000,0.000000,0.000000,0.000000,-471.000000,-31.000000,33.064630,11,0,0,0,0,100.000000,100.000000,0.000000,0.000000,18.181818,100.000000,0.011896,0.011896,57401.953000,381,1,0.011896,22.455856,0.000000,262
